reward 19,reward 20,reward 16,reward 26,reward 14,reward 1,reward 25,reward 28,reward 29,reward 3,reward 5,reward 8,reward 10,reward 21,reward 11,StepNum,reward 9,reward 15,reward 18,reward 7,reward 0,reward 22,reward 6,reward 13,reward 2,reward 12,reward 24,reward 27,reward 17,reward 4,reward 23
355.99645814394813,355.7573799650485,359.9774269359292,345.59606830885645,361.3402862073745,409.05501292988777,346.7396701395068,341.332610703319,340.7849502712192,393.0522158988983,389.66320840999634,377.8944151890383,368.4621980717331,355.6120897241281,368.3645495823144,1261000,372.8227963768805,360.35628936865055,356.1246608278939,378.55794768953166,411.1913643473281,354.1900227051001,387.3950144304019,361.96222025862266,406.0823833325771,363.9024325146618,349.2693643025474,345.09404361525077,357.0141858518604,392.77464321001594,351.75178469955506
355.99645814394813,355.7573799650485,359.9774269359292,345.59606830885645,361.3402862073745,409.05501292988777,346.7396701395068,341.332610703319,340.7849502712192,393.0522158988983,389.66320840999634,377.8944151890383,368.4621980717331,355.6120897241281,368.3645495823144,1262000,372.8227963768805,360.35628936865055,356.1246608278939,378.55794768953166,411.1913643473281,354.1900227051001,387.3950144304019,361.96222025862266,406.0823833325771,363.9024325146618,349.2693643025474,345.09404361525077,357.0141858518604,392.77464321001594,351.75178469955506
355.99645814394813,355.7573799650485,359.9774269359292,345.59606830885645,361.3402862073745,409.05501292988777,346.7396701395068,341.332610703319,340.7849502712192,393.0522158988983,389.66320840999634,377.8944151890383,368.4621980717331,355.6120897241281,368.3645495823144,1263000,372.8227963768805,360.35628936865055,356.1246608278939,378.55794768953166,411.1913643473281,354.1900227051001,387.3950144304019,361.96222025862266,406.0823833325771,363.9024325146618,349.2693643025474,345.09404361525077,357.0141858518604,392.77464321001594,351.75178469955506
355.99645814394813,355.7573799650485,359.9774269359292,345.59606830885645,361.3402862073745,409.05501292988777,346.7396701395068,341.332610703319,340.7849502712192,393.0522158988983,389.66320840999634,377.8944151890383,368.4621980717331,355.6120897241281,368.3645495823144,1264000,372.8227963768805,360.35628936865055,356.1246608278939,378.55794768953166,411.1913643473281,354.1900227051001,387.3950144304019,361.96222025862266,406.0823833325771,363.9024325146618,349.2693643025474,345.09404361525077,357.0141858518604,392.77464321001594,351.75178469955506
355.99645814394813,355.7573799650485,359.9774269359292,345.59606830885645,361.3402862073745,409.05501292988777,346.7396701395068,341.332610703319,340.7849502712192,393.0522158988983,389.66320840999634,377.8944151890383,368.4621980717331,355.6120897241281,368.3645495823144,1265000,372.8227963768805,360.35628936865055,356.1246608278939,378.55794768953166,411.1913643473281,354.1900227051001,387.3950144304019,361.96222025862266,406.0823833325771,363.9024325146618,349.2693643025474,345.09404361525077,357.0141858518604,392.77464321001594,351.75178469955506
355.99645814394813,355.7573799650485,359.9774269359292,345.59606830885645,361.3402862073745,409.05501292988777,346.7396701395068,341.332610703319,340.7849502712192,393.0522158988983,389.66320840999634,377.8944151890383,368.4621980717331,355.6120897241281,368.3645495823144,1266000,372.8227963768805,360.35628936865055,356.1246608278939,378.55794768953166,411.1913643473281,354.1900227051001,387.3950144304019,361.96222025862266,406.0823833325771,363.9024325146618,349.2693643025474,345.09404361525077,357.0141858518604,392.77464321001594,351.75178469955506
355.99645814394813,355.7573799650485,359.9774269359292,345.59606830885645,361.3402862073745,409.05501292988777,346.7396701395068,341.332610703319,340.7849502712192,393.0522158988983,389.66320840999634,377.8944151890383,368.4621980717331,355.6120897241281,368.3645495823144,1267000,372.8227963768805,360.35628936865055,356.1246608278939,378.55794768953166,411.1913643473281,354.1900227051001,387.3950144304019,361.96222025862266,406.0823833325771,363.9024325146618,349.2693643025474,345.09404361525077,357.0141858518604,392.77464321001594,351.75178469955506
355.99645814394813,355.7573799650485,359.9774269359292,345.59606830885645,361.3402862073745,409.05501292988777,346.7396701395068,341.332610703319,340.7849502712192,393.0522158988983,389.66320840999634,377.8944151890383,368.4621980717331,355.6120897241281,368.3645495823144,1268000,372.8227963768805,360.35628936865055,356.1246608278939,378.55794768953166,411.1913643473281,354.1900227051001,387.3950144304019,361.96222025862266,406.0823833325771,363.9024325146618,349.2693643025474,345.09404361525077,357.0141858518604,392.77464321001594,351.75178469955506
355.99645814394813,355.7573799650485,359.9774269359292,345.59606830885645,361.3402862073745,409.05501292988777,346.7396701395068,341.332610703319,340.7849502712192,393.0522158988983,389.66320840999634,377.8944151890383,368.4621980717331,355.6120897241281,368.3645495823144,1269000,372.8227963768805,360.35628936865055,356.1246608278939,378.55794768953166,411.1913643473281,354.1900227051001,387.3950144304019,361.96222025862266,406.0823833325771,363.9024325146618,349.2693643025474,345.09404361525077,357.0141858518604,392.77464321001594,351.75178469955506
355.99645814394813,355.7573799650485,359.9774269359292,345.59606830885645,361.3402862073745,409.05501292988777,346.7396701395068,341.332610703319,340.7849502712192,393.0522158988983,389.66320840999634,377.8944151890383,368.4621980717331,355.6120897241281,368.3645495823144,1270000,372.8227963768805,360.35628936865055,356.1246608278939,378.55794768953166,411.1913643473281,354.1900227051001,387.3950144304019,361.96222025862266,406.0823833325771,363.9024325146618,349.2693643025474,345.09404361525077,357.0141858518604,392.77464321001594,351.75178469955506
355.99645814394813,355.7573799650485,359.9774269359292,345.59606830885645,361.3402862073745,409.05501292988777,346.7396701395068,341.332610703319,340.7849502712192,393.0522158988983,389.66320840999634,377.8944151890383,368.4621980717331,355.6120897241281,368.3645495823144,1271000,372.8227963768805,360.35628936865055,356.1246608278939,378.55794768953166,411.1913643473281,354.1900227051001,387.3950144304019,361.96222025862266,406.0823833325771,363.9024325146618,349.2693643025474,345.09404361525077,357.0141858518604,392.77464321001594,351.75178469955506
355.99645814394813,355.7573799650485,359.9774269359292,345.59606830885645,361.3402862073745,409.05501292988777,346.7396701395068,341.332610703319,340.7849502712192,393.0522158988983,389.66320840999634,377.8944151890383,368.4621980717331,355.6120897241281,368.3645495823144,1272000,372.8227963768805,360.35628936865055,356.1246608278939,378.55794768953166,411.1913643473281,354.1900227051001,387.3950144304019,361.96222025862266,406.0823833325771,363.9024325146618,349.2693643025474,345.09404361525077,357.0141858518604,392.77464321001594,351.75178469955506
355.99645814394813,355.7573799650485,359.9774269359292,345.59606830885645,361.3402862073745,409.05501292988777,346.7396701395068,341.332610703319,340.7849502712192,393.0522158988983,389.66320840999634,377.8944151890383,368.4621980717331,355.6120897241281,368.3645495823144,1273000,372.8227963768805,360.35628936865055,356.1246608278939,378.55794768953166,411.1913643473281,354.1900227051001,387.3950144304019,361.96222025862266,406.0823833325771,363.9024325146618,349.2693643025474,345.09404361525077,357.0141858518604,392.77464321001594,351.75178469955506
355.99645814394813,355.7573799650485,359.9774269359292,345.59606830885645,361.3402862073745,409.05501292988777,346.7396701395068,341.332610703319,340.7849502712192,393.0522158988983,389.66320840999634,377.8944151890383,368.4621980717331,355.6120897241281,368.3645495823144,1274000,372.8227963768805,360.35628936865055,356.1246608278939,378.55794768953166,411.1913643473281,354.1900227051001,387.3950144304019,361.96222025862266,406.0823833325771,363.9024325146618,349.2693643025474,345.09404361525077,357.0141858518604,392.77464321001594,351.75178469955506
355.99645814394813,355.7573799650485,359.9774269359292,345.59606830885645,361.3402862073745,409.05501292988777,346.7396701395068,341.332610703319,340.7849502712192,393.0522158988983,389.66320840999634,377.8944151890383,368.4621980717331,355.6120897241281,368.3645495823144,1275000,372.8227963768805,360.35628936865055,356.1246608278939,378.55794768953166,411.1913643473281,354.1900227051001,387.3950144304019,361.96222025862266,406.0823833325771,363.9024325146618,349.2693643025474,345.09404361525077,357.0141858518604,392.77464321001594,351.75178469955506
355.99645814394813,355.7573799650485,359.9774269359292,345.59606830885645,361.3402862073745,409.05501292988777,346.7396701395068,341.332610703319,340.7849502712192,393.0522158988983,389.66320840999634,377.8944151890383,368.4621980717331,355.6120897241281,368.3645495823144,1276000,372.8227963768805,360.35628936865055,356.1246608278939,378.55794768953166,411.1913643473281,354.1900227051001,387.3950144304019,361.96222025862266,406.0823833325771,363.9024325146618,349.2693643025474,345.09404361525077,357.0141858518604,392.77464321001594,351.75178469955506
355.99645814394813,355.7573799650485,359.9774269359292,345.59606830885645,361.3402862073745,409.05501292988777,346.7396701395068,341.332610703319,340.7849502712192,393.0522158988983,389.66320840999634,377.8944151890383,368.4621980717331,355.6120897241281,368.3645495823144,1277000,372.8227963768805,360.35628936865055,356.1246608278939,378.55794768953166,411.1913643473281,354.1900227051001,387.3950144304019,361.96222025862266,406.0823833325771,363.9024325146618,349.2693643025474,345.09404361525077,357.0141858518604,392.77464321001594,351.75178469955506
355.99645814394813,355.7573799650485,359.9774269359292,345.59606830885645,361.3402862073745,409.05501292988777,346.7396701395068,341.332610703319,340.7849502712192,393.0522158988983,389.66320840999634,377.8944151890383,368.4621980717331,355.6120897241281,368.3645495823144,1278000,372.8227963768805,360.35628936865055,356.1246608278939,378.55794768953166,411.1913643473281,354.1900227051001,387.3950144304019,361.96222025862266,406.0823833325771,363.9024325146618,349.2693643025474,345.09404361525077,357.0141858518604,392.77464321001594,351.75178469955506
355.99645814394813,355.7573799650485,359.9774269359292,345.59606830885645,361.3402862073745,409.05501292988777,346.7396701395068,341.332610703319,340.7849502712192,393.0522158988983,389.66320840999634,377.8944151890383,368.4621980717331,355.6120897241281,368.3645495823144,1279000,372.8227963768805,360.35628936865055,356.1246608278939,378.55794768953166,411.1913643473281,354.1900227051001,387.3950144304019,361.96222025862266,406.0823833325771,363.9024325146618,349.2693643025474,345.09404361525077,357.0141858518604,392.77464321001594,351.75178469955506
355.99645814394813,355.7573799650485,359.9774269359292,345.59606830885645,361.3402862073745,409.05501292988777,346.7396701395068,341.332610703319,340.7849502712192,393.0522158988983,389.66320840999634,377.8944151890383,368.4621980717331,355.6120897241281,368.3645495823144,1280000,372.8227963768805,360.35628936865055,356.1246608278939,378.55794768953166,411.1913643473281,354.1900227051001,387.3950144304019,361.96222025862266,406.0823833325771,363.9024325146618,349.2693643025474,345.09404361525077,357.0141858518604,392.77464321001594,351.75178469955506
355.99645814394813,355.7573799650485,359.9774269359292,345.59606830885645,361.3402862073745,409.05501292988777,346.7396701395068,341.332610703319,340.7849502712192,393.0522158988983,389.66320840999634,377.8944151890383,368.4621980717331,355.6120897241281,368.3645495823144,1281000,372.8227963768805,360.35628936865055,356.1246608278939,378.55794768953166,411.1913643473281,354.1900227051001,387.3950144304019,361.96222025862266,406.0823833325771,363.9024325146618,349.2693643025474,345.09404361525077,357.0141858518604,392.77464321001594,351.75178469955506
355.99645814394813,355.7573799650485,359.9774269359292,345.59606830885645,361.3402862073745,409.05501292988777,346.7396701395068,341.332610703319,340.7849502712192,393.0522158988983,389.66320840999634,377.8944151890383,368.4621980717331,355.6120897241281,368.3645495823144,1282000,372.8227963768805,360.35628936865055,356.1246608278939,378.55794768953166,411.1913643473281,354.1900227051001,387.3950144304019,361.96222025862266,406.0823833325771,363.9024325146618,349.2693643025474,345.09404361525077,357.0141858518604,392.77464321001594,351.75178469955506
355.99645814394813,355.7573799650485,359.9774269359292,345.59606830885645,361.3402862073745,409.05501292988777,346.7396701395068,341.332610703319,340.7849502712192,393.0522158988983,389.66320840999634,377.8944151890383,368.4621980717331,355.6120897241281,368.3645495823144,1283000,372.8227963768805,360.35628936865055,356.1246608278939,378.55794768953166,411.1913643473281,354.1900227051001,387.3950144304019,361.96222025862266,406.0823833325771,363.9024325146618,349.2693643025474,345.09404361525077,357.0141858518604,392.77464321001594,351.75178469955506
355.99645814394813,355.7573799650485,359.9774269359292,345.59606830885645,361.3402862073745,409.05501292988777,346.7396701395068,341.332610703319,340.7849502712192,393.0522158988983,389.66320840999634,377.8944151890383,368.4621980717331,355.6120897241281,368.3645495823144,1284000,372.8227963768805,360.35628936865055,356.1246608278939,378.55794768953166,411.1913643473281,354.1900227051001,387.3950144304019,361.96222025862266,406.0823833325771,363.9024325146618,349.2693643025474,345.09404361525077,357.0141858518604,392.77464321001594,351.75178469955506
355.99645814394813,355.7573799650485,359.9774269359292,345.59606830885645,361.3402862073745,409.05501292988777,346.7396701395068,341.332610703319,340.7849502712192,393.0522158988983,389.66320840999634,377.8944151890383,368.4621980717331,355.6120897241281,368.3645495823144,1285000,372.8227963768805,360.35628936865055,356.1246608278939,378.55794768953166,411.1913643473281,354.1900227051001,387.3950144304019,361.96222025862266,406.0823833325771,363.9024325146618,349.2693643025474,345.09404361525077,357.0141858518604,392.77464321001594,351.75178469955506
355.99645814394813,355.7573799650485,359.9774269359292,345.59606830885645,361.3402862073745,409.05501292988777,346.7396701395068,341.332610703319,340.7849502712192,393.0522158988983,389.66320840999634,377.8944151890383,368.4621980717331,355.6120897241281,368.3645495823144,1286000,372.8227963768805,360.35628936865055,356.1246608278939,378.55794768953166,411.1913643473281,354.1900227051001,387.3950144304019,361.96222025862266,406.0823833325771,363.9024325146618,349.2693643025474,345.09404361525077,357.0141858518604,392.77464321001594,351.75178469955506
355.99645814394813,355.7573799650485,359.9774269359292,345.59606830885645,361.3402862073745,409.05501292988777,346.7396701395068,341.332610703319,340.7849502712192,393.0522158988983,389.66320840999634,377.8944151890383,368.4621980717331,355.6120897241281,368.3645495823144,1287000,372.8227963768805,360.35628936865055,356.1246608278939,378.55794768953166,411.1913643473281,354.1900227051001,387.3950144304019,361.96222025862266,406.0823833325771,363.9024325146618,349.2693643025474,345.09404361525077,357.0141858518604,392.77464321001594,351.75178469955506
355.99645814394813,355.7573799650485,359.9774269359292,345.59606830885645,361.3402862073745,409.05501292988777,346.7396701395068,341.332610703319,340.7849502712192,393.0522158988983,389.66320840999634,377.8944151890383,368.4621980717331,355.6120897241281,368.3645495823144,1288000,372.8227963768805,360.35628936865055,356.1246608278939,378.55794768953166,411.1913643473281,354.1900227051001,387.3950144304019,361.96222025862266,406.0823833325771,363.9024325146618,349.2693643025474,345.09404361525077,357.0141858518604,392.77464321001594,351.75178469955506
355.99645814394813,355.7573799650485,359.9774269359292,345.59606830885645,361.3402862073745,409.05501292988777,346.7396701395068,341.332610703319,340.7849502712192,393.0522158988983,389.66320840999634,377.8944151890383,368.4621980717331,355.6120897241281,368.3645495823144,1289000,372.8227963768805,360.35628936865055,356.1246608278939,378.55794768953166,411.1913643473281,354.1900227051001,387.3950144304019,361.96222025862266,406.0823833325771,363.9024325146618,349.2693643025474,345.09404361525077,357.0141858518604,392.77464321001594,351.75178469955506
355.99645814394813,355.7573799650485,359.9774269359292,345.59606830885645,361.3402862073745,409.05501292988777,346.7396701395068,341.332610703319,340.7849502712192,393.0522158988983,389.66320840999634,377.8944151890383,368.4621980717331,355.6120897241281,368.3645495823144,1290000,372.8227963768805,360.35628936865055,356.1246608278939,378.55794768953166,411.1913643473281,354.1900227051001,387.3950144304019,361.96222025862266,406.0823833325771,363.9024325146618,349.2693643025474,345.09404361525077,357.0141858518604,392.77464321001594,351.75178469955506
355.99645814394813,355.7573799650485,359.9774269359292,345.59606830885645,361.3402862073745,409.05501292988777,346.7396701395068,341.332610703319,340.7849502712192,393.0522158988983,389.66320840999634,377.8944151890383,368.4621980717331,355.6120897241281,368.3645495823144,1291000,372.8227963768805,360.35628936865055,356.1246608278939,378.55794768953166,411.1913643473281,354.1900227051001,387.3950144304019,361.96222025862266,406.0823833325771,363.9024325146618,349.2693643025474,345.09404361525077,357.0141858518604,392.77464321001594,351.75178469955506
355.99645814394813,355.7573799650485,359.9774269359292,345.59606830885645,361.3402862073745,409.05501292988777,346.7396701395068,341.332610703319,340.7849502712192,393.0522158988983,389.66320840999634,377.8944151890383,368.4621980717331,355.6120897241281,368.3645495823144,1292000,372.8227963768805,360.35628936865055,356.1246608278939,378.55794768953166,411.1913643473281,354.1900227051001,387.3950144304019,361.96222025862266,406.0823833325771,363.9024325146618,349.2693643025474,345.09404361525077,357.0141858518604,392.77464321001594,351.75178469955506
355.99645814394813,355.7573799650485,359.9774269359292,345.59606830885645,361.3402862073745,409.05501292988777,346.7396701395068,341.332610703319,340.7849502712192,393.0522158988983,389.66320840999634,377.8944151890383,368.4621980717331,355.6120897241281,368.3645495823144,1293000,372.8227963768805,360.35628936865055,356.1246608278939,378.55794768953166,411.1913643473281,354.1900227051001,387.3950144304019,361.96222025862266,406.0823833325771,363.9024325146618,349.2693643025474,345.09404361525077,357.0141858518604,392.77464321001594,351.75178469955506
355.99645814394813,355.7573799650485,359.9774269359292,345.59606830885645,361.3402862073745,409.05501292988777,346.7396701395068,341.332610703319,340.7849502712192,393.0522158988983,389.66320840999634,377.8944151890383,368.4621980717331,355.6120897241281,368.3645495823144,1294000,372.8227963768805,360.35628936865055,356.1246608278939,378.55794768953166,411.1913643473281,354.1900227051001,387.3950144304019,361.96222025862266,406.0823833325771,363.9024325146618,349.2693643025474,345.09404361525077,357.0141858518604,392.77464321001594,351.75178469955506
355.99645814394813,355.7573799650485,359.9774269359292,345.59606830885645,361.3402862073745,409.05501292988777,346.7396701395068,341.332610703319,340.7849502712192,393.0522158988983,389.66320840999634,377.8944151890383,368.4621980717331,355.6120897241281,368.3645495823144,1295000,372.8227963768805,360.35628936865055,356.1246608278939,378.55794768953166,411.1913643473281,354.1900227051001,387.3950144304019,361.96222025862266,406.0823833325771,363.9024325146618,349.2693643025474,345.09404361525077,357.0141858518604,392.77464321001594,351.75178469955506
355.99645814394813,355.7573799650485,359.9774269359292,345.59606830885645,361.3402862073745,409.05501292988777,346.7396701395068,341.332610703319,340.7849502712192,393.0522158988983,389.66320840999634,377.8944151890383,368.4621980717331,355.6120897241281,368.3645495823144,1296000,372.8227963768805,360.35628936865055,356.1246608278939,378.55794768953166,411.1913643473281,354.1900227051001,387.3950144304019,361.96222025862266,406.0823833325771,363.9024325146618,349.2693643025474,345.09404361525077,357.0141858518604,392.77464321001594,351.75178469955506
355.99645814394813,355.7573799650485,359.9774269359292,345.59606830885645,361.3402862073745,409.05501292988777,346.7396701395068,341.332610703319,340.7849502712192,393.0522158988983,389.66320840999634,377.8944151890383,368.4621980717331,355.6120897241281,368.3645495823144,1297000,372.8227963768805,360.35628936865055,356.1246608278939,378.55794768953166,411.1913643473281,354.1900227051001,387.3950144304019,361.96222025862266,406.0823833325771,363.9024325146618,349.2693643025474,345.09404361525077,357.0141858518604,392.77464321001594,351.75178469955506
355.99645814394813,355.7573799650485,359.9774269359292,345.59606830885645,361.3402862073745,409.05501292988777,346.7396701395068,341.332610703319,340.7849502712192,393.0522158988983,389.66320840999634,377.8944151890383,368.4621980717331,355.6120897241281,368.3645495823144,1298000,372.8227963768805,360.35628936865055,356.1246608278939,378.55794768953166,411.1913643473281,354.1900227051001,387.3950144304019,361.96222025862266,406.0823833325771,363.9024325146618,349.2693643025474,345.09404361525077,357.0141858518604,392.77464321001594,351.75178469955506
355.99645814394813,355.7573799650485,359.9774269359292,345.59606830885645,361.3402862073745,409.05501292988777,346.7396701395068,341.332610703319,340.7849502712192,393.0522158988983,389.66320840999634,377.8944151890383,368.4621980717331,355.6120897241281,368.3645495823144,1299000,372.8227963768805,360.35628936865055,356.1246608278939,378.55794768953166,411.1913643473281,354.1900227051001,387.3950144304019,361.96222025862266,406.0823833325771,363.9024325146618,349.2693643025474,345.09404361525077,357.0141858518604,392.77464321001594,351.75178469955506
355.99645814394813,355.7573799650485,359.9774269359292,345.59606830885645,361.3402862073745,409.05501292988777,346.7396701395068,341.332610703319,340.7849502712192,393.0522158988983,389.66320840999634,377.8944151890383,368.4621980717331,355.6120897241281,368.3645495823144,1300000,372.8227963768805,360.35628936865055,356.1246608278939,378.55794768953166,411.1913643473281,354.1900227051001,387.3950144304019,361.96222025862266,406.0823833325771,363.9024325146618,349.2693643025474,345.09404361525077,357.0141858518604,392.77464321001594,351.75178469955506
355.99645814394813,355.7573799650485,359.9774269359292,345.59606830885645,361.3402862073745,409.05501292988777,346.7396701395068,341.332610703319,340.7849502712192,393.0522158988983,389.66320840999634,377.8944151890383,368.4621980717331,355.6120897241281,368.3645495823144,1301000,372.8227963768805,360.35628936865055,356.1246608278939,378.55794768953166,411.1913643473281,354.1900227051001,387.3950144304019,361.96222025862266,406.0823833325771,363.9024325146618,349.2693643025474,345.09404361525077,357.0141858518604,392.77464321001594,351.75178469955506
355.99645814394813,355.7573799650485,359.9774269359292,345.59606830885645,361.3402862073745,409.05501292988777,346.7396701395068,341.332610703319,340.7849502712192,393.0522158988983,389.66320840999634,377.8944151890383,368.4621980717331,355.6120897241281,368.3645495823144,1302000,372.8227963768805,360.35628936865055,356.1246608278939,378.55794768953166,411.1913643473281,354.1900227051001,387.3950144304019,361.96222025862266,406.0823833325771,363.9024325146618,349.2693643025474,345.09404361525077,357.0141858518604,392.77464321001594,351.75178469955506
355.99645814394813,355.7573799650485,359.9774269359292,345.59606830885645,361.3402862073745,409.05501292988777,346.7396701395068,341.332610703319,340.7849502712192,393.0522158988983,389.66320840999634,377.8944151890383,368.4621980717331,355.6120897241281,368.3645495823144,1303000,372.8227963768805,360.35628936865055,356.1246608278939,378.55794768953166,411.1913643473281,354.1900227051001,387.3950144304019,361.96222025862266,406.0823833325771,363.9024325146618,349.2693643025474,345.09404361525077,357.0141858518604,392.77464321001594,351.75178469955506
355.99645814394813,355.7573799650485,359.9774269359292,345.59606830885645,361.3402862073745,409.05501292988777,346.7396701395068,341.332610703319,340.7849502712192,393.0522158988983,389.66320840999634,377.8944151890383,368.4621980717331,355.6120897241281,368.3645495823144,1304000,372.8227963768805,360.35628936865055,356.1246608278939,378.55794768953166,411.1913643473281,354.1900227051001,387.3950144304019,361.96222025862266,406.0823833325771,363.9024325146618,349.2693643025474,345.09404361525077,357.0141858518604,392.77464321001594,351.75178469955506
355.99645814394813,355.7573799650485,359.9774269359292,345.59606830885645,361.3402862073745,409.05501292988777,346.7396701395068,341.332610703319,340.7849502712192,393.0522158988983,389.66320840999634,377.8944151890383,368.4621980717331,355.6120897241281,368.3645495823144,1305000,372.8227963768805,360.35628936865055,356.1246608278939,378.55794768953166,411.1913643473281,354.1900227051001,387.3950144304019,361.96222025862266,406.0823833325771,363.9024325146618,349.2693643025474,345.09404361525077,357.0141858518604,392.77464321001594,351.75178469955506
355.99645814394813,355.7573799650485,359.9774269359292,345.59606830885645,361.3402862073745,409.05501292988777,346.7396701395068,341.332610703319,340.7849502712192,393.0522158988983,389.66320840999634,377.8944151890383,368.4621980717331,355.6120897241281,368.3645495823144,1306000,372.8227963768805,360.35628936865055,356.1246608278939,378.55794768953166,411.1913643473281,354.1900227051001,387.3950144304019,361.96222025862266,406.0823833325771,363.9024325146618,349.2693643025474,345.09404361525077,357.0141858518604,392.77464321001594,351.75178469955506
355.99645814394813,355.7573799650485,359.9774269359292,345.59606830885645,361.3402862073745,409.05501292988777,346.7396701395068,341.332610703319,340.7849502712192,393.0522158988983,389.66320840999634,377.8944151890383,368.4621980717331,355.6120897241281,368.3645495823144,1307000,372.8227963768805,360.35628936865055,356.1246608278939,378.55794768953166,411.1913643473281,354.1900227051001,387.3950144304019,361.96222025862266,406.0823833325771,363.9024325146618,349.2693643025474,345.09404361525077,357.0141858518604,392.77464321001594,351.75178469955506
355.99645814394813,355.7573799650485,359.9774269359292,345.59606830885645,361.3402862073745,409.05501292988777,346.7396701395068,341.332610703319,340.7849502712192,393.0522158988983,389.66320840999634,377.8944151890383,368.4621980717331,355.6120897241281,368.3645495823144,1308000,372.8227963768805,360.35628936865055,356.1246608278939,378.55794768953166,411.1913643473281,354.1900227051001,387.3950144304019,361.96222025862266,406.0823833325771,363.9024325146618,349.2693643025474,345.09404361525077,357.0141858518604,392.77464321001594,351.75178469955506
355.99645814394813,355.7573799650485,359.9774269359292,345.59606830885645,361.3402862073745,409.05501292988777,346.7396701395068,341.332610703319,340.7849502712192,393.0522158988983,389.66320840999634,377.8944151890383,368.4621980717331,355.6120897241281,368.3645495823144,1309000,372.8227963768805,360.35628936865055,356.1246608278939,378.55794768953166,411.1913643473281,354.1900227051001,387.3950144304019,361.96222025862266,406.0823833325771,363.9024325146618,349.2693643025474,345.09404361525077,357.0141858518604,392.77464321001594,351.75178469955506
355.99645814394813,355.7573799650485,359.9774269359292,345.59606830885645,361.3402862073745,409.05501292988777,346.7396701395068,341.332610703319,340.7849502712192,393.0522158988983,389.66320840999634,377.8944151890383,368.4621980717331,355.6120897241281,368.3645495823144,1310000,372.8227963768805,360.35628936865055,356.1246608278939,378.55794768953166,411.1913643473281,354.1900227051001,387.3950144304019,361.96222025862266,406.0823833325771,363.9024325146618,349.2693643025474,345.09404361525077,357.0141858518604,392.77464321001594,351.75178469955506
355.99645814394813,355.7573799650485,359.9774269359292,345.59606830885645,361.3402862073745,409.05501292988777,346.7396701395068,341.332610703319,340.7849502712192,393.0522158988983,389.66320840999634,377.8944151890383,368.4621980717331,355.6120897241281,368.3645495823144,1311000,372.8227963768805,360.35628936865055,356.1246608278939,378.55794768953166,411.1913643473281,354.1900227051001,387.3950144304019,361.96222025862266,406.0823833325771,363.9024325146618,349.2693643025474,345.09404361525077,357.0141858518604,392.77464321001594,351.75178469955506
355.99645814394813,355.7573799650485,359.9774269359292,345.59606830885645,361.3402862073745,409.05501292988777,346.7396701395068,341.332610703319,340.7849502712192,393.0522158988983,389.66320840999634,377.8944151890383,368.4621980717331,355.6120897241281,368.3645495823144,1312000,372.8227963768805,360.35628936865055,356.1246608278939,378.55794768953166,411.1913643473281,354.1900227051001,387.3950144304019,361.96222025862266,406.0823833325771,363.9024325146618,349.2693643025474,345.09404361525077,357.0141858518604,392.77464321001594,351.75178469955506
355.99645814394813,355.7573799650485,359.9774269359292,345.59606830885645,361.3402862073745,409.05501292988777,346.7396701395068,341.332610703319,340.7849502712192,393.0522158988983,389.66320840999634,377.8944151890383,368.4621980717331,355.6120897241281,368.3645495823144,1313000,372.8227963768805,360.35628936865055,356.1246608278939,378.55794768953166,411.1913643473281,354.1900227051001,387.3950144304019,361.96222025862266,406.0823833325771,363.9024325146618,349.2693643025474,345.09404361525077,357.0141858518604,392.77464321001594,351.75178469955506
355.99645814394813,355.7573799650485,359.9774269359292,345.59606830885645,361.3402862073745,409.05501292988777,346.7396701395068,341.332610703319,340.7849502712192,393.0522158988983,389.66320840999634,377.8944151890383,368.4621980717331,355.6120897241281,368.3645495823144,1314000,372.8227963768805,360.35628936865055,356.1246608278939,378.55794768953166,411.1913643473281,354.1900227051001,387.3950144304019,361.96222025862266,406.0823833325771,363.9024325146618,349.2693643025474,345.09404361525077,357.0141858518604,392.77464321001594,351.75178469955506
355.99645814394813,355.7573799650485,359.9774269359292,345.59606830885645,361.3402862073745,409.05501292988777,346.7396701395068,341.332610703319,340.7849502712192,393.0522158988983,389.66320840999634,377.8944151890383,368.4621980717331,355.6120897241281,368.3645495823144,1315000,372.8227963768805,360.35628936865055,356.1246608278939,378.55794768953166,411.1913643473281,354.1900227051001,387.3950144304019,361.96222025862266,406.0823833325771,363.9024325146618,349.2693643025474,345.09404361525077,357.0141858518604,392.77464321001594,351.75178469955506
355.99645814394813,355.7573799650485,359.9774269359292,345.59606830885645,361.3402862073745,409.05501292988777,346.7396701395068,341.332610703319,340.7849502712192,393.0522158988983,389.66320840999634,377.8944151890383,368.4621980717331,355.6120897241281,368.3645495823144,1316000,372.8227963768805,360.35628936865055,356.1246608278939,378.55794768953166,411.1913643473281,354.1900227051001,387.3950144304019,361.96222025862266,406.0823833325771,363.9024325146618,349.2693643025474,345.09404361525077,357.0141858518604,392.77464321001594,351.75178469955506
