reward 4,reward 0,reward 5,reward 9,reward 1,reward 6,reward 7,StepNum,reward 8,reward 2,reward 3
463.76044125217953,485.4876449656487,461.56969293578413,413.8841510053901,480.69522950545496,452.39993257592363,442.4009042441858,1000,416.8346865235895,468.5670735257511,464.787282875804
480.69522950545496,685.2785072146168,479.5785702032072,461.56969293578413,505.3401841085869,468.5670735257511,464.787282875804,2000,463.76044125217953,488.9114905626068,485.4876449656487
505.3401841085869,685.2785072146168,501.3620009237026,480.82127116785443,621.7343354105365,488.9114905626068,487.34588770398545,3000,485.4876449656487,529.1461447505928,515.6146696328321
515.6146696328321,691.9594319322871,505.3401841085869,487.34588770398545,685.2785072146168,501.3620009237026,500.92619040385284,4000,488.9114905626068,621.7343354105365,529.1461447505928
563.9427990258806,691.9594319322871,529.1461447505928,500.92619040385284,685.2785072146168,515.6146696328321,505.3401841085869,5000,501.3620009237026,621.7343354105365,575.6192718436257
563.9427990258806,691.9594319322871,543.2936460780793,509.20936219042375,685.2785072146168,529.1461447505928,526.4192142235042,6000,515.6146696328321,621.7343354105365,575.6192718436257
563.9427990258806,691.9594319322871,543.2936460780793,515.6146696328321,685.2785072146168,529.1461447505928,526.4192142235042,7000,516.1999496775285,621.7343354105365,575.6192718436257
575.6192718436257,721.8410894153023,563.9427990258806,522.5303697418301,691.9594319322871,543.2936460780793,529.1461447505928,8000,526.4192142235042,685.2785072146168,621.7343354105365
575.6192718436257,721.8410894153023,571.4241881521082,526.4192142235042,691.9594319322871,563.9427990258806,543.2936460780793,9000,529.1461447505928,685.2785072146168,621.7343354105365
621.7343354105365,721.8410894153023,575.6192718436257,529.1461447505928,691.9594319322871,571.4241881521082,563.9427990258806,10000,543.2936460780793,685.2785072146168,652.2862708801372
621.7343354105365,721.8410894153023,575.6192718436257,543.2936460780793,691.9594319322871,571.4241881521082,568.1336593588487,11000,563.9427990258806,685.2785072146168,652.2862708801372
621.7343354105365,721.8410894153023,575.6192718436257,558.1496913994501,691.9594319322871,571.4241881521082,568.1336593588487,12000,563.9427990258806,685.2785072146168,652.2862708801372
621.7343354105365,721.8410894153023,575.6192718436257,558.1496913994501,691.9594319322871,571.4241881521082,568.1336593588487,13000,563.9427990258806,685.2785072146168,652.2862708801372
621.7343354105365,721.8410894153023,575.6192718436257,558.1496913994501,691.9594319322871,571.4241881521082,568.1336593588487,14000,563.9427990258806,685.2785072146168,652.2862708801372
652.2862708801372,826.2175251932224,621.7343354105365,563.9427990258806,721.8410894153023,575.6192718436257,571.4241881521082,15000,568.1336593588487,691.9594319322871,685.2785072146168
652.2862708801372,826.2175251932224,621.7343354105365,568.1336593588487,721.8410894153023,606.0911634051531,575.6192718436257,16000,571.4241881521082,691.9594319322871,685.2785072146168
685.2785072146168,826.2175251932224,652.2862708801372,571.4241881521082,767.7075015145069,621.7343354105365,606.0911634051531,17000,575.6192718436257,721.8410894153023,691.9594319322871
685.2785072146168,826.2175251932224,652.2862708801372,571.4241881521082,767.7075015145069,621.7343354105365,606.0911634051531,18000,575.6192718436257,721.8410894153023,691.9594319322871
685.2785072146168,826.2175251932224,652.2862708801372,571.4241881521082,767.7075015145069,621.7343354105365,606.0911634051531,19000,575.6192718436257,721.8410894153023,691.9594319322871
685.2785072146168,826.2175251932224,652.2862708801372,571.4241881521082,767.7075015145069,621.7343354105365,606.0911634051531,20000,575.6192718436257,721.8410894153023,691.9594319322871
721.8410894153023,854.9744573636134,691.9594319322871,606.0911634051531,826.2175251932224,685.2785072146168,652.2862708801372,21000,621.7343354105365,771.4575516153639,767.7075015145069
721.8410894153023,854.9744573636134,691.9594319322871,606.0911634051531,826.2175251932224,685.2785072146168,652.2862708801372,22000,621.7343354105365,771.4575516153639,767.7075015145069
721.8410894153023,854.9744573636134,691.9594319322871,611.6067935651629,826.2175251932224,685.2785072146168,652.2862708801372,23000,621.7343354105365,771.4575516153639,767.7075015145069
721.8410894153023,854.9744573636134,691.9594319322871,611.6067935651629,826.2175251932224,685.2785072146168,652.2862708801372,24000,621.7343354105365,771.4575516153639,767.7075015145069
721.8410894153023,854.9744573636134,691.9594319322871,611.6067935651629,826.2175251932224,685.2785072146168,652.2862708801372,25000,621.7343354105365,771.4575516153639,767.7075015145069
721.8410894153023,854.9744573636134,691.9594319322871,611.6067935651629,826.2175251932224,685.2785072146168,652.2862708801372,26000,621.7343354105365,771.4575516153639,767.7075015145069
721.8410894153023,854.9744573636134,691.9594319322871,611.6067935651629,826.2175251932224,685.2785072146168,652.2862708801372,27000,621.7343354105365,771.4575516153639,767.7075015145069
721.8410894153023,854.9744573636134,694.6005068421107,621.7343354105365,826.2175251932224,691.9594319322871,685.2785072146168,28000,652.2862708801372,771.4575516153639,767.7075015145069
721.8410894153023,854.9744573636134,694.6005068421107,631.9933638894573,826.2175251932224,691.9594319322871,685.2785072146168,29000,652.2862708801372,771.4575516153639,767.7075015145069
721.8410894153023,854.9744573636134,694.6005068421107,631.9933638894573,826.2175251932224,691.9594319322871,685.2785072146168,30000,652.2862708801372,771.4575516153639,767.7075015145069
721.8410894153023,854.9744573636134,694.6005068421107,631.9933638894573,826.2175251932224,691.9594319322871,685.2785072146168,31000,652.2862708801372,771.4575516153639,767.7075015145069
721.8410894153023,854.9744573636134,694.6005068421107,652.2862708801372,826.2175251932224,691.9594319322871,687.0920105906516,32000,685.2785072146168,771.4575516153639,767.7075015145069
740.424012258637,854.9744573636134,721.8410894153023,685.2785072146168,826.2175251932224,694.6005068421107,691.9594319322871,33000,687.0920105906516,771.4575516153639,767.7075015145069
740.424012258637,854.9744573636134,721.8410894153023,685.2785072146168,826.2175251932224,694.6005068421107,691.9594319322871,34000,687.0920105906516,771.4575516153639,767.7075015145069
743.6612534196724,854.9744573636134,740.424012258637,691.8335994738338,826.2175251932224,721.8410894153023,694.6005068421107,35000,691.9594319322871,771.4575516153639,767.7075015145069
743.6612534196724,854.9744573636134,740.424012258637,691.8335994738338,826.2175251932224,721.8410894153023,694.6005068421107,36000,691.9594319322871,771.4575516153639,767.7075015145069
743.6612534196724,854.9744573636134,740.424012258637,691.8335994738338,826.2175251932224,721.8410894153023,694.6005068421107,37000,691.9594319322871,771.4575516153639,767.7075015145069
743.6612534196724,854.9744573636134,740.424012258637,691.8335994738338,826.2175251932224,721.8410894153023,694.6005068421107,38000,691.9594319322871,771.4575516153639,767.7075015145069
743.6612534196724,854.9744573636134,740.424012258637,691.8335994738338,826.2175251932224,721.8410894153023,694.6005068421107,39000,691.9594319322871,771.4575516153639,767.7075015145069
743.6612534196724,854.9744573636134,740.424012258637,691.8335994738338,826.2175251932224,721.8410894153023,694.6005068421107,40000,691.9594319322871,771.4575516153639,767.7075015145069
743.6612534196724,854.9744573636134,740.424012258637,691.8335994738338,826.2175251932224,721.8410894153023,694.6005068421107,41000,691.9594319322871,771.4575516153639,767.7075015145069
743.6612534196724,854.9744573636134,740.424012258637,691.8335994738338,826.2175251932224,721.8410894153023,694.6005068421107,42000,691.9594319322871,771.4575516153639,767.7075015145069
743.6612534196724,854.9744573636134,740.424012258637,691.8335994738338,826.2175251932224,721.8410894153023,694.6005068421107,43000,691.9594319322871,771.4575516153639,767.7075015145069
743.6612534196724,854.9744573636134,740.424012258637,691.8335994738338,826.2175251932224,721.8410894153023,694.6005068421107,44000,691.9594319322871,771.4575516153639,767.7075015145069
743.6612534196724,854.9744573636134,740.424012258637,691.9594319322871,826.2175251932224,721.8410894153023,705.0190416337826,45000,694.6005068421107,771.4575516153639,767.7075015145069
743.6612534196724,854.9744573636134,740.424012258637,691.9594319322871,826.2175251932224,721.8410894153023,705.0190416337826,46000,694.6005068421107,771.4575516153639,767.7075015145069
743.6612534196724,854.9744573636134,740.424012258637,691.9594319322871,826.2175251932224,721.8410894153023,705.0190416337826,47000,694.6005068421107,771.4575516153639,767.7075015145069
743.6612534196724,854.9744573636134,740.424012258637,691.9594319322871,826.2175251932224,721.8410894153023,705.0190416337826,48000,694.6005068421107,771.4575516153639,767.7075015145069
743.6612534196724,854.9744573636134,740.424012258637,691.9594319322871,826.2175251932224,721.8410894153023,705.0190416337826,49000,694.6005068421107,771.4575516153639,767.7075015145069
743.6612534196724,854.9744573636134,740.424012258637,694.6005068421107,826.2175251932224,721.8410894153023,718.1288277189699,50000,705.0190416337826,771.4575516153639,767.7075015145069
743.6612534196724,854.9744573636134,740.424012258637,694.6005068421107,826.2175251932224,721.8410894153023,718.1288277189699,51000,705.0190416337826,771.4575516153639,767.7075015145069
743.6612534196724,854.9744573636134,740.424012258637,694.6005068421107,826.2175251932224,721.8410894153023,718.1288277189699,52000,705.0190416337826,771.4575516153639,767.7075015145069
743.6612534196724,854.9744573636134,740.424012258637,694.6005068421107,826.2175251932224,721.8410894153023,718.1288277189699,53000,705.0190416337826,771.4575516153639,767.7075015145069
743.6612534196724,854.9744573636134,740.424012258637,694.6005068421107,826.2175251932224,721.8410894153023,718.1288277189699,54000,705.0190416337826,771.4575516153639,767.7075015145069
755.7466438472336,854.9744573636134,747.5597823107096,718.1288277189699,826.2175251932224,743.6612534196724,740.424012258637,55000,721.8410894153023,771.4575516153639,767.7075015145069
755.7466438472336,854.9744573636134,747.5597823107096,718.1288277189699,826.2175251932224,743.6612534196724,740.424012258637,56000,721.8410894153023,771.4575516153639,767.7075015145069
755.7466438472336,854.9744573636134,747.5597823107096,718.1288277189699,826.2175251932224,743.6612534196724,740.424012258637,57000,721.8410894153023,771.4575516153639,767.7075015145069
755.7466438472336,854.9744573636134,747.5597823107096,718.1288277189699,826.2175251932224,743.6612534196724,740.424012258637,58000,721.8410894153023,771.4575516153639,767.7075015145069
755.7466438472336,854.9744573636134,747.5597823107096,718.1288277189699,826.2175251932224,743.6612534196724,740.424012258637,59000,721.8410894153023,771.4575516153639,767.7075015145069
755.7466438472336,854.9744573636134,747.5597823107096,718.1288277189699,826.2175251932224,743.6612534196724,740.424012258637,60000,721.8410894153023,771.4575516153639,767.7075015145069
755.7466438472336,854.9744573636134,747.5597823107096,718.1288277189699,826.2175251932224,743.6612534196724,740.424012258637,61000,721.8410894153023,771.4575516153639,767.7075015145069
755.7466438472336,854.9744573636134,747.5597823107096,718.1288277189699,826.2175251932224,743.6612534196724,740.424012258637,62000,721.8410894153023,771.4575516153639,767.7075015145069
755.7466438472336,854.9744573636134,747.5597823107096,718.1288277189699,826.2175251932224,743.6612534196724,740.424012258637,63000,721.8410894153023,771.4575516153639,767.7075015145069
763.8252779542368,854.9744573636134,755.7466438472336,721.8410894153023,826.2175251932224,747.5597823107096,743.6612534196724,64000,740.424012258637,771.4575516153639,767.7075015145069
763.8252779542368,854.9744573636134,755.7466438472336,721.8410894153023,826.2175251932224,747.5597823107096,743.6612534196724,65000,740.424012258637,771.4575516153639,767.7075015145069
763.8252779542368,854.9744573636134,755.7466438472336,721.8410894153023,826.2175251932224,747.5597823107096,743.6612534196724,66000,740.424012258637,771.4575516153639,767.7075015145069
763.8252779542368,854.9744573636134,755.7466438472336,721.8410894153023,826.2175251932224,747.5597823107096,743.6612534196724,67000,740.424012258637,771.4575516153639,767.7075015145069
767.7075015145069,854.9744573636134,763.8252779542368,740.424012258637,826.2175251932224,755.7466438472336,747.5597823107096,68000,743.6612534196724,792.590976444638,771.4575516153639
767.7075015145069,854.9744573636134,763.8252779542368,740.424012258637,826.2175251932224,755.7466438472336,747.5597823107096,69000,743.6612534196724,792.590976444638,771.4575516153639
767.7075015145069,854.9744573636134,763.8252779542368,740.424012258637,826.2175251932224,755.7466438472336,747.5597823107096,70000,743.6612534196724,792.590976444638,771.4575516153639
767.7075015145069,854.9744573636134,763.8252779542368,740.424012258637,826.2175251932224,755.7466438472336,747.5597823107096,71000,743.6612534196724,792.590976444638,771.4575516153639
771.4575516153639,904.5014517787905,767.7075015145069,743.6612534196724,854.9744573636134,763.8252779542368,755.7466438472336,72000,747.5597823107096,826.2175251932224,792.590976444638
771.4575516153639,904.5014517787905,767.7075015145069,743.6612534196724,854.9744573636134,763.8252779542368,755.7466438472336,73000,747.5597823107096,826.2175251932224,792.590976444638
771.4575516153639,904.5014517787905,767.7075015145069,743.6612534196724,854.9744573636134,763.8252779542368,755.7466438472336,74000,747.5597823107096,826.2175251932224,792.590976444638
771.4575516153639,904.5014517787905,767.7075015145069,743.6612534196724,854.9744573636134,763.8252779542368,755.7466438472336,75000,747.5597823107096,826.2175251932224,792.590976444638
771.4575516153639,904.5014517787905,767.7075015145069,743.6612534196724,854.9744573636134,763.8252779542368,755.7466438472336,76000,747.5597823107096,826.2175251932224,792.590976444638
771.4575516153639,904.5014517787905,767.7075015145069,743.6612534196724,854.9744573636134,763.8252779542368,755.7466438472336,77000,747.5597823107096,826.2175251932224,792.590976444638
771.4575516153639,904.5014517787905,767.7075015145069,743.6612534196724,854.9744573636134,763.8252779542368,755.7466438472336,78000,747.5597823107096,826.2175251932224,792.590976444638
771.4575516153639,904.5014517787905,767.7075015145069,743.6612534196724,854.9744573636134,763.8252779542368,755.7466438472336,79000,747.5597823107096,826.2175251932224,792.590976444638
771.4575516153639,904.5014517787905,767.7075015145069,743.6612534196724,854.9744573636134,763.8252779542368,755.7466438472336,80000,747.5597823107096,826.2175251932224,792.590976444638
771.4575516153639,904.5014517787905,767.7075015145069,743.6612534196724,854.9744573636134,763.8252779542368,755.7466438472336,81000,747.5597823107096,826.2175251932224,792.590976444638
771.4575516153639,904.5014517787905,767.7075015145069,743.6612534196724,854.9744573636134,763.8252779542368,755.7466438472336,82000,747.5597823107096,826.2175251932224,792.590976444638
771.4575516153639,904.5014517787905,767.7075015145069,743.6612534196724,854.9744573636134,763.8252779542368,755.7466438472336,83000,747.5597823107096,826.2175251932224,792.590976444638
