reward 9,reward 5,reward 1,reward 0,StepNum,reward 4,reward 3,reward 7,reward 6,reward 2,reward 8
406.39287309026923,424.41151045723524,443.64381462719956,456.09080848858207,1000,426.218410519024,427.632531247051,410.51181426160485,419.76595493970376,427.9193704028687,410.21124152204294
438.88284899826647,458.78925691967544,516.9008395778508,626.2612087895247,2000,459.18301701240097,465.00576549013493,443.9725941101883,456.09080848858207,468.5705359424903,443.64381462719956
452.5268718300241,465.00576549013493,626.2612087895247,676.0566943234066,3000,468.5705359424903,516.9008395778508,458.78925691967544,459.18301701240097,556.6691682469407,456.09080848858207
459.18301701240097,516.9008395778508,676.0566943234066,708.1537021126413,4000,556.6691682469407,602.5256069077959,468.5705359424903,474.0932781898104,626.2612087895247,465.00576549013493
465.00576549013493,516.9008395778508,676.0566943234066,708.1537021126413,5000,556.6691682469407,602.5256069077959,474.0932781898104,477.91705350283445,626.2612087895247,468.5705359424903
468.5705359424903,516.9008395778508,676.0566943234066,708.1537021126413,6000,556.6691682469407,602.5256069077959,477.91705350283445,482.8094465786174,626.2612087895247,474.0932781898104
474.0932781898104,537.9637696460793,676.0566943234066,708.1537021126413,7000,556.6691682469407,602.5256069077959,482.8094465786174,516.9008395778508,626.2612087895247,477.91705350283445
477.91705350283445,537.9637696460793,676.0566943234066,708.1537021126413,8000,556.6691682469407,602.5256069077959,482.8094465786174,516.9008395778508,626.2612087895247,482.52518329176365
516.9008395778508,556.6691682469407,676.0566943234066,708.1537021126413,9000,568.2733863086432,602.5256069077959,537.9637696460793,546.4282729950949,626.2612087895247,528.1459783905843
516.9008395778508,556.6691682469407,676.0566943234066,708.1537021126413,10000,568.2733863086432,602.5256069077959,537.9637696460793,546.4282729950949,626.2612087895247,528.1459783905843
516.9008395778508,556.6691682469407,676.0566943234066,708.1537021126413,11000,568.2733863086432,602.5256069077959,537.9637696460793,546.4282729950949,626.2612087895247,528.1459783905843
