reward 4,StepNum,reward 8,reward 1,reward 9,reward 7,reward 6,reward 5,reward 0,reward 2,reward 3
584.0515373124556,1000,495.64848580020947,652.373962155398,492.27134154635274,553.0536765357891,554.7688136243337,573.4600956663495,683.1713083533108,636.6483375705011,621.674554876898
621.674554876898,2000,554.7688136243337,652.373962155398,553.0536765357891,573.4600956663495,574.4693465769683,584.0515373124556,683.1713083533108,636.6483375705011,631.7997586030801
631.7997586030801,3000,584.0515373124556,657.9488106840863,576.1191508105079,601.7132786639759,607.7368307638665,621.674554876898,683.1713083533108,652.373962155398,636.6483375705011
683.1713083533108,4000,641.7540963391652,710.6168287369462,636.6483375705011,652.373962155398,657.9488106840863,676.9086823216733,725.239704521334,698.643475198981,689.9613254045414
689.9613254045414,5000,652.373962155398,720.0764532349943,641.7540963391652,657.9488106840863,676.9086823216733,683.1713083533108,725.239704521334,710.6168287369462,698.643475198981
706.5601191374844,6000,683.1713083533108,725.239704521334,676.9086823216733,683.2954384479324,689.9613254045414,698.643475198981,736.1519302032337,720.0764532349943,710.6168287369462
710.6168287369462,7000,683.2954384479324,736.1519302032337,683.1713083533108,689.9613254045414,698.643475198981,706.5601191374844,783.499061806805,725.239704521334,720.0764532349943
725.239704521334,8000,698.643475198981,760.6201507854637,696.1852628797195,706.5601191374844,710.6168287369462,720.0764532349943,783.499061806805,741.9165869691367,736.1519302032337
725.239704521334,9000,698.643475198981,760.6201507854637,697.9999387262391,706.5601191374844,710.6168287369462,720.0764532349943,783.499061806805,741.9165869691367,736.1519302032337
725.239704521334,10000,698.643475198981,760.6201507854637,697.9999387262391,706.5601191374844,710.6168287369462,720.0764532349943,783.499061806805,741.9165869691367,736.1519302032337
725.239704521334,11000,698.643475198981,760.6201507854637,697.9999387262391,706.5601191374844,710.6168287369462,720.0764532349943,783.499061806805,741.9165869691367,736.1519302032337
725.239704521334,12000,706.5601191374844,760.6201507854637,698.643475198981,708.0927196711518,710.6168287369462,720.0764532349943,783.499061806805,741.9165869691367,736.1519302032337
725.239704521334,13000,708.0927196711518,760.6201507854637,706.5601191374844,710.6168287369462,713.4505691649714,720.0764532349943,783.499061806805,741.9165869691367,736.1519302032337
741.9165869691367,14000,713.4505691649714,782.8853203823287,710.6168287369462,720.0764532349943,725.239704521334,736.1519302032337,783.499061806805,760.6201507854637,746.2499152186766
741.9165869691367,15000,713.4505691649714,782.8853203823287,710.6168287369462,720.0764532349943,725.239704521334,736.1519302032337,783.499061806805,760.6201507854637,746.2499152186766
741.9165869691367,16000,713.4505691649714,782.8853203823287,710.6168287369462,720.0764532349943,725.239704521334,736.1519302032337,783.499061806805,760.6201507854637,746.2499152186766
746.2499152186766,17000,725.239704521334,782.8853203823287,720.0764532349943,733.7751658524975,736.1519302032337,741.9165869691367,783.499061806805,760.6201507854637,747.4870015046124
746.2499152186766,18000,725.239704521334,782.8853203823287,720.0764532349943,733.7751658524975,736.1519302032337,741.9165869691367,783.499061806805,760.6201507854637,747.4870015046124
746.2499152186766,19000,725.239704521334,782.8853203823287,720.0764532349943,733.7751658524975,736.1519302032337,741.9165869691367,783.499061806805,760.6201507854637,747.4870015046124
746.2499152186766,20000,725.239704521334,782.8853203823287,720.0764532349943,733.7751658524975,736.1519302032337,741.9165869691367,783.499061806805,760.6201507854637,747.4870015046124
746.2499152186766,21000,725.239704521334,782.8853203823287,720.0764532349943,733.7751658524975,736.1519302032337,741.9165869691367,783.499061806805,760.6201507854637,747.4870015046124
746.2499152186766,22000,725.239704521334,782.8853203823287,720.0764532349943,733.7751658524975,736.1519302032337,741.9165869691367,783.499061806805,760.6201507854637,747.4870015046124
747.4870015046124,23000,733.7751658524975,783.499061806805,725.239704521334,736.1519302032337,741.9165869691367,746.2499152186766,808.4126392135993,782.8853203823287,760.6201507854637
747.4870015046124,24000,733.7751658524975,783.499061806805,725.239704521334,736.1519302032337,741.9165869691367,746.2499152186766,808.4126392135993,782.8853203823287,760.6201507854637
747.4870015046124,25000,733.7751658524975,783.499061806805,731.2464698632273,736.1519302032337,741.9165869691367,746.2499152186766,808.4126392135993,782.8853203823287,760.6201507854637
760.6201507854637,26000,736.1519302032337,802.9643008359094,733.7751658524975,741.9165869691367,746.2499152186766,747.4870015046124,808.4126392135993,783.499061806805,782.8853203823287
760.6201507854637,27000,741.9165869691367,802.9643008359094,736.1519302032337,746.2499152186766,747.4870015046124,753.5644624266489,808.4126392135993,783.499061806805,782.8853203823287
760.6201507854637,28000,741.9165869691367,802.9643008359094,736.1519302032337,746.2499152186766,747.4870015046124,753.5644624266489,808.4126392135993,783.499061806805,782.8853203823287
760.6201507854637,29000,746.2499152186766,802.9643008359094,741.9165869691367,747.4870015046124,753.5644624266489,753.6941127633947,808.4126392135993,783.499061806805,782.8853203823287
760.6201507854637,30000,746.2499152186766,802.9643008359094,741.9165869691367,747.4870015046124,753.5644624266489,753.6941127633947,808.4126392135993,783.499061806805,782.8853203823287
760.6201507854637,31000,746.2499152186766,802.9643008359094,741.9165869691367,747.4870015046124,753.5644624266489,753.6941127633947,808.4126392135993,783.499061806805,782.8853203823287
782.8853203823287,32000,747.4870015046124,802.9643008359094,746.2499152186766,753.5644624266489,753.6941127633947,760.6201507854637,808.4126392135993,785.1464137588605,783.499061806805
782.8853203823287,33000,747.4870015046124,802.9643008359094,746.2499152186766,753.5644624266489,753.6941127633947,760.6201507854637,808.4126392135993,785.1464137588605,783.499061806805
782.8853203823287,34000,747.4870015046124,802.9643008359094,746.2499152186766,753.5644624266489,753.6941127633947,760.6201507854637,808.4126392135993,785.1464137588605,783.499061806805
782.8853203823287,35000,747.4870015046124,802.9643008359094,746.2499152186766,753.5644624266489,753.6941127633947,760.6201507854637,808.4126392135993,785.1464137588605,783.499061806805
782.8853203823287,36000,747.4870015046124,802.9643008359094,746.2499152186766,753.5644624266489,753.6941127633947,760.6201507854637,808.4126392135993,785.1464137588605,783.499061806805
783.499061806805,37000,753.5644624266489,802.9643008359094,747.4870015046124,753.6941127633947,760.6201507854637,782.8853203823287,808.4126392135993,785.1464137588605,784.281914502131
783.499061806805,38000,753.5644624266489,802.9643008359094,747.4870015046124,753.6941127633947,760.6201507854637,782.8853203823287,808.4126392135993,785.1464137588605,784.281914502131
783.499061806805,39000,753.6941127633947,802.9643008359094,753.5644624266489,760.6201507854637,764.9687185822306,782.8853203823287,808.4126392135993,785.1464137588605,784.281914502131
783.499061806805,40000,753.6941127633947,802.9643008359094,753.5644624266489,760.6201507854637,764.9687185822306,782.8853203823287,808.4126392135993,785.1464137588605,784.281914502131
783.499061806805,41000,753.6941127633947,802.9643008359094,753.5644624266489,760.6201507854637,764.9687185822306,782.8853203823287,808.4126392135993,785.1464137588605,784.281914502131
783.499061806805,42000,754.5914718312205,802.9643008359094,753.6941127633947,760.6201507854637,764.9687185822306,782.8853203823287,808.4126392135993,785.1464137588605,784.281914502131
785.1464137588605,43000,764.9687185822306,802.9643008359094,760.6201507854637,782.8853203823287,783.499061806805,784.281914502131,808.4126392135993,795.4258965836573,791.7071223483836
785.1464137588605,44000,764.9687185822306,802.9643008359094,760.6201507854637,782.8853203823287,783.499061806805,784.281914502131,808.4126392135993,795.4258965836573,791.7071223483836
785.1464137588605,45000,764.9687185822306,802.9643008359094,760.6201507854637,782.8853203823287,783.499061806805,784.281914502131,808.4126392135993,795.4258965836573,791.7071223483836
785.1464137588605,46000,764.9687185822306,802.9643008359094,760.6201507854637,782.8853203823287,783.499061806805,784.281914502131,808.4126392135993,795.4258965836573,791.7071223483836
791.7071223483836,47000,782.8853203823287,808.4126392135993,764.9687185822306,783.499061806805,784.281914502131,785.1464137588605,813.1369553137757,802.9643008359094,795.4258965836573
795.4258965836573,48000,783.499061806805,813.1369553137757,782.8853203823287,784.281914502131,785.1464137588605,791.7071223483836,919.4975943346699,808.4126392135993,802.9643008359094
795.4258965836573,49000,783.499061806805,813.1369553137757,782.8853203823287,784.281914502131,785.1464137588605,791.7071223483836,919.4975943346699,808.4126392135993,802.9643008359094
795.4258965836573,50000,783.499061806805,813.1369553137757,782.8853203823287,784.281914502131,785.1464137588605,791.7071223483836,919.4975943346699,808.4126392135993,802.9643008359094
802.9643008359094,51000,784.281914502131,867.3816070398343,783.499061806805,785.1464137588605,791.7071223483836,795.4258965836573,919.4975943346699,813.1369553137757,808.4126392135993
813.1369553137757,52000,795.4258965836573,867.3816070398343,791.7071223483836,799.178963562076,802.9643008359094,808.4126392135993,919.4975943346699,831.3324730449228,813.75352343465
813.75352343465,53000,799.178963562076,919.4975943346699,795.4258965836573,802.9643008359094,808.4126392135993,813.1369553137757,996.1624333260316,867.3816070398343,831.3324730449228
831.3324730449228,54000,802.9643008359094,927.0056010706122,799.178963562076,808.4126392135993,813.1369553137757,813.75352343465,996.1624333260316,919.4975943346699,867.3816070398343
831.3324730449228,55000,802.9643008359094,927.0056010706122,799.178963562076,808.4126392135993,813.1369553137757,813.75352343465,996.1624333260316,919.4975943346699,867.3816070398343
831.3324730449228,56000,802.9643008359094,927.0056010706122,799.178963562076,808.4126392135993,813.1369553137757,813.75352343465,996.1624333260316,919.4975943346699,867.3816070398343
831.3324730449228,57000,802.9643008359094,927.0056010706122,799.178963562076,808.4126392135993,813.1369553137757,813.75352343465,996.1624333260316,919.4975943346699,867.3816070398343
831.3324730449228,58000,802.9643008359094,927.0056010706122,799.178963562076,808.4126392135993,813.1369553137757,813.75352343465,996.1624333260316,919.4975943346699,867.3816070398343
831.3324730449228,59000,802.9643008359094,927.0056010706122,799.178963562076,808.4126392135993,813.1369553137757,813.75352343465,996.1624333260316,919.4975943346699,867.3816070398343
867.3816070398343,60000,808.4126392135993,996.1624333260316,802.9643008359094,813.1369553137757,813.75352343465,831.3324730449228,1037.7387724580553,927.0056010706122,919.4975943346699
867.3816070398343,61000,808.4126392135993,996.1624333260316,802.9643008359094,813.1369553137757,813.75352343465,831.3324730449228,1037.7387724580553,927.0056010706122,919.4975943346699
867.3816070398343,62000,808.4126392135993,996.1624333260316,804.4175255034593,813.1369553137757,813.75352343465,831.3324730449228,1037.7387724580553,927.0056010706122,919.4975943346699
867.3816070398343,63000,808.4126392135993,996.1624333260316,804.4175255034593,813.1369553137757,813.75352343465,831.3324730449228,1037.7387724580553,927.0056010706122,919.4975943346699
867.3816070398343,64000,813.1369553137757,996.1624333260316,808.4126392135993,813.75352343465,831.3324730449228,839.1272892657736,1037.7387724580553,927.0056010706122,919.4975943346699
867.3816070398343,65000,813.1369553137757,996.1624333260316,808.4126392135993,813.75352343465,831.3324730449228,839.1272892657736,1037.7387724580553,927.0056010706122,919.4975943346699
867.3816070398343,66000,813.1369553137757,996.1624333260316,808.4126392135993,813.75352343465,831.3324730449228,839.1272892657736,1037.7387724580553,927.0056010706122,919.4975943346699
867.3816070398343,67000,813.1369553137757,996.1624333260316,808.4126392135993,813.75352343465,831.3324730449228,839.1272892657736,1037.7387724580553,927.0056010706122,919.4975943346699
867.3816070398343,68000,813.1369553137757,996.1624333260316,808.4126392135993,813.75352343465,831.3324730449228,839.1272892657736,1037.7387724580553,927.0056010706122,919.4975943346699
867.3816070398343,69000,813.1369553137757,996.1624333260316,808.4126392135993,813.75352343465,831.3324730449228,839.1272892657736,1037.7387724580553,927.0056010706122,919.4975943346699
867.3816070398343,70000,813.1369553137757,996.1624333260316,808.4126392135993,813.75352343465,831.3324730449228,839.1272892657736,1037.7387724580553,927.0056010706122,919.4975943346699
867.3816070398343,71000,813.1369553137757,996.1624333260316,808.4126392135993,813.75352343465,831.3324730449228,839.1272892657736,1037.7387724580553,927.0056010706122,919.4975943346699
867.3816070398343,72000,813.1369553137757,996.1624333260316,808.4126392135993,813.75352343465,831.3324730449228,839.1272892657736,1037.7387724580553,927.0056010706122,919.4975943346699
867.3816070398343,73000,813.1369553137757,996.1624333260316,808.4126392135993,813.75352343465,831.3324730449228,839.1272892657736,1037.7387724580553,927.0056010706122,919.4975943346699
876.4444902059321,74000,813.75352343465,996.1624333260316,813.1369553137757,831.3324730449228,839.1272892657736,867.3816070398343,1037.7387724580553,927.0056010706122,919.4975943346699
876.4444902059321,75000,813.75352343465,996.1624333260316,813.1369553137757,831.3324730449228,839.1272892657736,867.3816070398343,1037.7387724580553,927.0056010706122,919.4975943346699
876.4444902059321,76000,813.75352343465,996.1624333260316,813.1369553137757,831.3324730449228,839.1272892657736,867.3816070398343,1037.7387724580553,927.0056010706122,919.4975943346699
876.4444902059321,77000,813.75352343465,996.1624333260316,813.1369553137757,831.3324730449228,839.1272892657736,867.3816070398343,1037.7387724580553,927.0056010706122,919.4975943346699
876.4444902059321,78000,813.75352343465,996.1624333260316,813.1369553137757,831.3324730449228,839.1272892657736,867.3816070398343,1037.7387724580553,927.0056010706122,919.4975943346699
876.4444902059321,79000,813.75352343465,996.1624333260316,813.1369553137757,831.3324730449228,839.1272892657736,867.3816070398343,1037.7387724580553,927.0056010706122,919.4975943346699
876.4444902059321,80000,813.75352343465,996.1624333260316,813.1369553137757,831.3324730449228,839.1272892657736,867.3816070398343,1037.7387724580553,927.0056010706122,919.4975943346699
876.4444902059321,81000,813.75352343465,996.1624333260316,813.1369553137757,831.3324730449228,839.1272892657736,867.3816070398343,1037.7387724580553,927.0056010706122,919.4975943346699
876.4444902059321,82000,813.75352343465,996.1624333260316,813.1369553137757,831.3324730449228,839.1272892657736,867.3816070398343,1037.7387724580553,927.0056010706122,919.4975943346699
919.4975943346699,83000,831.3324730449228,996.1624333260316,813.75352343465,839.1272892657736,867.3816070398343,876.4444902059321,1037.7387724580553,946.3920469532222,927.0056010706122
919.4975943346699,84000,831.3324730449228,996.1624333260316,813.75352343465,839.1272892657736,867.3816070398343,876.4444902059321,1037.7387724580553,946.3920469532222,927.0056010706122
