reward 5,reward 9,reward 0,reward 6,reward 1,reward 7,reward 2,StepNum,reward 3,reward 8,reward 4
947.0713731364917,884.7152232212327,1000.6270069825117,940.4796259210589,995.7794889512736,925.638213670298,977.9574886761807,1000,962.7080684890302,896.4866062296003,949.1434325176413
963.9144714912043,949.1434325176413,1036.4895133797886,962.7080684890302,1000.6270069825117,957.7849124930481,995.7794889512736,2000,977.9574886761807,954.8608564696017,964.7199705152882
977.9574886761807,963.9144714912043,1036.4895133797886,974.7136488436785,1034.566534033332,968.849875553569,1000.6270069825117,3000,995.7794889512736,964.7199705152882,994.9945927897111
1006.4504486030557,995.5285334544307,1183.100050992324,1000.6270069825117,1127.6309830224009,997.4808486737348,1072.0714861763631,4000,1036.4895133797886,995.7794889512736,1034.566534033332
1070.8724234301735,1006.4504486030557,1183.100050992324,1063.5323421269995,1128.1480496163827,1036.4895133797886,1127.6309830224009,5000,1101.2143792724323,1034.566534033332,1072.0714861763631
1072.0714861763631,1060.198482990805,1183.100050992324,1070.8724234301735,1128.1480496163827,1067.2875303012033,1127.6309830224009,6000,1101.2143792724323,1063.5323421269995,1080.2868682512362
1080.2868682512362,1067.2875303012033,1183.100050992324,1072.0714861763631,1128.1480496163827,1071.2610957193242,1127.6309830224009,7000,1101.2143792724323,1070.8724234301735,1101.0965921986704
1080.2868682512362,1067.2875303012033,1183.100050992324,1072.0714861763631,1128.1480496163827,1071.2610957193242,1127.6309830224009,8000,1101.2143792724323,1070.8724234301735,1101.0965921986704
1101.0965921986704,1070.8724234301735,1183.100050992324,1080.2868682512362,1128.1480496163827,1072.0714861763631,1127.6309830224009,9000,1101.9503501184904,1071.2610957193242,1101.2143792724323
1101.0965921986704,1070.8724234301735,1183.100050992324,1080.2868682512362,1128.1480496163827,1072.0714861763631,1127.6309830224009,10000,1101.9503501184904,1071.2610957193242,1101.2143792724323
1101.0965921986704,1071.2610957193242,1183.100050992324,1095.802781333245,1128.1480496163827,1080.2868682512362,1127.6309830224009,11000,1101.9503501184904,1072.0714861763631,1101.2143792724323
1101.0965921986704,1071.2610957193242,1183.100050992324,1095.802781333245,1128.1480496163827,1080.2868682512362,1127.6309830224009,12000,1101.9503501184904,1072.0714861763631,1101.2143792724323
1101.2143792724323,1080.2868682512362,1189.0978218294817,1101.0965921986704,1183.100050992324,1095.802781333245,1128.1480496163827,13000,1127.6309830224009,1094.452299939051,1101.9503501184904
1101.9503501184904,1094.452299939051,1239.0910182726825,1101.2143792724323,1189.0978218294817,1101.0965921986704,1183.100050992324,14000,1128.1480496163827,1095.802781333245,1127.6309830224009
1128.1480496163827,1101.0965921986704,1239.0910182726825,1127.6309830224009,1212.5957669226018,1101.9503501184904,1189.0978218294817,15000,1183.100050992324,1101.2143792724323,1138.3287256385363
1159.0704645930837,1101.9503501184904,1239.0910182726825,1138.3287256385363,1233.521197946828,1128.1480496163827,1212.5957669226018,16000,1189.0978218294817,1127.6309830224009,1183.100050992324
1159.0704645930837,1101.9503501184904,1239.0910182726825,1138.3287256385363,1233.521197946828,1128.1480496163827,1212.5957669226018,17000,1189.0978218294817,1127.6309830224009,1183.100050992324
1159.0704645930837,1127.6309830224009,1239.0910182726825,1139.348462243726,1233.521197946828,1138.3287256385363,1212.5957669226018,18000,1189.0978218294817,1128.1480496163827,1183.100050992324
1159.0704645930837,1127.6309830224009,1239.0910182726825,1139.348462243726,1233.521197946828,1138.3287256385363,1212.5957669226018,19000,1189.0978218294817,1128.1480496163827,1183.100050992324
1159.0704645930837,1127.6309830224009,1239.0910182726825,1139.348462243726,1233.521197946828,1138.3287256385363,1212.5957669226018,20000,1189.0978218294817,1128.1480496163827,1183.100050992324
1159.0704645930837,1127.6309830224009,1239.0910182726825,1139.348462243726,1233.521197946828,1138.3287256385363,1212.5957669226018,21000,1189.0978218294817,1128.1480496163827,1183.100050992324
1159.0704645930837,1127.6309830224009,1239.0910182726825,1139.348462243726,1233.521197946828,1138.3287256385363,1212.5957669226018,22000,1189.0978218294817,1128.1480496163827,1183.100050992324
1159.0704645930837,1127.6309830224009,1239.0910182726825,1139.348462243726,1233.521197946828,1138.3287256385363,1212.5957669226018,23000,1189.0978218294817,1128.1480496163827,1183.100050992324
1183.100050992324,1138.3287256385363,1239.0910182726825,1178.7936780857237,1233.521197946828,1159.0704645930837,1212.5957669226018,24000,1194.4411098088053,1139.348462243726,1189.0978218294817
1189.0978218294817,1139.348462243726,1239.0910182726825,1183.100050992324,1233.521197946828,1178.7936780857237,1212.6468943782584,25000,1212.5957669226018,1159.0704645930837,1194.4411098088053
1212.5957669226018,1178.7936780857237,1259.7061566804034,1194.4411098088053,1239.0910182726825,1189.0978218294817,1235.1262181031952,26000,1233.521197946828,1183.100050992324,1212.6468943782584
1212.6468943782584,1194.4411098088053,1259.7061566804034,1212.5957669226018,1239.0910182726825,1207.2370010623931,1235.1262181031952,27000,1233.521197946828,1205.9247659249372,1232.8072892670423
1212.6468943782584,1194.4411098088053,1259.7061566804034,1212.5957669226018,1239.0910182726825,1207.2370010623931,1235.1262181031952,28000,1233.521197946828,1205.9247659249372,1232.8072892670423
1212.6468943782584,1194.4411098088053,1259.7061566804034,1212.5957669226018,1239.0910182726825,1207.2370010623931,1235.1262181031952,29000,1233.521197946828,1205.9247659249372,1232.8072892670423
1212.6468943782584,1194.4411098088053,1259.7061566804034,1212.5957669226018,1239.0910182726825,1207.2370010623931,1235.1262181031952,30000,1233.521197946828,1205.9247659249372,1232.8072892670423
1224.158324178131,1207.2370010623931,1259.7061566804034,1217.33345222097,1239.0910182726825,1212.6468943782584,1235.1262181031952,31000,1233.521197946828,1212.5957669226018,1232.8072892670423
