reward 24,reward 22,reward 21,reward 18,reward 17,reward 10,reward 8,reward 7,reward 3,reward 13,reward 5,reward 29,reward 2,reward 19,reward 23,reward 26,reward 4,reward 14,reward 27,reward 16,reward 1,reward 28,reward 11,reward 12,reward 15,reward 25,StepNum,reward 20,reward 9,reward 6,reward 0
73.58166746656651,73.6391584257575,73.64814729132173,73.71431200486647,73.73564226783681,74.86758148907633,75.11030457807418,127.42987854135274,299.5231331566594,74.1778523433915,180.63182487427474,73.4422175636353,316.9579096617545,73.65562338637558,73.59892417317343,73.56765019656656,236.5969021129047,74.00717249702886,73.54860191462653,73.9396933036208,324.7535221999883,73.50598606527223,74.69869762848242,74.52131673628728,73.99247725581851,73.57072814283873,286000,73.64824729132174,75.10251581165028,151.66746982426392,344.33944095523896
73.58166746656651,73.6391584257575,73.64814729132173,73.71431200486647,73.73564226783681,74.86758148907633,75.11030457807418,127.42987854135274,299.5231331566594,74.1778523433915,180.63182487427474,73.4422175636353,316.9579096617545,73.65562338637558,73.59892417317343,73.56765019656656,236.5969021129047,74.00717249702886,73.54860191462653,73.9396933036208,324.7535221999883,73.50598606527223,74.69869762848242,74.52131673628728,73.99247725581851,73.57072814283873,287000,73.64824729132174,75.10251581165028,151.66746982426392,344.33944095523896
73.58166746656651,73.6391584257575,73.64814729132173,73.71431200486647,73.73564226783681,74.86758148907633,75.11030457807418,127.42987854135274,299.5231331566594,74.1778523433915,180.63182487427474,73.4422175636353,316.9579096617545,73.65562338637558,73.59892417317343,73.56765019656656,236.5969021129047,74.00717249702886,73.54860191462653,73.9396933036208,324.7535221999883,73.50598606527223,74.69869762848242,74.52131673628728,73.99247725581851,73.57072814283873,288000,73.64824729132174,75.10251581165028,151.66746982426392,344.33944095523896
73.58166746656651,73.6391584257575,73.64814729132173,73.71431200486647,73.73564226783681,74.86758148907633,75.11030457807418,127.42987854135274,299.5231331566594,74.1778523433915,180.63182487427474,73.4422175636353,316.9579096617545,73.65562338637558,73.59892417317343,73.56765019656656,236.5969021129047,74.00717249702886,73.54860191462653,73.9396933036208,324.7535221999883,73.50598606527223,74.69869762848242,74.52131673628728,73.99247725581851,73.57072814283873,289000,73.64824729132174,75.10251581165028,151.66746982426392,344.33944095523896
73.58166746656651,73.6391584257575,73.64814729132173,73.71431200486647,73.73564226783681,74.86758148907633,75.11030457807418,127.42987854135274,299.5231331566594,74.1778523433915,180.63182487427474,73.4422175636353,316.9579096617545,73.65562338637558,73.59892417317343,73.56765019656656,236.5969021129047,74.00717249702886,73.54860191462653,73.9396933036208,324.7535221999883,73.50598606527223,74.69869762848242,74.52131673628728,73.99247725581851,73.57072814283873,290000,73.64824729132174,75.10251581165028,151.66746982426392,344.33944095523896
73.58166746656651,73.6391584257575,73.64814729132173,73.71431200486647,73.73564226783681,74.86758148907633,75.11030457807418,127.42987854135274,299.5231331566594,74.1778523433915,180.63182487427474,73.4422175636353,316.9579096617545,73.65562338637558,73.59892417317343,73.56765019656656,236.5969021129047,74.00717249702886,73.54860191462653,73.9396933036208,324.7535221999883,73.50598606527223,74.69869762848242,74.52131673628728,73.99247725581851,73.57072814283873,291000,73.64824729132174,75.10251581165028,151.66746982426392,344.33944095523896
73.58166746656651,73.6391584257575,73.64814729132173,73.71431200486647,73.73564226783681,74.86758148907633,75.11030457807418,127.42987854135274,299.5231331566594,74.1778523433915,180.63182487427474,73.4422175636353,316.9579096617545,73.65562338637558,73.59892417317343,73.56765019656656,236.5969021129047,74.00717249702886,73.54860191462653,73.9396933036208,324.7535221999883,73.50598606527223,74.69869762848242,74.52131673628728,73.99247725581851,73.57072814283873,292000,73.64824729132174,75.10251581165028,151.66746982426392,344.33944095523896
73.58166746656651,73.6391584257575,73.64814729132173,73.71431200486647,73.73564226783681,74.86758148907633,75.11030457807418,127.42987854135274,299.5231331566594,74.1778523433915,180.63182487427474,73.4422175636353,316.9579096617545,73.65562338637558,73.59892417317343,73.56765019656656,236.5969021129047,74.00717249702886,73.54860191462653,73.9396933036208,324.7535221999883,73.50598606527223,74.69869762848242,74.52131673628728,73.99247725581851,73.57072814283873,293000,73.64824729132174,75.10251581165028,151.66746982426392,344.33944095523896
73.58166746656651,73.6391584257575,73.64814729132173,73.71431200486647,73.73564226783681,74.86758148907633,75.11030457807418,127.42987854135274,299.5231331566594,74.1778523433915,180.63182487427474,73.4422175636353,316.9579096617545,73.65562338637558,73.59892417317343,73.56765019656656,236.5969021129047,74.00717249702886,73.54860191462653,73.9396933036208,324.7535221999883,73.50598606527223,74.69869762848242,74.52131673628728,73.99247725581851,73.57072814283873,294000,73.64824729132174,75.10251581165028,151.66746982426392,344.33944095523896
73.58166746656651,73.6391584257575,73.64814729132173,73.71431200486647,73.73564226783681,74.86758148907633,75.11030457807418,127.42987854135274,299.5231331566594,74.1778523433915,180.63182487427474,73.4422175636353,316.9579096617545,73.65562338637558,73.59892417317343,73.56765019656656,236.5969021129047,74.00717249702886,73.54860191462653,73.9396933036208,324.7535221999883,73.50598606527223,74.69869762848242,74.52131673628728,73.99247725581851,73.57072814283873,295000,73.64824729132174,75.10251581165028,151.66746982426392,344.33944095523896
73.59892417317343,73.64814729132173,73.64824729132174,73.73564226783681,73.9396933036208,75.10251581165028,127.42987854135274,147.3198390330506,299.5231331566594,74.52131673628728,180.63182487427474,73.50598606527223,316.9579096617545,73.71431200486647,73.6391584257575,73.57072814283873,236.5969021129047,74.1778523433915,73.56765019656656,73.99247725581851,324.7535221999883,73.54860191462653,74.86758148907633,74.69869762848242,74.00717249702886,73.58166746656651,296000,73.65562338637558,75.11030457807418,151.66746982426392,344.33944095523896
73.59892417317343,73.64814729132173,73.64824729132174,73.73564226783681,73.9396933036208,75.10251581165028,127.42987854135274,147.3198390330506,299.5231331566594,74.52131673628728,180.63182487427474,73.50598606527223,316.9579096617545,73.71431200486647,73.6391584257575,73.57072814283873,236.5969021129047,74.1778523433915,73.56765019656656,73.99247725581851,324.7535221999883,73.54860191462653,74.86758148907633,74.69869762848242,74.00717249702886,73.58166746656651,297000,73.65562338637558,75.11030457807418,151.66746982426392,344.33944095523896
73.59892417317343,73.64814729132173,73.64824729132174,73.73564226783681,73.9396933036208,75.10251581165028,127.42987854135274,147.3198390330506,299.5231331566594,74.52131673628728,180.63182487427474,73.50598606527223,316.9579096617545,73.71431200486647,73.6391584257575,73.57072814283873,236.5969021129047,74.1778523433915,73.56765019656656,73.99247725581851,324.7535221999883,73.54860191462653,74.86758148907633,74.69869762848242,74.00717249702886,73.58166746656651,298000,73.65562338637558,75.11030457807418,151.66746982426392,344.33944095523896
73.59892417317343,73.64814729132173,73.64824729132174,73.73564226783681,73.9396933036208,75.10251581165028,127.42987854135274,147.3198390330506,299.5231331566594,74.52131673628728,180.63182487427474,73.50598606527223,316.9579096617545,73.71431200486647,73.6391584257575,73.57072814283873,236.5969021129047,74.1778523433915,73.56765019656656,73.99247725581851,324.7535221999883,73.54860191462653,74.86758148907633,74.69869762848242,74.00717249702886,73.58166746656651,299000,73.65562338637558,75.11030457807418,151.66746982426392,344.33944095523896
73.59892417317343,73.64814729132173,73.64824729132174,73.73564226783681,73.9396933036208,75.10251581165028,127.42987854135274,147.3198390330506,299.5231331566594,74.52131673628728,180.63182487427474,73.50598606527223,316.9579096617545,73.71431200486647,73.6391584257575,73.57072814283873,236.5969021129047,74.1778523433915,73.56765019656656,73.99247725581851,324.7535221999883,73.54860191462653,74.86758148907633,74.69869762848242,74.00717249702886,73.58166746656651,300000,73.65562338637558,75.11030457807418,151.66746982426392,344.33944095523896
73.59892417317343,73.64814729132173,73.64824729132174,73.73564226783681,73.9396933036208,75.10251581165028,127.42987854135274,147.3198390330506,299.5231331566594,74.52131673628728,180.63182487427474,73.50598606527223,316.9579096617545,73.71431200486647,73.6391584257575,73.57072814283873,236.5969021129047,74.1778523433915,73.56765019656656,73.99247725581851,324.7535221999883,73.54860191462653,74.86758148907633,74.69869762848242,74.00717249702886,73.58166746656651,301000,73.65562338637558,75.11030457807418,151.66746982426392,344.33944095523896
73.59892417317343,73.64814729132173,73.64824729132174,73.73564226783681,73.9396933036208,75.10251581165028,127.42987854135274,147.3198390330506,299.5231331566594,74.52131673628728,180.63182487427474,73.50598606527223,316.9579096617545,73.71431200486647,73.6391584257575,73.57072814283873,236.5969021129047,74.1778523433915,73.56765019656656,73.99247725581851,324.7535221999883,73.54860191462653,74.86758148907633,74.69869762848242,74.00717249702886,73.58166746656651,302000,73.65562338637558,75.11030457807418,151.66746982426392,344.33944095523896
73.59892417317343,73.64814729132173,73.64824729132174,73.73564226783681,73.9396933036208,75.10251581165028,127.42987854135274,147.3198390330506,299.5231331566594,74.52131673628728,180.63182487427474,73.50598606527223,316.9579096617545,73.71431200486647,73.6391584257575,73.57072814283873,236.5969021129047,74.1778523433915,73.56765019656656,73.99247725581851,324.7535221999883,73.54860191462653,74.86758148907633,74.69869762848242,74.00717249702886,73.58166746656651,303000,73.65562338637558,75.11030457807418,151.66746982426392,344.33944095523896
73.59892417317343,73.64814729132173,73.64824729132174,73.73564226783681,73.9396933036208,75.10251581165028,127.42987854135274,147.3198390330506,299.5231331566594,74.52131673628728,180.63182487427474,73.50598606527223,316.9579096617545,73.71431200486647,73.6391584257575,73.57072814283873,236.5969021129047,74.1778523433915,73.56765019656656,73.99247725581851,324.7535221999883,73.54860191462653,74.86758148907633,74.69869762848242,74.00717249702886,73.58166746656651,304000,73.65562338637558,75.11030457807418,151.66746982426392,344.33944095523896
73.6391584257575,73.64824729132174,73.65562338637558,73.73564226783681,73.9396933036208,75.10251581165028,127.42987854135274,147.3198390330506,299.5231331566594,74.52131673628728,180.63182487427474,73.54860191462653,316.9579096617545,73.71431200486647,73.64814729132173,73.58166746656651,236.5969021129047,74.1778523433915,73.57072814283873,73.99247725581851,324.7535221999883,73.56765019656656,74.86758148907633,74.69869762848242,74.00717249702886,73.59892417317343,305000,73.70585423988001,75.11030457807418,151.66746982426392,344.33944095523896
73.6391584257575,73.64824729132174,73.65562338637558,73.73564226783681,73.9396933036208,75.10251581165028,127.42987854135274,147.3198390330506,299.5231331566594,74.52131673628728,180.63182487427474,73.54860191462653,316.9579096617545,73.71431200486647,73.64814729132173,73.58166746656651,236.5969021129047,74.1778523433915,73.57072814283873,73.99247725581851,324.7535221999883,73.56765019656656,74.86758148907633,74.69869762848242,74.00717249702886,73.59892417317343,306000,73.70585423988001,75.11030457807418,151.66746982426392,344.33944095523896
73.6391584257575,73.64824729132174,73.65562338637558,73.73564226783681,73.9396933036208,75.10251581165028,127.42987854135274,147.3198390330506,299.5231331566594,74.52131673628728,180.63182487427474,73.54860191462653,316.9579096617545,73.71431200486647,73.64814729132173,73.58166746656651,236.5969021129047,74.1778523433915,73.57072814283873,73.99247725581851,324.7535221999883,73.56765019656656,74.86758148907633,74.69869762848242,74.00717249702886,73.59892417317343,307000,73.70585423988001,75.11030457807418,151.66746982426392,344.33944095523896
73.6391584257575,73.64824729132174,73.65562338637558,73.73564226783681,73.9396933036208,75.10251581165028,127.42987854135274,147.3198390330506,299.5231331566594,74.52131673628728,180.63182487427474,73.54860191462653,316.9579096617545,73.71431200486647,73.64814729132173,73.58166746656651,236.5969021129047,74.1778523433915,73.57072814283873,73.99247725581851,324.7535221999883,73.56765019656656,74.86758148907633,74.69869762848242,74.00717249702886,73.59892417317343,308000,73.70585423988001,75.11030457807418,151.66746982426392,344.33944095523896
73.6391584257575,73.64824729132174,73.65562338637558,73.73564226783681,73.9396933036208,75.10251581165028,127.42987854135274,147.3198390330506,299.5231331566594,74.52131673628728,180.63182487427474,73.54860191462653,316.9579096617545,73.71431200486647,73.64814729132173,73.58166746656651,236.5969021129047,74.1778523433915,73.57072814283873,73.99247725581851,324.7535221999883,73.56765019656656,74.86758148907633,74.69869762848242,74.00717249702886,73.59892417317343,309000,73.70585423988001,75.11030457807418,151.66746982426392,344.33944095523896
73.6391584257575,73.64824729132174,73.65562338637558,73.73564226783681,73.9396933036208,75.10251581165028,127.42987854135274,147.3198390330506,299.5231331566594,74.52131673628728,180.63182487427474,73.54860191462653,316.9579096617545,73.71431200486647,73.64814729132173,73.58166746656651,236.5969021129047,74.1778523433915,73.57072814283873,73.99247725581851,324.7535221999883,73.56765019656656,74.86758148907633,74.69869762848242,74.00717249702886,73.59892417317343,310000,73.70585423988001,75.11030457807418,151.66746982426392,344.33944095523896
73.6391584257575,73.64824729132174,73.65562338637558,73.73564226783681,73.9396933036208,75.10251581165028,127.42987854135274,147.3198390330506,299.5231331566594,74.52131673628728,180.63182487427474,73.54860191462653,316.9579096617545,73.71431200486647,73.64814729132173,73.58166746656651,236.5969021129047,74.1778523433915,73.57072814283873,73.99247725581851,324.7535221999883,73.56765019656656,74.86758148907633,74.69869762848242,74.00717249702886,73.59892417317343,311000,73.70585423988001,75.11030457807418,151.66746982426392,344.33944095523896
73.6391584257575,73.64824729132174,73.65562338637558,73.73564226783681,73.9396933036208,75.10251581165028,127.42987854135274,147.3198390330506,299.5231331566594,74.52131673628728,180.63182487427474,73.54860191462653,316.9579096617545,73.71431200486647,73.64814729132173,73.58166746656651,236.5969021129047,74.1778523433915,73.57072814283873,73.99247725581851,324.7535221999883,73.56765019656656,74.86758148907633,74.69869762848242,74.00717249702886,73.59892417317343,312000,73.70585423988001,75.11030457807418,151.66746982426392,344.33944095523896
73.6391584257575,73.64824729132174,73.65562338637558,73.73564226783681,73.9396933036208,75.10251581165028,127.42987854135274,147.3198390330506,299.5231331566594,74.52131673628728,180.63182487427474,73.54860191462653,316.9579096617545,73.71431200486647,73.64814729132173,73.58166746656651,236.5969021129047,74.1778523433915,73.57072814283873,73.99247725581851,324.7535221999883,73.56765019656656,74.86758148907633,74.69869762848242,74.00717249702886,73.59892417317343,313000,73.70585423988001,75.11030457807418,151.66746982426392,344.33944095523896
73.6391584257575,73.64824729132174,73.65562338637558,73.73564226783681,73.9396933036208,75.10251581165028,127.42987854135274,147.3198390330506,299.5231331566594,74.52131673628728,180.63182487427474,73.54860191462653,316.9579096617545,73.71431200486647,73.64814729132173,73.58166746656651,236.5969021129047,74.1778523433915,73.57072814283873,73.99247725581851,324.7535221999883,73.56765019656656,74.86758148907633,74.69869762848242,74.00717249702886,73.59892417317343,314000,73.70585423988001,75.11030457807418,151.66746982426392,344.33944095523896
73.6391584257575,73.64824729132174,73.65562338637558,73.73564226783681,73.9396933036208,75.10251581165028,127.42987854135274,147.3198390330506,299.5231331566594,74.52131673628728,180.63182487427474,73.54860191462653,316.9579096617545,73.71431200486647,73.64814729132173,73.58166746656651,236.5969021129047,74.1778523433915,73.57072814283873,73.99247725581851,324.7535221999883,73.56765019656656,74.86758148907633,74.69869762848242,74.00717249702886,73.59892417317343,315000,73.70585423988001,75.11030457807418,151.66746982426392,344.33944095523896
73.6391584257575,73.64824729132174,73.65562338637558,73.73564226783681,73.9396933036208,75.10251581165028,127.42987854135274,147.3198390330506,299.5231331566594,74.52131673628728,180.63182487427474,73.54860191462653,316.9579096617545,73.71431200486647,73.64814729132173,73.58166746656651,236.5969021129047,74.1778523433915,73.57072814283873,73.99247725581851,324.7535221999883,73.56765019656656,74.86758148907633,74.69869762848242,74.00717249702886,73.59892417317343,316000,73.70585423988001,75.11030457807418,151.66746982426392,344.33944095523896
73.6391584257575,73.64824729132174,73.65562338637558,73.73564226783681,73.9396933036208,75.10251581165028,127.42987854135274,147.3198390330506,299.5231331566594,74.52131673628728,180.63182487427474,73.54860191462653,316.9579096617545,73.71431200486647,73.64814729132173,73.58166746656651,236.5969021129047,74.1778523433915,73.57072814283873,73.99247725581851,324.7535221999883,73.56765019656656,74.86758148907633,74.69869762848242,74.00717249702886,73.59892417317343,317000,73.70585423988001,75.11030457807418,151.66746982426392,344.33944095523896
73.6391584257575,73.64824729132174,73.65562338637558,73.73564226783681,73.9396933036208,75.10251581165028,127.42987854135274,147.3198390330506,299.5231331566594,74.52131673628728,180.63182487427474,73.58166746656651,316.9579096617545,73.71431200486647,73.64814729132173,73.59412420444556,236.5969021129047,74.1778523433915,73.59152509341848,73.99247725581851,324.7535221999883,73.59142509341848,74.86758148907633,74.69869762848242,74.00717249702886,73.59892417317343,318000,73.70585423988001,75.11030457807418,151.66746982426392,344.33944095523896
73.6391584257575,73.64824729132174,73.65562338637558,73.73564226783681,73.9396933036208,75.10251581165028,127.42987854135274,147.3198390330506,299.5231331566594,74.52131673628728,180.63182487427474,73.58166746656651,316.9579096617545,73.71431200486647,73.64814729132173,73.59412420444556,236.5969021129047,74.1778523433915,73.59152509341848,73.99247725581851,324.7535221999883,73.59142509341848,74.86758148907633,74.69869762848242,74.00717249702886,73.59892417317343,319000,73.70585423988001,75.11030457807418,151.66746982426392,344.33944095523896
73.6391584257575,73.64824729132174,73.65562338637558,73.73564226783681,73.9396933036208,75.10251581165028,127.42987854135274,147.3198390330506,299.5231331566594,74.52131673628728,180.63182487427474,73.58166746656651,316.9579096617545,73.71431200486647,73.64814729132173,73.59412420444556,236.5969021129047,74.1778523433915,73.59152509341848,73.99247725581851,324.7535221999883,73.59142509341848,74.86758148907633,74.69869762848242,74.00717249702886,73.59892417317343,320000,73.70585423988001,75.11030457807418,151.66746982426392,344.33944095523896
73.6391584257575,73.64824729132174,73.65562338637558,73.73564226783681,73.9396933036208,75.10251581165028,127.42987854135274,147.3198390330506,299.5231331566594,74.52131673628728,180.63182487427474,73.58166746656651,316.9579096617545,73.71431200486647,73.64814729132173,73.59412420444556,236.5969021129047,74.1778523433915,73.59152509341848,73.99247725581851,324.7535221999883,73.59142509341848,74.86758148907633,74.69869762848242,74.00717249702886,73.59892417317343,321000,73.70585423988001,75.11030457807418,151.66746982426392,344.33944095523896
73.6391584257575,73.64824729132174,73.65562338637558,73.73564226783681,73.9396933036208,75.10251581165028,127.42987854135274,147.3198390330506,299.5231331566594,74.52131673628728,180.63182487427474,73.58166746656651,316.9579096617545,73.71431200486647,73.64814729132173,73.59412420444556,236.5969021129047,74.1778523433915,73.59152509341848,73.99247725581851,324.7535221999883,73.59142509341848,74.86758148907633,74.69869762848242,74.00717249702886,73.59892417317343,322000,73.70585423988001,75.11030457807418,151.66746982426392,344.33944095523896
73.6391584257575,73.64824729132174,73.65562338637558,73.73564226783681,73.9396933036208,75.10251581165028,127.42987854135274,147.3198390330506,299.5231331566594,74.52131673628728,180.63182487427474,73.59142509341848,316.9579096617545,73.71431200486647,73.64814729132173,73.59702498798113,236.5969021129047,74.1778523433915,73.59412420444556,73.99247725581851,324.7535221999883,73.59152509341848,74.86758148907633,74.69869762848242,74.00717249702886,73.59892417317343,323000,73.70585423988001,75.11030457807418,151.66746982426392,344.33944095523896
73.64814729132173,73.65562338637558,73.70585423988001,73.9396933036208,73.99247725581851,75.11030457807418,147.3198390330506,151.66746982426392,299.5231331566594,74.69869762848242,180.63182487427474,73.59152509341848,316.9579096617545,73.73564226783681,73.64824729132174,73.59892417317343,236.5969021129047,74.52131673628728,73.59702498798113,74.00717249702886,324.7535221999883,73.59412420444556,75.10251581165028,74.86758148907633,74.1778523433915,73.6391584257575,324000,73.71431200486647,127.42987854135274,159.31238187826352,344.33944095523896
73.64814729132173,73.65562338637558,73.70585423988001,73.9396933036208,73.99247725581851,75.11030457807418,147.3198390330506,151.66746982426392,299.5231331566594,74.69869762848242,180.63182487427474,73.59152509341848,316.9579096617545,73.73564226783681,73.64824729132174,73.59892417317343,236.5969021129047,74.52131673628728,73.59702498798113,74.00717249702886,324.7535221999883,73.59412420444556,75.10251581165028,74.86758148907633,74.1778523433915,73.6391584257575,325000,73.71431200486647,127.42987854135274,159.31238187826352,344.33944095523896
73.64814729132173,73.65562338637558,73.70585423988001,73.9396933036208,73.99247725581851,75.11030457807418,147.3198390330506,151.66746982426392,299.5231331566594,74.69869762848242,180.63182487427474,73.59152509341848,316.9579096617545,73.73564226783681,73.64824729132174,73.59892417317343,236.5969021129047,74.52131673628728,73.59702498798113,74.00717249702886,324.7535221999883,73.59412420444556,75.10251581165028,74.86758148907633,74.1778523433915,73.6391584257575,326000,73.71431200486647,127.42987854135274,159.31238187826352,344.33944095523896
73.64814729132173,73.65562338637558,73.70585423988001,73.9396933036208,73.99247725581851,75.11030457807418,147.3198390330506,151.66746982426392,299.5231331566594,74.69869762848242,180.63182487427474,73.59152509341848,316.9579096617545,73.73564226783681,73.64824729132174,73.59892417317343,236.5969021129047,74.52131673628728,73.59702498798113,74.00717249702886,324.7535221999883,73.59412420444556,75.10251581165028,74.86758148907633,74.1778523433915,73.6391584257575,327000,73.71431200486647,127.42987854135274,159.31238187826352,344.33944095523896
73.64824729132174,73.70585423988001,73.71431200486647,73.99247725581851,74.00717249702886,127.42987854135274,151.66746982426392,159.31238187826352,299.5231331566594,74.86758148907633,236.5969021129047,73.59412420444556,316.9579096617545,73.9396933036208,73.65562338637558,73.6391584257575,281.73274130854105,74.69869762848242,73.59892417317343,74.1778523433915,324.7535221999883,73.59702498798113,75.11030457807418,75.10251581165028,74.52131673628728,73.64814729132173,328000,73.73564226783681,147.3198390330506,180.63182487427474,344.33944095523896
73.65562338637558,73.71431200486647,73.73564226783681,74.00717249702886,74.1778523433915,137.81212417462228,151.66746982426392,159.31238187826352,299.5231331566594,75.10251581165028,236.5969021129047,73.59702498798113,316.9579096617545,73.99247725581851,73.70585423988001,73.64814729132173,281.73274130854105,74.86758148907633,73.6391584257575,74.52131673628728,324.7535221999883,73.59892417317343,127.42987854135274,75.11030457807418,74.69869762848242,73.64824729132174,329000,73.9396933036208,147.3198390330506,180.63182487427474,344.33944095523896
73.65562338637558,73.71431200486647,73.73564226783681,74.00717249702886,74.1778523433915,137.81212417462228,151.66746982426392,159.31238187826352,299.5231331566594,75.10251581165028,236.5969021129047,73.59702498798113,316.9579096617545,73.99247725581851,73.70585423988001,73.64814729132173,281.73274130854105,74.86758148907633,73.6391584257575,74.52131673628728,324.7535221999883,73.59892417317343,127.42987854135274,75.11030457807418,74.69869762848242,73.64824729132174,330000,73.9396933036208,147.3198390330506,180.63182487427474,344.33944095523896
73.65562338637558,73.71431200486647,73.73564226783681,74.00717249702886,74.1778523433915,137.81212417462228,151.66746982426392,159.31238187826352,299.5231331566594,75.10251581165028,236.5969021129047,73.59702498798113,316.9579096617545,73.99247725581851,73.70585423988001,73.64814729132173,281.73274130854105,74.86758148907633,73.6391584257575,74.52131673628728,324.7535221999883,73.59892417317343,127.42987854135274,75.11030457807418,74.69869762848242,73.64824729132174,331000,73.9396933036208,147.3198390330506,180.63182487427474,344.33944095523896
73.65562338637558,73.71431200486647,73.73564226783681,74.00717249702886,74.1778523433915,137.81212417462228,151.66746982426392,159.31238187826352,299.5231331566594,75.10251581165028,236.5969021129047,73.59702498798113,316.9579096617545,73.99247725581851,73.70585423988001,73.64814729132173,281.73274130854105,74.86758148907633,73.6391584257575,74.52131673628728,324.7535221999883,73.59892417317343,127.42987854135274,75.11030457807418,74.69869762848242,73.64824729132174,332000,73.9396933036208,147.3198390330506,180.63182487427474,344.33944095523896
73.65562338637558,73.71431200486647,73.73564226783681,74.00717249702886,74.1778523433915,137.81212417462228,151.66746982426392,159.31238187826352,299.5231331566594,75.10251581165028,236.5969021129047,73.59702498798113,316.9579096617545,73.99247725581851,73.70585423988001,73.64814729132173,281.73274130854105,74.86758148907633,73.6391584257575,74.52131673628728,324.7535221999883,73.59892417317343,127.42987854135274,75.11030457807418,74.69869762848242,73.64824729132174,333000,73.9396933036208,147.3198390330506,180.63182487427474,344.33944095523896
73.65562338637558,73.71431200486647,73.73564226783681,74.00717249702886,74.1778523433915,137.81212417462228,151.66746982426392,159.31238187826352,299.5231331566594,75.10251581165028,236.5969021129047,73.59702498798113,316.9579096617545,73.99247725581851,73.70585423988001,73.64814729132173,281.73274130854105,74.86758148907633,73.6391584257575,74.52131673628728,324.7535221999883,73.59892417317343,127.42987854135274,75.11030457807418,74.69869762848242,73.64824729132174,334000,73.9396933036208,147.3198390330506,180.63182487427474,344.33944095523896
73.65562338637558,73.71431200486647,73.73564226783681,74.00717249702886,74.1778523433915,137.81212417462228,151.66746982426392,159.31238187826352,299.5231331566594,75.10251581165028,236.5969021129047,73.59702498798113,316.9579096617545,73.99247725581851,73.70585423988001,73.64814729132173,281.73274130854105,74.86758148907633,73.6391584257575,74.52131673628728,324.7535221999883,73.59892417317343,127.42987854135274,75.11030457807418,74.69869762848242,73.64824729132174,335000,73.9396933036208,147.3198390330506,180.63182487427474,344.33944095523896
73.65562338637558,73.71431200486647,73.73564226783681,74.00717249702886,74.1778523433915,137.81212417462228,151.66746982426392,159.31238187826352,299.5231331566594,75.10251581165028,236.5969021129047,73.59702498798113,316.9579096617545,73.99247725581851,73.70585423988001,73.64814729132173,281.73274130854105,74.86758148907633,73.6391584257575,74.52131673628728,324.7535221999883,73.59892417317343,127.42987854135274,75.11030457807418,74.69869762848242,73.64824729132174,336000,73.9396933036208,147.3198390330506,180.63182487427474,344.33944095523896
73.65562338637558,73.71431200486647,73.73564226783681,74.00717249702886,74.1778523433915,137.81212417462228,151.66746982426392,159.31238187826352,299.5231331566594,75.10251581165028,236.5969021129047,73.59702498798113,316.9579096617545,73.99247725581851,73.70585423988001,73.64814729132173,281.73274130854105,74.86758148907633,73.6391584257575,74.52131673628728,324.7535221999883,73.59892417317343,127.42987854135274,75.11030457807418,74.69869762848242,73.64824729132174,337000,73.9396933036208,147.3198390330506,180.63182487427474,344.33944095523896
73.65562338637558,73.71431200486647,73.73564226783681,74.00717249702886,74.1778523433915,137.81212417462228,151.66746982426392,159.31238187826352,299.5231331566594,75.10251581165028,236.5969021129047,73.59702498798113,316.9579096617545,73.99247725581851,73.70585423988001,73.64814729132173,281.73274130854105,74.86758148907633,73.6391584257575,74.52131673628728,324.7535221999883,73.59892417317343,127.42987854135274,75.11030457807418,74.69869762848242,73.64824729132174,338000,73.9396933036208,147.3198390330506,180.63182487427474,344.33944095523896
73.65562338637558,73.71431200486647,73.73564226783681,74.00717249702886,74.1778523433915,137.81212417462228,151.66746982426392,159.31238187826352,299.5231331566594,75.10251581165028,236.5969021129047,73.59702498798113,316.9579096617545,73.99247725581851,73.70585423988001,73.64814729132173,281.73274130854105,74.86758148907633,73.6391584257575,74.52131673628728,324.7535221999883,73.59892417317343,127.42987854135274,75.11030457807418,74.69869762848242,73.64824729132174,339000,73.9396933036208,147.3198390330506,180.63182487427474,344.33944095523896
73.65562338637558,73.71431200486647,73.73564226783681,74.00717249702886,74.1778523433915,137.81212417462228,151.66746982426392,159.31238187826352,299.5231331566594,75.10251581165028,236.5969021129047,73.59702498798113,316.9579096617545,73.99247725581851,73.70585423988001,73.64814729132173,281.73274130854105,74.86758148907633,73.6391584257575,74.52131673628728,324.7535221999883,73.59892417317343,127.42987854135274,75.11030457807418,74.69869762848242,73.64824729132174,340000,73.9396933036208,147.3198390330506,180.63182487427474,344.33944095523896
73.65562338637558,73.71431200486647,73.73564226783681,74.00717249702886,74.1778523433915,137.81212417462228,151.66746982426392,159.31238187826352,299.5231331566594,75.10251581165028,236.5969021129047,73.59702498798113,316.9579096617545,73.99247725581851,73.70585423988001,73.64814729132173,281.73274130854105,74.86758148907633,73.6391584257575,74.52131673628728,324.7535221999883,73.59892417317343,127.42987854135274,75.11030457807418,74.69869762848242,73.64824729132174,341000,73.9396933036208,147.3198390330506,180.63182487427474,344.33944095523896
