reward 4,reward 3,reward 9,reward 8,StepNum,reward 5,reward 1,reward 6,reward 7,reward 2,reward 0
187.86166042891892,191.46086008848445,170.49739087825517,172.21584531538653,1000,187.6533097019929,205.89228133348993,187.16282224517977,187.1592864261977,198.7163973015094,209.67917508444938
204.35857075532516,205.89228133348993,193.93066534847705,198.7163973015094,2000,200.43704234798793,213.10350197648108,200.23734827155545,199.29581654790982,209.67917508444938,240.03576645515668
212.53237975493585,213.10350197648108,204.35857075532516,205.89228133348993,3000,211.08523727261246,240.03576645515668,209.67917508444938,208.68918074960987,235.97334154071524,407.05748353905983
240.03576645515668,296.59194749908386,211.08523727261246,212.53237975493585,4000,235.97334154071524,407.05748353905983,225.50027190132835,213.10350197648108,360.7331738427875,432.359377072074
296.59194749908386,360.7331738427875,213.10350197648108,216.2290112941215,5000,240.03576645515668,432.359377072074,235.97334154071524,225.50027190132835,407.05748353905983,447.7465864459278
301.50513294384234,360.7331738427875,225.50027190132835,235.97334154071524,6000,296.59194749908386,432.359377072074,240.03576645515668,239.87588303682298,407.05748353905983,447.7465864459278
301.50513294384234,360.7331738427875,235.97334154071524,239.87588303682298,7000,296.59194749908386,432.359377072074,244.20588824510986,240.03576645515668,407.05748353905983,447.7465864459278
301.50513294384234,360.7331738427875,239.87588303682298,240.03576645515668,8000,296.59194749908386,432.359377072074,244.20588824510986,242.34582441818017,407.05748353905983,447.7465864459278
364.42681428531165,407.05748353905983,296.59194749908386,301.50513294384234,9000,362.4049136184444,447.7465864459278,360.7331738427875,318.72763413492714,432.359377072074,780.7296079743742
365.0603944231896,407.05748353905983,301.50513294384234,318.72763413492714,10000,364.42681428531165,447.7465864459278,362.4049136184444,360.7331738427875,432.359377072074,780.7296079743742
432.359377072074,437.18444958164156,362.4049136184444,364.42681428531165,11000,407.05748353905983,628.9168461262367,394.1785144442602,365.0603944231896,447.7465864459278,780.7296079743742
432.359377072074,437.18444958164156,364.42681428531165,365.0603944231896,12000,407.05748353905983,628.9168461262367,394.1785144442602,388.17776632481974,447.7465864459278,780.7296079743742
432.359377072074,437.18444958164156,364.42681428531165,365.0603944231896,13000,407.05748353905983,628.9168461262367,394.1785144442602,388.17776632481974,447.7465864459278,780.7296079743742
432.359377072074,437.18444958164156,364.42681428531165,365.0603944231896,14000,407.05748353905983,628.9168461262367,394.1785144442602,388.17776632481974,447.7465864459278,780.7296079743742
432.359377072074,437.18444958164156,364.42681428531165,365.0603944231896,15000,407.05748353905983,628.9168461262367,394.1785144442602,388.17776632481974,447.7465864459278,780.7296079743742
432.359377072074,437.18444958164156,364.42681428531165,365.0603944231896,16000,407.05748353905983,628.9168461262367,394.1785144442602,388.17776632481974,447.7465864459278,780.7296079743742
432.359377072074,437.18444958164156,365.0603944231896,388.17776632481974,17000,411.7496593262314,628.9168461262367,407.05748353905983,394.1785144442602,447.7465864459278,780.7296079743742
437.18444958164156,447.7465864459278,388.17776632481974,394.1785144442602,18000,432.359377072074,628.9168461262367,411.7496593262314,407.05748353905983,502.55854969106275,780.7296079743742
437.18444958164156,447.7465864459278,388.17776632481974,394.1785144442602,19000,432.359377072074,628.9168461262367,411.7496593262314,407.05748353905983,502.55854969106275,780.7296079743742
437.18444958164156,447.7465864459278,388.17776632481974,394.1785144442602,20000,432.359377072074,628.9168461262367,411.7496593262314,407.05748353905983,502.55854969106275,780.7296079743742
437.18444958164156,447.7465864459278,388.17776632481974,394.1785144442602,21000,432.359377072074,628.9168461262367,411.7496593262314,407.05748353905983,502.55854969106275,780.7296079743742
437.18444958164156,447.7465864459278,388.17776632481974,394.1785144442602,22000,432.359377072074,628.9168461262367,411.7496593262314,407.05748353905983,502.55854969106275,780.7296079743742
437.18444958164156,447.7465864459278,388.17776632481974,394.1785144442602,23000,432.359377072074,628.9168461262367,411.7496593262314,407.05748353905983,502.55854969106275,780.7296079743742
437.18444958164156,447.7465864459278,388.17776632481974,394.1785144442602,24000,432.359377072074,628.9168461262367,411.7496593262314,407.05748353905983,502.55854969106275,780.7296079743742
447.7465864459278,502.55854969106275,407.05748353905983,411.7496593262314,25000,437.18444958164156,628.9168461262367,432.359377072074,425.95550982685825,581.1808619190415,780.7296079743742
447.7465864459278,502.55854969106275,407.05748353905983,411.7496593262314,26000,437.18444958164156,628.9168461262367,432.359377072074,425.95550982685825,581.1808619190415,780.7296079743742
447.7465864459278,502.55854969106275,407.05748353905983,411.7496593262314,27000,437.18444958164156,628.9168461262367,432.359377072074,425.95550982685825,581.1808619190415,780.7296079743742
447.7465864459278,502.55854969106275,407.05748353905983,411.7496593262314,28000,437.18444958164156,628.9168461262367,432.359377072074,425.95550982685825,581.1808619190415,780.7296079743742
447.7465864459278,502.55854969106275,407.05748353905983,411.7496593262314,29000,437.18444958164156,628.9168461262367,432.359377072074,425.95550982685825,581.1808619190415,780.7296079743742
447.7465864459278,502.55854969106275,407.05748353905983,411.7496593262314,30000,437.18444958164156,628.9168461262367,432.359377072074,425.95550982685825,581.1808619190415,780.7296079743742
447.7465864459278,502.55854969106275,407.05748353905983,411.7496593262314,31000,437.18444958164156,628.9168461262367,432.359377072074,425.95550982685825,581.1808619190415,780.7296079743742
447.7465864459278,502.55854969106275,407.05748353905983,411.7496593262314,32000,437.18444958164156,628.9168461262367,432.359377072074,425.95550982685825,581.1808619190415,780.7296079743742
447.7465864459278,502.55854969106275,407.05748353905983,411.7496593262314,33000,437.18444958164156,628.9168461262367,432.359377072074,425.95550982685825,581.1808619190415,780.7296079743742
447.7465864459278,502.55854969106275,407.05748353905983,411.7496593262314,34000,437.18444958164156,628.9168461262367,432.359377072074,425.95550982685825,581.1808619190415,780.7296079743742
447.7465864459278,502.55854969106275,407.05748353905983,411.7496593262314,35000,437.18444958164156,628.9168461262367,432.359377072074,425.95550982685825,581.1808619190415,780.7296079743742
447.7465864459278,502.55854969106275,407.05748353905983,411.7496593262314,36000,437.18444958164156,628.9168461262367,432.359377072074,425.95550982685825,581.1808619190415,780.7296079743742
447.7465864459278,502.55854969106275,407.05748353905983,411.7496593262314,37000,437.18444958164156,628.9168461262367,432.359377072074,425.95550982685825,581.1808619190415,780.7296079743742
447.7465864459278,502.55854969106275,411.7496593262314,423.7850560879775,38000,437.18444958164156,628.9168461262367,432.359377072074,425.95550982685825,581.1808619190415,780.7296079743742
502.55854969106275,581.1808619190415,423.7850560879775,425.95550982685825,39000,447.7465864459278,628.9168461262367,437.18444958164156,432.359377072074,609.5613818222948,780.7296079743742
502.55854969106275,581.1808619190415,423.7850560879775,425.95550982685825,40000,447.7465864459278,628.9168461262367,437.18444958164156,432.359377072074,609.5613818222948,780.7296079743742
560.736861378367,581.1808619190415,432.359377072074,437.18444958164156,41000,502.55854969106275,628.9168461262367,501.27790000390956,447.7465864459278,609.5613818222948,780.7296079743742
