reward 1,reward 7,reward 5,reward 0,reward 8,StepNum,reward 6,reward 2,reward 9,reward 4,reward 3
736.9616082042,525.3822544051948,595.7661382880367,815.9764220377817,515.250645938904,1000,566.3126519840829,727.1429698505542,506.72890878593705,612.9182463207138,618.5526104725582
792.925859265789,613.0768260356483,619.4882914149357,815.9764220377817,612.9182463207138,2000,618.5526104725582,736.9616082042,602.1528934106645,634.4743682175394,727.1429698505542
975.4137868400587,663.4070881205837,727.1429698505542,1142.540546724732,639.9134376153454,3000,666.0404696592977,815.9764220377817,634.4743682175394,736.9616082042,792.925859265789
975.4137868400587,703.7233549970201,736.9616082042,1142.540546724732,692.1188310318358,4000,727.1429698505542,923.5179535958742,691.2730360774549,792.925859265789,815.9764220377817
975.4137868400587,744.3526035896614,804.2099117091739,1142.540546724732,736.9616082042,5000,792.925859265789,923.5179535958742,727.1429698505542,815.9764220377817,833.5951990717808
975.4137868400587,744.3526035896614,804.2099117091739,1142.540546724732,736.9616082042,6000,792.925859265789,923.5179535958742,727.1429698505542,815.9764220377817,833.5951990717808
975.4137868400587,747.7552304978258,804.2099117091739,1142.540546724732,744.3526035896614,7000,792.925859265789,923.5179535958742,736.9616082042,815.9764220377817,833.5951990717808
975.4137868400587,792.925859265789,804.2099117091739,1142.540546724732,747.7552304978258,8000,793.5926245698362,923.5179535958742,744.3526035896614,815.9764220377817,833.5951990717808
975.4137868400587,792.925859265789,804.2099117091739,1142.540546724732,747.7552304978258,9000,793.5926245698362,923.5179535958742,744.3526035896614,815.9764220377817,833.5951990717808
975.4137868400587,792.925859265789,804.2099117091739,1142.540546724732,747.7552304978258,10000,793.5926245698362,923.5179535958742,744.3526035896614,815.9764220377817,833.5951990717808
975.4137868400587,793.5926245698362,812.8848963748487,1142.540546724732,792.925859265789,11000,804.2099117091739,923.5179535958742,747.7552304978258,815.9764220377817,833.5951990717808
975.4137868400587,793.5926245698362,812.8848963748487,1142.540546724732,792.925859265789,12000,804.2099117091739,923.5179535958742,750.350550268859,815.9764220377817,833.5951990717808
975.4137868400587,793.5926245698362,812.8848963748487,1142.540546724732,792.925859265789,13000,804.2099117091739,923.5179535958742,789.0314668087107,815.9764220377817,833.5951990717808
975.4137868400587,793.5926245698362,812.8848963748487,1142.540546724732,792.925859265789,14000,804.2099117091739,923.5179535958742,789.0314668087107,815.9764220377817,833.5951990717808
975.4137868400587,793.5926245698362,812.8848963748487,1142.540546724732,792.925859265789,15000,804.2099117091739,923.5179535958742,789.0314668087107,815.9764220377817,833.5951990717808
975.4137868400587,793.5926245698362,812.8848963748487,1142.540546724732,792.925859265789,16000,804.2099117091739,923.5179535958742,789.0314668087107,815.9764220377817,833.5951990717808
975.4137868400587,793.5926245698362,812.8848963748487,1142.540546724732,792.925859265789,17000,804.2099117091739,923.5179535958742,789.0314668087107,815.9764220377817,833.5951990717808
1073.466464870392,804.2099117091739,815.9764220377817,1142.540546724732,793.5926245698362,18000,812.8848963748487,975.4137868400587,792.925859265789,833.5951990717808,923.5179535958742
1073.466464870392,812.8848963748487,833.5951990717808,1142.540546724732,804.2099117091739,19000,815.9764220377817,975.4137868400587,793.5926245698362,923.5179535958742,959.9063854632213
1073.466464870392,815.9764220377817,881.1923272429051,1142.540546724732,812.8848963748487,20000,833.5951990717808,975.4137868400587,804.2099117091739,923.5179535958742,959.9063854632213
1073.466464870392,833.5951990717808,894.7519448920176,1142.540546724732,815.9764220377817,21000,881.1923272429051,975.4137868400587,812.8848963748487,923.5179535958742,959.9063854632213
1073.466464870392,881.1923272429051,923.5179535958742,1142.540546724732,833.5951990717808,22000,894.7519448920176,975.4137868400587,815.9764220377817,952.8084425315074,959.9063854632213
1073.466464870392,881.1923272429051,923.5179535958742,1142.540546724732,833.5951990717808,23000,894.7519448920176,975.4137868400587,815.9764220377817,952.8084425315074,959.9063854632213
1073.466464870392,894.7519448920176,934.0796550081697,1142.540546724732,881.1923272429051,24000,923.5179535958742,975.4137868400587,833.5951990717808,952.8084425315074,959.9063854632213
1073.466464870392,894.7519448920176,934.0796550081697,1142.540546724732,881.1923272429051,25000,923.5179535958742,975.4137868400587,833.5951990717808,952.8084425315074,959.9063854632213
1073.466464870392,894.7519448920176,934.0796550081697,1142.540546724732,881.1923272429051,26000,923.5179535958742,975.4137868400587,833.5951990717808,952.8084425315074,959.9063854632213
1073.466464870392,894.7519448920176,934.0796550081697,1142.540546724732,881.1923272429051,27000,923.5179535958742,975.4137868400587,858.3232097707305,952.8084425315074,959.9063854632213
1073.466464870392,923.5179535958742,952.8084425315074,1142.540546724732,894.7519448920176,28000,934.0796550081697,1048.224449542871,881.1923272429051,959.9063854632213,975.4137868400587
1073.466464870392,934.0796550081697,959.9063854632213,1142.540546724732,923.5179535958742,29000,952.8084425315074,1048.224449542871,894.7519448920176,961.8023064115148,975.4137868400587
