reward 15,reward 1,reward 13,reward 22,reward 11,reward 26,reward 5,StepNum,reward 19,reward 0,reward 27,reward 2,reward 3,reward 23,reward 20,reward 14,reward 12,reward 16,reward 9,reward 18,reward 10,reward 6,reward 25,reward 4,reward 17,reward 21,reward 29,reward 24,reward 8,reward 28,reward 7
616.4511492351379,664.2274193668964,616.9567374337277,604.5447257996426,621.9365467752887,586.0978516189275,636.7271774720641,51000,613.1372803187579,673.4160884611574,585.6806676444539,654.7878353156469,648.2433111058588,594.9558968519804,611.5126175849558,616.9186902054563,619.5891389235895,614.6512806466424,630.7785740116523,613.7461678159284,628.7249473413298,635.6271509418938,587.1145767098892,647.6776462363587,613.784667479423,607.5823522515788,573.5177233540745,592.0267354036838,634.1447390885603,582.5677517430028,635.0690716367727
616.4511492351379,664.2274193668964,616.9567374337277,604.5447257996426,621.9365467752887,586.0978516189275,636.7271774720641,52000,613.1372803187579,673.4160884611574,585.6806676444539,654.7878353156469,648.2433111058588,594.9558968519804,611.5126175849558,616.9186902054563,619.5891389235895,614.6512806466424,630.7785740116523,613.7461678159284,628.7249473413298,635.6271509418938,587.1145767098892,647.6776462363587,613.784667479423,607.5823522515788,573.5177233540745,592.0267354036838,634.1447390885603,582.5677517430028,635.0690716367727
616.4511492351379,664.2274193668964,616.9567374337277,604.5447257996426,621.9365467752887,586.0978516189275,636.7271774720641,53000,613.1372803187579,673.4160884611574,585.6806676444539,654.7878353156469,648.2433111058588,594.9558968519804,611.5126175849558,616.9186902054563,619.5891389235895,614.6512806466424,630.7785740116523,613.7461678159284,628.7249473413298,635.6271509418938,587.1145767098892,647.6776462363587,613.784667479423,607.5823522515788,573.5177233540745,592.0267354036838,634.1447390885603,582.5677517430028,635.0690716367727
616.9186902054563,664.2274193668964,619.5891389235895,607.5823522515788,621.9365467752887,588.1772631372417,636.7271774720641,54000,613.7461678159284,673.4160884611574,587.1145767098892,654.7878353156469,648.2433111058588,604.5447257996426,613.1372803187579,616.9567374337277,621.504236303823,616.4511492351379,630.7785740116523,613.784667479423,628.7249473413298,635.6271509418938,592.0267354036838,647.6776462363587,614.6512806466424,611.5126175849558,585.6806676444539,594.9558968519804,634.1447390885603,586.0978516189275,635.0690716367727
616.9567374337277,670.1483074986081,621.504236303823,611.5126175849558,628.7249473413298,594.9558968519804,647.6776462363587,55000,613.784667479423,673.4160884611574,592.0267354036838,664.2274193668964,654.7878353156469,607.5823522515788,613.7461678159284,619.5891389235895,621.9365467752887,616.9186902054563,634.1447390885603,614.6512806466424,630.7785740116523,636.7271774720641,596.1000380854616,648.2433111058588,616.4511492351379,613.1372803187579,587.1145767098892,604.5447257996426,635.0690716367727,588.1772631372417,635.6271509418938
619.5891389235895,670.1483074986081,621.9365467752887,613.1372803187579,628.7249473413298,596.1000380854616,647.6776462363587,56000,614.6512806466424,673.4160884611574,594.9558968519804,664.2274193668964,654.7878353156469,611.5126175849558,613.784667479423,621.504236303823,628.4197359872613,616.9567374337277,634.1447390885603,616.4511492351379,630.7785740116523,636.7271774720641,604.5447257996426,648.2433111058588,616.9186902054563,613.7461678159284,588.1772631372417,607.5823522515788,635.0690716367727,592.0267354036838,635.6271509418938
619.5891389235895,670.1483074986081,621.9365467752887,613.1372803187579,628.7249473413298,596.1000380854616,647.6776462363587,57000,614.6512806466424,673.4160884611574,594.9558968519804,664.2274193668964,654.7878353156469,611.5126175849558,613.784667479423,621.504236303823,628.4197359872613,616.9567374337277,634.1447390885603,616.4511492351379,630.7785740116523,636.7271774720641,604.5447257996426,648.2433111058588,616.9186902054563,613.7461678159284,588.1772631372417,607.5823522515788,635.0690716367727,592.0267354036838,635.6271509418938
619.5891389235895,670.1483074986081,621.9365467752887,613.1372803187579,628.7249473413298,604.5447257996426,647.6776462363587,58000,614.6512806466424,673.4160884611574,604.1785392853474,664.2274193668964,654.7878353156469,612.6912947303713,613.784667479423,621.504236303823,628.4197359872613,616.9567374337277,634.1447390885603,616.4511492351379,630.7785740116523,636.7271774720641,607.5823522515788,648.2433111058588,616.9186902054563,613.7461678159284,594.9558968519804,611.5126175849558,635.0690716367727,596.1000380854616,635.6271509418938
619.5891389235895,670.1483074986081,621.9365467752887,613.1372803187579,628.7249473413298,604.5447257996426,647.6776462363587,59000,614.6512806466424,673.4160884611574,604.1785392853474,664.2274193668964,654.7878353156469,612.6912947303713,613.784667479423,621.504236303823,628.4197359872613,616.9567374337277,634.1447390885603,616.4511492351379,630.7785740116523,636.7271774720641,607.5823522515788,648.2433111058588,616.9186902054563,613.7461678159284,594.9558968519804,611.5126175849558,635.0690716367727,596.1000380854616,635.6271509418938
619.5891389235895,670.1483074986081,621.9365467752887,613.1372803187579,628.7249473413298,604.5447257996426,647.6776462363587,60000,614.6512806466424,673.4160884611574,604.1785392853474,664.2274193668964,654.7878353156469,612.6912947303713,613.784667479423,621.504236303823,628.4197359872613,616.9567374337277,634.1447390885603,616.4511492351379,630.7785740116523,636.7271774720641,607.5823522515788,648.2433111058588,616.9186902054563,613.7461678159284,594.9558968519804,611.5126175849558,635.0690716367727,596.1000380854616,635.6271509418938
619.5891389235895,670.1483074986081,621.9365467752887,613.1372803187579,628.7249473413298,604.5447257996426,647.6776462363587,61000,614.6512806466424,673.4160884611574,604.1785392853474,664.2274193668964,654.7878353156469,612.6912947303713,613.784667479423,621.504236303823,628.4197359872613,616.9567374337277,634.1447390885603,616.4511492351379,630.7785740116523,636.7271774720641,607.5823522515788,648.2433111058588,616.9186902054563,613.7461678159284,594.9558968519804,611.5126175849558,635.0690716367727,596.1000380854616,635.6271509418938
621.504236303823,670.1483074986081,628.4197359872613,613.784667479423,630.7785740116523,611.5126175849558,647.6776462363587,62000,616.4511492351379,673.4160884611574,607.5823522515788,664.2274193668964,654.7878353156469,613.7461678159284,616.1207723339136,621.9365467752887,628.7249473413298,619.5891389235895,635.0690716367727,616.9186902054563,634.1447390885603,640.9933432223954,612.6912947303713,648.2433111058588,616.9567374337277,614.6512806466424,604.1785392853474,613.1372803187579,635.6271509418938,604.5447257996426,636.7271774720641
621.504236303823,670.1483074986081,628.4197359872613,613.784667479423,630.7785740116523,611.5126175849558,647.6776462363587,63000,616.4511492351379,673.4160884611574,607.5823522515788,664.2274193668964,654.7878353156469,613.7461678159284,616.1207723339136,621.9365467752887,628.7249473413298,619.5891389235895,635.0690716367727,616.9186902054563,634.1447390885603,640.9933432223954,612.6912947303713,648.2433111058588,616.9567374337277,614.6512806466424,604.1785392853474,613.1372803187579,635.6271509418938,604.5447257996426,636.7271774720641
621.504236303823,670.1483074986081,628.4197359872613,613.784667479423,630.7785740116523,611.5126175849558,647.6776462363587,64000,616.4511492351379,673.4160884611574,607.5823522515788,664.2274193668964,654.7878353156469,613.7461678159284,616.1207723339136,621.9365467752887,628.7249473413298,619.5891389235895,635.0690716367727,616.9186902054563,634.1447390885603,640.9933432223954,612.6912947303713,648.2433111058588,616.9567374337277,614.6512806466424,604.1785392853474,613.1372803187579,635.6271509418938,604.5447257996426,636.7271774720641
621.9365467752887,670.1483074986081,628.7249473413298,614.6512806466424,634.1447390885603,612.6912947303713,648.2433111058588,65000,616.9186902054563,673.4160884611574,611.5126175849558,664.2274193668964,659.3132965683687,613.784667479423,616.4511492351379,628.4197359872613,630.7785740116523,621.504236303823,635.6271509418938,616.9567374337277,635.0690716367727,647.6776462363587,613.1372803187579,654.7878353156469,619.5891389235895,616.1207723339136,604.5447257996426,613.7461678159284,636.7271774720641,607.5823522515788,640.9933432223954
621.9365467752887,670.1483074986081,628.7249473413298,614.6512806466424,634.1447390885603,613.1372803187579,648.2433111058588,66000,616.9186902054563,673.4160884611574,612.6912947303713,664.2274193668964,659.3132965683687,613.784667479423,616.4511492351379,628.4197359872613,630.7785740116523,621.504236303823,635.6271509418938,616.9567374337277,635.0690716367727,647.6776462363587,613.7135189525111,654.7878353156469,619.5891389235895,616.1207723339136,607.5823522515788,613.7461678159284,636.7271774720641,611.5126175849558,640.9933432223954
621.9365467752887,670.1483074986081,628.7249473413298,614.8818798971489,634.1447390885603,613.7135189525111,648.2433111058588,67000,616.9186902054563,673.4160884611574,613.1372803187579,664.2274193668964,659.3132965683687,614.6512806466424,616.4511492351379,628.4197359872613,630.7785740116523,621.504236303823,635.6271509418938,616.9567374337277,635.0690716367727,647.6776462363587,613.7461678159284,654.7878353156469,619.5891389235895,616.1207723339136,611.5126175849558,613.784667479423,636.7271774720641,612.6912947303713,640.9933432223954
621.9365467752887,670.1483074986081,628.7249473413298,614.8818798971489,634.1447390885603,613.7135189525111,648.2433111058588,68000,616.9186902054563,673.4160884611574,613.1372803187579,664.2274193668964,659.3132965683687,614.6512806466424,616.4511492351379,628.4197359872613,630.7785740116523,621.504236303823,635.6271509418938,616.9567374337277,635.0690716367727,647.6776462363587,613.7461678159284,654.7878353156469,619.5891389235895,616.1207723339136,611.5126175849558,613.784667479423,636.7271774720641,612.6912947303713,640.9933432223954
621.9365467752887,670.1483074986081,628.7249473413298,614.8818798971489,634.1447390885603,613.7135189525111,648.2433111058588,69000,616.9186902054563,673.4160884611574,613.1372803187579,664.2274193668964,659.3132965683687,614.6512806466424,616.4511492351379,628.4197359872613,630.7785740116523,621.504236303823,635.6271509418938,616.9567374337277,635.0690716367727,647.6776462363587,613.7461678159284,654.7878353156469,619.5891389235895,616.1207723339136,611.5126175849558,613.784667479423,636.7271774720641,612.6912947303713,640.9933432223954
628.7249473413298,673.4160884611574,630.7795298870535,616.4511492351379,635.0690716367727,613.784667479423,654.7878353156469,70000,619.5891389235895,674.9586277374362,613.7461678159284,670.1483074986081,664.2274193668964,616.1207723339136,616.9567374337277,630.7785740116523,634.1447390885603,628.4197359872613,636.7271774720641,621.504236303823,635.6271509418938,648.2433111058588,614.6512806466424,659.3132965683687,621.9365467752887,616.9186902054563,613.1372803187579,614.8818798971489,640.9933432223954,613.7135189525111,647.6776462363587
630.7785740116523,673.4160884611574,634.1447390885603,616.9186902054563,635.6271509418938,614.6512806466424,654.7878353156469,71000,621.504236303823,674.9586277374362,613.784667479423,670.1483074986081,664.2274193668964,616.4511492351379,619.5891389235895,630.7795298870535,635.0690716367727,628.7249473413298,640.9933432223954,621.9365467752887,636.7271774720641,648.2433111058588,614.8818798971489,659.3132965683687,628.4197359872613,616.9567374337277,613.7135189525111,616.1207723339136,647.6035511482017,613.7461678159284,647.6776462363587
630.7795298870535,673.4160884611574,634.3366808386625,616.9567374337277,635.6271509418938,614.8818798971489,654.7878353156469,72000,621.9365467752887,674.9586277374362,614.6512806466424,670.1483074986081,664.2274193668964,616.9186902054563,621.504236303823,634.1447390885603,635.0690716367727,630.7785740116523,640.9933432223954,628.4197359872613,636.7271774720641,648.2433111058588,616.1207723339136,659.3132965683687,628.7249473413298,619.5891389235895,613.7461678159284,616.4511492351379,647.6035511482017,613.784667479423,647.6776462363587
634.1447390885603,673.4160884611574,635.0690716367727,619.5891389235895,636.7271774720641,616.1207723339136,654.7878353156469,73000,628.4197359872613,674.9586277374362,614.8818798971489,670.1483074986081,664.2274193668964,616.9567374337277,621.9365467752887,634.3366808386625,635.6271509418938,630.7795298870535,640.9933432223954,628.7249473413298,637.8723332962148,648.2433111058588,616.4511492351379,659.3132965683687,630.7785740116523,621.504236303823,613.784667479423,616.9186902054563,647.6035511482017,614.6512806466424,647.6776462363587
634.1447390885603,673.4160884611574,635.0690716367727,619.5891389235895,636.7271774720641,616.1207723339136,654.7878353156469,74000,628.4197359872613,674.9586277374362,614.8818798971489,670.1483074986081,664.2274193668964,616.9567374337277,621.9365467752887,634.3366808386625,635.6271509418938,630.7795298870535,640.9933432223954,628.7249473413298,637.8723332962148,648.2433111058588,616.4511492351379,659.3132965683687,630.7785740116523,621.504236303823,613.784667479423,616.9186902054563,647.6035511482017,614.6512806466424,647.6776462363587
634.1447390885603,673.4160884611574,635.0690716367727,619.5891389235895,636.7271774720641,616.1207723339136,654.7878353156469,75000,628.4197359872613,674.9586277374362,614.8818798971489,670.1483074986081,664.2274193668964,616.9567374337277,621.9365467752887,634.3366808386625,635.6271509418938,630.7795298870535,640.9933432223954,628.7249473413298,637.8723332962148,648.2433111058588,616.4511492351379,659.3132965683687,630.7785740116523,621.504236303823,613.784667479423,616.9186902054563,647.6035511482017,614.6512806466424,647.6776462363587
634.3366808386625,673.4160884611574,635.6271509418938,621.504236303823,637.8723332962148,616.4511492351379,654.7878353156469,76000,628.7249473413298,674.9586277374362,616.1207723339136,670.1483074986081,664.2274193668964,619.5891389235895,628.4197359872613,635.0690716367727,636.7271774720641,634.1447390885603,640.9933432223954,630.7785740116523,639.4803994233371,648.2433111058588,616.9186902054563,659.3132965683687,630.7795298870535,621.9365467752887,614.6512806466424,616.9567374337277,647.6035511482017,614.8818798971489,647.6776462363587
634.3366808386625,673.4160884611574,635.6271509418938,621.504236303823,637.8723332962148,616.4511492351379,654.7878353156469,77000,628.7249473413298,674.9586277374362,616.1207723339136,670.1483074986081,664.2274193668964,619.5891389235895,628.4197359872613,635.0690716367727,636.7271774720641,634.1447390885603,640.9933432223954,630.7785740116523,639.4803994233371,648.2433111058588,616.9186902054563,659.3132965683687,630.7795298870535,621.9365467752887,614.6512806466424,616.9567374337277,647.6035511482017,614.8818798971489,647.6776462363587
634.3366808386625,673.4160884611574,635.6271509418938,621.9365467752887,637.8723332962148,616.9186902054563,654.7878353156469,78000,630.7785740116523,674.9586277374362,616.4511492351379,670.1483074986081,664.2274193668964,621.504236303823,628.7249473413298,635.0690716367727,636.7271774720641,634.1447390885603,640.9933432223954,630.7795298870535,639.4803994233371,648.2433111058588,616.9567374337277,659.3132965683687,631.1883053120481,628.4197359872613,614.8818798971489,619.5891389235895,647.6035511482017,616.1207723339136,647.6776462363587
634.3366808386625,673.4160884611574,635.6271509418938,621.9365467752887,637.8723332962148,616.9186902054563,654.7878353156469,79000,630.7785740116523,674.9586277374362,616.4511492351379,670.1483074986081,664.2274193668964,621.504236303823,628.7249473413298,635.0690716367727,636.7271774720641,634.1447390885603,640.9933432223954,630.7795298870535,639.4803994233371,648.2433111058588,616.9567374337277,659.3132965683687,631.1883053120481,628.4197359872613,614.8818798971489,619.5891389235895,647.6035511482017,616.1207723339136,647.6776462363587
634.3366808386625,673.4160884611574,635.6271509418938,621.9365467752887,637.8723332962148,616.9186902054563,654.7878353156469,80000,630.7785740116523,674.9586277374362,616.4511492351379,670.1483074986081,664.2274193668964,621.504236303823,628.7249473413298,635.0690716367727,636.7271774720641,634.1447390885603,640.9933432223954,630.7795298870535,639.4803994233371,648.2433111058588,616.9567374337277,659.3132965683687,631.1883053120481,628.4197359872613,614.8818798971489,619.5891389235895,647.6035511482017,616.1207723339136,647.6776462363587
634.3366808386625,673.4160884611574,635.6271509418938,621.9365467752887,637.8723332962148,616.9186902054563,654.7878353156469,81000,630.7785740116523,674.9586277374362,616.4511492351379,670.1483074986081,664.2274193668964,621.504236303823,628.7249473413298,635.0690716367727,636.7271774720641,634.1447390885603,640.9933432223954,630.7795298870535,639.4803994233371,648.2433111058588,616.9567374337277,659.3132965683687,631.1883053120481,628.4197359872613,614.8818798971489,619.5891389235895,647.6035511482017,616.1207723339136,647.6776462363587
634.3366808386625,673.4160884611574,635.6271509418938,621.9365467752887,637.8723332962148,616.9186902054563,654.7878353156469,82000,630.7785740116523,674.9586277374362,616.4511492351379,670.1483074986081,664.2274193668964,621.504236303823,628.7249473413298,635.0690716367727,636.7271774720641,634.1447390885603,640.9933432223954,630.7795298870535,639.4803994233371,648.2433111058588,616.9567374337277,659.3132965683687,631.1883053120481,628.4197359872613,614.8818798971489,619.5891389235895,647.6035511482017,616.1207723339136,647.6776462363587
634.3366808386625,673.4160884611574,635.6271509418938,621.9365467752887,637.8723332962148,616.9186902054563,654.7878353156469,83000,630.7785740116523,674.9586277374362,616.4511492351379,670.1483074986081,664.2274193668964,621.504236303823,628.7249473413298,635.0690716367727,636.7271774720641,634.1447390885603,640.9933432223954,630.7795298870535,639.4803994233371,648.2433111058588,616.9567374337277,659.3132965683687,631.1883053120481,628.4197359872613,614.8818798971489,619.5891389235895,647.6035511482017,616.1207723339136,647.6776462363587
634.3366808386625,673.4160884611574,635.6271509418938,621.9365467752887,637.8723332962148,616.9186902054563,654.7878353156469,84000,630.7785740116523,674.9586277374362,616.4511492351379,670.1483074986081,664.2274193668964,621.504236303823,628.7249473413298,635.0690716367727,636.7271774720641,634.1447390885603,640.9933432223954,630.7795298870535,639.4803994233371,648.2433111058588,616.9567374337277,659.3132965683687,631.1883053120481,628.4197359872613,614.8818798971489,619.5891389235895,647.6035511482017,616.1207723339136,647.6776462363587
634.3366808386625,673.4160884611574,635.6271509418938,621.9365467752887,637.8723332962148,616.9186902054563,654.7878353156469,85000,630.7785740116523,674.9586277374362,616.4511492351379,670.1483074986081,664.2274193668964,621.504236303823,628.7249473413298,635.0690716367727,636.7271774720641,634.1447390885603,640.9933432223954,630.7795298870535,639.4803994233371,648.2433111058588,616.9567374337277,659.3132965683687,631.1883053120481,628.4197359872613,614.8818798971489,619.5891389235895,647.6035511482017,616.1207723339136,647.6776462363587
634.3366808386625,673.4160884611574,635.6271509418938,621.9365467752887,637.8723332962148,616.9186902054563,654.7878353156469,86000,630.7785740116523,674.9586277374362,616.4511492351379,670.1483074986081,664.2274193668964,621.504236303823,628.7249473413298,635.0690716367727,636.7271774720641,634.1447390885603,640.9933432223954,630.7795298870535,639.4803994233371,648.2433111058588,616.9567374337277,659.3132965683687,631.1883053120481,628.4197359872613,614.8818798971489,619.5891389235895,647.6035511482017,616.1207723339136,647.6776462363587
634.3366808386625,673.4160884611574,635.6271509418938,621.9365467752887,637.8723332962148,616.9186902054563,654.7878353156469,87000,630.7785740116523,674.9586277374362,616.4511492351379,670.1483074986081,664.2274193668964,621.504236303823,628.7249473413298,635.0690716367727,636.7271774720641,634.1447390885603,640.9933432223954,630.7795298870535,639.4803994233371,648.2433111058588,616.9567374337277,659.3132965683687,631.1883053120481,628.4197359872613,614.8818798971489,619.5891389235895,647.6035511482017,616.1207723339136,647.6776462363587
634.3366808386625,673.4160884611574,635.6271509418938,621.9365467752887,637.8723332962148,616.9186902054563,654.7878353156469,88000,630.7785740116523,674.9586277374362,616.4511492351379,670.1483074986081,664.2274193668964,621.504236303823,628.7249473413298,635.0690716367727,636.7271774720641,634.1447390885603,640.9933432223954,630.7795298870535,639.4803994233371,648.2433111058588,616.9567374337277,659.3132965683687,631.1883053120481,628.4197359872613,614.8818798971489,619.5891389235895,647.6035511482017,616.1207723339136,647.6776462363587
634.3366808386625,673.4160884611574,635.6271509418938,621.9365467752887,637.8723332962148,616.9186902054563,654.7878353156469,89000,630.7785740116523,674.9586277374362,616.4511492351379,670.1483074986081,664.2274193668964,621.504236303823,628.7249473413298,635.0690716367727,636.7271774720641,634.1447390885603,640.9933432223954,630.7795298870535,639.4803994233371,648.2433111058588,616.9567374337277,659.3132965683687,631.1883053120481,628.4197359872613,614.8818798971489,619.5891389235895,647.6035511482017,616.1207723339136,647.6776462363587
634.3366808386625,673.4160884611574,635.6271509418938,621.9365467752887,637.8723332962148,616.9186902054563,654.7878353156469,90000,630.7785740116523,674.9586277374362,616.4511492351379,670.1483074986081,664.2274193668964,621.504236303823,628.7249473413298,635.0690716367727,636.7271774720641,634.1447390885603,640.9933432223954,630.7795298870535,639.4803994233371,648.2433111058588,616.9567374337277,659.3132965683687,631.1883053120481,628.4197359872613,614.8818798971489,619.5891389235895,647.6035511482017,616.1207723339136,647.6776462363587
634.3366808386625,673.4160884611574,635.6271509418938,621.9365467752887,637.8723332962148,616.9186902054563,654.7878353156469,91000,630.7785740116523,674.9586277374362,616.4511492351379,670.1483074986081,664.2274193668964,621.504236303823,628.7249473413298,635.0690716367727,636.7271774720641,634.1447390885603,640.9933432223954,630.7795298870535,639.4803994233371,648.2433111058588,616.9567374337277,659.3132965683687,631.1883053120481,628.4197359872613,614.8818798971489,619.5891389235895,647.6035511482017,616.1207723339136,647.6776462363587
635.0690716367727,673.4160884611574,636.7271774720641,628.4197359872613,639.4803994233371,619.5891389235895,659.1677055831358,92000,630.7795298870535,674.9586277374362,616.9567374337277,670.1483074986081,664.2274193668964,625.3224649789701,630.7785740116523,635.6271509418938,637.8723332962148,634.3366808386625,647.6035511482017,631.1883053120481,640.9933432223954,654.7878353156469,621.504236303823,659.3132965683687,634.1447390885603,628.7249473413298,616.4511492351379,621.9365467752887,647.6776462363587,616.9186902054563,648.2433111058588
635.0690716367727,673.4160884611574,636.7271774720641,628.4197359872613,639.4803994233371,619.5891389235895,659.1677055831358,93000,630.7795298870535,674.9586277374362,616.9567374337277,670.1483074986081,664.2274193668964,625.3224649789701,630.7785740116523,635.6271509418938,637.8723332962148,634.3366808386625,647.6035511482017,631.1883053120481,640.9933432223954,654.7878353156469,621.504236303823,659.3132965683687,634.1447390885603,628.7249473413298,616.4511492351379,621.9365467752887,647.6776462363587,616.9186902054563,648.2433111058588
635.0690716367727,673.4160884611574,636.7271774720641,628.4197359872613,639.4803994233371,621.504236303823,659.1677055831358,94000,630.7795298870535,674.9586277374362,619.5891389235895,670.1483074986081,664.2274193668964,625.4469079486023,630.7785740116523,635.6271509418938,637.8723332962148,634.3366808386625,647.6035511482017,631.1883053120481,640.9933432223954,654.7878353156469,621.9365467752887,659.3132965683687,634.1447390885603,628.7249473413298,616.9186902054563,625.3224649789701,647.6776462363587,616.9567374337277,648.2433111058588
635.6271509418938,673.4160884611574,637.8723332962148,628.7249473413298,640.9933432223954,621.9365467752887,659.1677055831358,95000,631.1883053120481,674.9586277374362,621.504236303823,670.1483074986081,664.2274193668964,628.4197359872613,630.7795298870535,636.7271774720641,639.4803994233371,635.0690716367727,647.6776462363587,634.1447390885603,647.6035511482017,654.8117249334259,625.3224649789701,659.3132965683687,634.3366808386625,630.7785740116523,616.9567374337277,625.4469079486023,648.2433111058588,619.5891389235895,654.7878353156469
635.6271509418938,673.4160884611574,637.8723332962148,628.7249473413298,640.9933432223954,621.9365467752887,659.1677055831358,96000,631.1883053120481,674.9586277374362,621.504236303823,670.1483074986081,664.2274193668964,628.4197359872613,630.7795298870535,636.7271774720641,639.4803994233371,635.0690716367727,647.6776462363587,634.1447390885603,647.6035511482017,654.8117249334259,625.3224649789701,659.3132965683687,634.3366808386625,630.7785740116523,616.9567374337277,625.4469079486023,648.2433111058588,619.5891389235895,654.7878353156469
636.7271774720641,673.4160884611574,639.4803994233371,630.7795298870535,647.6035511482017,625.4469079486023,659.1677055831358,97000,634.1447390885603,674.9586277374362,625.3224649789701,670.1483074986081,664.2274193668964,630.7785740116523,631.1883053120481,637.8723332962148,640.9933432223954,635.6271509418938,648.2433111058588,634.3366808386625,647.6776462363587,658.8061221645444,628.4197359872613,659.3132965683687,635.0690716367727,631.136804387826,621.504236303823,628.7249473413298,654.7878353156469,621.9365467752887,654.8117249334259
636.7271774720641,673.4160884611574,639.4803994233371,630.7795298870535,647.6035511482017,625.4469079486023,659.1677055831358,98000,634.1447390885603,674.9586277374362,625.3224649789701,670.1483074986081,664.2274193668964,630.7785740116523,631.1883053120481,637.8723332962148,640.9933432223954,635.6271509418938,648.2433111058588,634.3366808386625,647.6776462363587,658.8061221645444,628.4197359872613,659.3132965683687,635.0690716367727,631.136804387826,621.504236303823,628.7249473413298,654.7878353156469,621.9365467752887,654.8117249334259
636.7271774720641,673.4160884611574,639.4803994233371,630.7795298870535,647.6035511482017,625.4469079486023,659.1677055831358,99000,634.1447390885603,674.9586277374362,625.3224649789701,670.1483074986081,664.2274193668964,630.7785740116523,631.1883053120481,637.8723332962148,640.9933432223954,635.6271509418938,648.2433111058588,634.3366808386625,647.6776462363587,658.8061221645444,628.4197359872613,659.3132965683687,635.0690716367727,631.136804387826,621.504236303823,628.7249473413298,654.7878353156469,621.9365467752887,654.8117249334259
638.7437505659465,673.4160884611574,640.9933432223954,631.1883053120481,647.6776462363587,628.7249473413298,659.1677055831358,100000,635.0690716367727,674.9586277374362,628.4197359872613,670.1483074986081,664.2274193668964,631.136804387826,634.3366808386625,639.4803994233371,647.6035511482017,637.8723332962148,652.8115897202329,635.6271509418938,648.2433111058588,658.8061221645444,630.7785740116523,659.3132965683687,636.7271774720641,634.1447390885603,625.3224649789701,630.7795298870535,654.7878353156469,625.4469079486023,654.8117249334259
638.7437505659465,673.4160884611574,640.9933432223954,631.1883053120481,647.6776462363587,628.7249473413298,659.1677055831358,101000,635.0690716367727,674.9586277374362,628.4197359872613,670.1483074986081,664.2274193668964,631.136804387826,634.3366808386625,639.4803994233371,647.6035511482017,637.8723332962148,652.8115897202329,635.6271509418938,648.2433111058588,658.8061221645444,630.7785740116523,659.3132965683687,636.7271774720641,634.1447390885603,625.3224649789701,630.7795298870535,654.7878353156469,625.4469079486023,654.8117249334259
638.7437505659465,673.4160884611574,640.9933432223954,631.1883053120481,647.6776462363587,628.7249473413298,659.1677055831358,102000,635.0690716367727,674.9586277374362,628.4197359872613,670.1483074986081,664.2274193668964,631.136804387826,634.3366808386625,639.4803994233371,647.6035511482017,637.8723332962148,652.8115897202329,635.6271509418938,648.2433111058588,658.8061221645444,630.7785740116523,659.3132965683687,636.7271774720641,634.1447390885603,625.3224649789701,630.7795298870535,654.7878353156469,625.4469079486023,654.8117249334259
639.4803994233371,673.4160884611574,641.0382350315014,634.1447390885603,647.6776462363587,630.7785740116523,659.1677055831358,103000,635.6271509418938,674.9586277374362,628.7249473413298,670.1483074986081,664.2274193668964,631.1883053120481,635.0690716367727,640.9933432223954,647.6035511482017,638.7437505659465,652.8115897202329,636.7271774720641,648.2433111058588,658.8061221645444,630.7795298870535,659.3132965683687,637.8723332962148,634.3366808386625,625.4469079486023,631.136804387826,654.7878353156469,628.4197359872613,654.8117249334259
640.9933432223954,673.4160884611574,644.2446953028885,634.3366808386625,647.6776462363587,630.7795298870535,659.1677055831358,104000,636.7271774720641,674.9586277374362,630.7785740116523,670.1483074986081,664.2274193668964,634.1447390885603,635.6271509418938,641.0382350315014,647.6035511482017,639.4803994233371,652.8115897202329,637.8723332962148,648.2433111058588,658.8061221645444,631.136804387826,659.3132965683687,638.7437505659465,635.0690716367727,628.4197359872613,631.1883053120481,654.7878353156469,628.7249473413298,654.8117249334259
640.9933432223954,673.4160884611574,644.2446953028885,634.3366808386625,647.6776462363587,630.7795298870535,659.1677055831358,105000,636.7271774720641,674.9586277374362,630.7785740116523,670.1483074986081,664.2274193668964,634.1447390885603,635.6271509418938,641.0382350315014,647.6035511482017,639.4803994233371,652.8115897202329,637.8723332962148,648.2433111058588,658.8061221645444,631.136804387826,659.3132965683687,638.7437505659465,635.0690716367727,628.4197359872613,631.1883053120481,654.7878353156469,628.7249473413298,654.8117249334259
640.9933432223954,673.4160884611574,644.2446953028885,634.3366808386625,647.6776462363587,630.7795298870535,659.1677055831358,106000,636.7271774720641,674.9586277374362,630.7785740116523,670.1483074986081,664.2274193668964,634.1447390885603,635.6271509418938,641.0382350315014,647.6035511482017,639.4803994233371,652.8115897202329,637.8723332962148,648.2433111058588,658.8061221645444,631.136804387826,659.3132965683687,638.7437505659465,635.0690716367727,628.4197359872613,631.1883053120481,654.7878353156469,628.7249473413298,654.8117249334259
640.9933432223954,673.4160884611574,644.2446953028885,635.0690716367727,647.6776462363587,631.136804387826,659.1677055831358,107000,637.2103872277547,674.9586277374362,630.7795298870535,670.1483074986081,664.2274193668964,634.3366808386625,636.7271774720641,641.0382350315014,647.6035511482017,639.4803994233371,652.8115897202329,637.8723332962148,648.2433111058588,658.8061221645444,631.1883053120481,659.3132965683687,638.7437505659465,635.6271509418938,628.7249473413298,634.1447390885603,654.7878353156469,630.7785740116523,654.8117249334259
