misc/nupdates,misc/total_timesteps,fps,eprewmean,loss/policy_entropy,loss/policy_loss,loss/value_loss
17200,6192360,515,20.02938988,1.2190338253974915,0.001994775980710983,32.09005352705717
17220,6199560,515,24.305269940000002,1.2181574821472168,-0.01493795309215784,0.07322519943118096
17240,6206760,515,20.889242290000002,1.2170946717262268,-0.016030072048306466,0.19181084483861924
17260,6213960,515,21.431556190000002,1.2169309616088868,-0.008426209911704063,2.0356389306485654
17280,6221160,515,21.502579490000002,1.2163621664047242,-0.0019725307822227476,6.531220322847366
17300,6228360,514,18.07028719,1.2161975860595704,-0.0050617635250091554,0.43222634196281434
17320,6235560,514,18.929973359999998,1.2144539594650268,0.0029205262660980226,19.304714873433113
17340,6242760,514,21.16783124,1.2149705648422242,-0.002964702248573303,8.94602661728859
17360,6249960,514,21.95507685,1.2153347849845886,-0.004361431114375591,31.17933107614517
17380,6257160,514,19.42382177,1.2152651786804198,-0.020532999839633703,0.33580783307552337
17400,6264360,514,19.37035048,1.2152902960777283,-0.009667273238301277,18.67197451591492
17420,6271560,514,19.6189884,1.2142488479614257,-0.011236283276230098,5.289792616292834
17440,6278760,514,19.45253941,1.2142975568771361,-0.008375840820372104,28.711724911630153
17460,6285960,513,21.12157259,1.2131083011627197,-0.0046039089560508725,10.09724276214838
17480,6293160,513,20.19180856,1.2116214752197265,-0.009293845109641551,11.486254034936428
17500,6300360,513,20.182554279999998,1.2105387210845948,-0.005917947739362717,9.386328119039536
17520,6307560,513,21.33193083,1.2098032355308532,-0.012245576921850443,0.14875163659453391
17540,6314760,513,17.77645162,1.2091125965118408,-0.0011466799187473953,2.4154940277338026
17560,6321960,513,20.0866031,1.2098861575126647,-0.004914312809705734,13.946171757578849
17580,6329160,513,21.268083360000002,1.2083049774169923,-0.011987758986651897,30.176968562602998
17600,6336360,513,19.6109862,1.2078740477561951,-0.0037546366453170775,13.697390076518058
17620,6343560,513,23.89766546,1.2070355653762816,-0.004066694527864456,0.8053568556904793
17640,6350760,512,21.0481288,1.205558466911316,-0.005013945698738098,16.25800789296627
17660,6357960,512,20.87673542,1.20526442527771,-0.008635136298835278,38.13247547149658
17680,6365160,512,20.043107680000002,1.2030711412429809,-0.0017642244696617127,0.309511786699295
17700,6372360,512,23.056487460000003,1.202408528327942,-0.010026804357767104,23.706269469112158
17720,6379560,512,21.427357460000003,1.2029665112495422,-0.006673534214496612,10.580064298957586
17740,6386760,512,22.54694142,1.2031253933906556,-0.009399541839957237,1.4070044737309217
17760,6393960,512,18.205611310000005,1.2022873282432556,-0.010855377092957497,33.1231185913086
17780,6401160,512,22.590019740000002,1.200285828113556,-0.012300330400466918,9.965378654748202
17800,6408360,512,19.223477450000004,1.1998171091079712,9.929630905389786e-05,0.45422993749380114
17820,6415560,511,19.48382692,1.1997773408889771,0.0013631774272653274,4.036531839519739
17840,6422760,511,16.09071543,1.1999560356140138,-0.011617838591337203,8.318784867227077
17860,6429960,511,17.52674487,1.1992014527320862,-0.009799187071621418,6.006885755062103
17880,6437160,511,16.70892724,1.1983375906944276,-0.009370856732130051,22.78607675731182
17900,6444360,511,18.50604386,1.1995905876159667,0.0010537311434745788,11.805665250122548
17920,6451560,511,17.316601900000002,1.1990870594978333,-0.007115733996033669,19.18280183970928
17940,6458760,511,17.29696549,1.1984841346740722,-0.00243084654211998,13.546736167371273
17960,6465960,511,15.78221936,1.1981082677841186,-9.474623948335647e-06,34.20214066505432
17980,6473160,511,15.863213259999998,1.1978474378585815,0.01317281974479556,50.60463466644287
18000,6480360,511,16.091510600000003,1.197687315940857,0.0161906572553562,12.54182963371277
18020,6487560,510,15.59513942,1.1984632968902589,0.014258390106260777,16.743530559539796
18040,6494760,510,16.43991919,1.1988242983818054,-0.008110691606998444,14.640160459280015
18060,6501960,510,16.12371926,1.1987709522247314,-0.006702410429716111,12.078444665670395
18080,6509160,510,15.89302653,1.1980361223220826,0.013698270171880722,39.0902277469635
18100,6516360,510,19.64485888,1.1981138467788697,-0.0032669761683791878,0.5142018925398588
18120,6523560,510,21.39881981,1.198006010055542,0.002777308225631714,13.501491513848304
18140,6530760,510,21.28173567,1.197716271877289,-0.0026245817542076113,6.733398542553187
18160,6537960,510,17.93513017,1.1978022456169128,0.001802295446395874,12.896982829272748
18180,6545160,510,19.721600859999995,1.1974072337150574,-0.0077751785516738895,13.165421681106091
18200,6552360,509,19.595365790000002,1.1967183589935302,-0.007603968307375908,13.46608333736658
18220,6559560,509,21.263944579999997,1.194899070262909,-0.006687336415052414,0.8799135237932205
18240,6566760,509,20.98757143,1.1929926514625548,-0.01134940618649125,0.3305615484714508
18260,6573960,509,18.631100410000002,1.1927080869674682,-0.005787326593417674,21.671899192780256
18280,6581160,509,21.815585919999993,1.1931973814964294,-0.0018123731017112732,27.863973915576935
18300,6588360,509,19.23896516,1.1925147414207458,-0.0024549305438995362,16.808357175439596
18320,6595560,509,21.063244700000006,1.1920621037483214,0.011143054813146591,18.556545474380254
18340,6602760,508,17.7371547,1.191120970249176,-0.001611773669719696,6.488637048006058
18360,6609960,508,19.98279785,1.1919542312622071,-0.006121937930583954,12.10515637099743
18380,6617160,508,19.37745963,1.191132116317749,-0.006229243939742446,0.9293272618204356
18400,6624360,508,16.894384799999997,1.1915897727012634,0.007425545156002045,21.590009506046773
18420,6631560,508,18.55484792,1.1915179014205932,-0.0002563273534178734,7.901036080718041
18440,6638760,508,19.98779502,1.1905088305473328,-0.014895236492156983,0.23424313515424727
18460,6645960,508,21.65985894,1.1889801025390625,-0.013413374871015548,0.30536500811576844
18480,6653160,508,21.0092179,1.190040147304535,-0.014024558663368224,0.12987546846270562
18500,6660360,508,20.684180210000005,1.189648151397705,-0.003371032327413559,31.59861292466521
18520,6667560,508,20.411889820000003,1.1894182920455934,0.0004924826323986053,31.812286001443862
18540,6674760,507,17.318349859999998,1.1884825110435486,0.0002589024603366852,27.179543960094453
18560,6681960,507,21.240001210000006,1.1883612275123596,-0.018636035517556594,16.25031410306692
18580,6689160,507,20.395116910000002,1.187473177909851,0.0036209702491760256,12.633021268248559
18600,6696360,507,20.90476261,1.1864410758018493,-0.015684150054585188,0.28208828791975976
18620,6703560,507,21.02040074,1.1860105037689208,-0.023088477179408075,0.4740835040807724
18640,6710760,507,19.9786368,1.1871312260627747,0.00992385894060135,21.263636061549185
