reward 29,reward 16,reward 19,reward 4,StepNum,reward 6,reward 25,reward 5,reward 18,reward 3,reward 24,reward 13,reward 22,reward 23,reward 9,reward 15,reward 2,reward 11,reward 27,reward 0,reward 12,reward 1,reward 26,reward 10,reward 8,reward 28,reward 7,reward 20,reward 14,reward 21,reward 17
-98445.2334205854,293.4527957369469,288.9938354773523,382.6859366827558,11000,363.90773312369765,253.4310249499066,364.18882117264013,289.5085283503329,395.8447918609208,257.45271929563756,315.99588496675426,263.5396999118684,260.3281076530065,327.7382224025951,303.46629750856783,404.36886936942284,322.77382591325386,-98335.69199430473,433.9664604106306,321.3382141809311,427.53576622725177,247.19982586849795,325.1371554988175,356.1300132650679,-98420.32660395301,358.44963836191585,281.0622936592884,309.1224122833373,269.76519060470946,290.4231444779204
253.4310249499066,315.99588496675426,293.4527957369469,395.8447918609208,12000,382.6859366827558,269.76519060470946,389.3134292781931,303.46629750856783,404.36886936942284,277.86071003493646,325.1371554988175,288.9938354773523,281.0622936592884,358.44963836191585,321.3382141809311,427.53576622725177,351.67003595641336,260.3281076530065,436.9800659887225,327.7382224025951,433.9664604106306,263.5396999118684,356.1300132650679,363.90773312369765,257.45271929563756,364.18882117264013,290.4231444779204,322.77382591325386,289.5085283503329,309.1224122833373
263.5396999118684,315.99588496675426,293.4527957369469,395.8447918609208,13000,382.6859366827558,281.0622936592884,389.3134292781931,303.46629750856783,404.36886936942284,287.4333095827984,325.1371554988175,289.5085283503329,288.9938354773523,358.44963836191585,321.3382141809311,427.53576622725177,351.67003595641336,269.76519060470946,436.9800659887225,327.7382224025951,433.9664604106306,277.86071003493646,356.1300132650679,363.90773312369765,264.6964828779984,364.18882117264013,292.59958877353023,322.77382591325386,290.4231444779204,309.1224122833373
269.76519060470946,321.3382141809311,303.46629750856783,395.8447918609208,14000,382.6859366827558,288.9938354773523,389.3134292781931,309.1224122833373,404.36886936942284,289.5085283503329,325.1371554988175,292.59958877353023,290.4231444779204,358.44963836191585,322.3057142769647,427.53576622725177,351.67003595641336,281.0622936592884,436.9800659887225,327.7382224025951,433.9664604106306,287.4333095827984,356.1300132650679,363.90773312369765,277.86071003493646,364.18882117264013,302.2433895998036,322.77382591325386,293.4527957369469,315.99588496675426
281.0622936592884,321.3382141809311,303.46629750856783,395.8447918609208,15000,382.6859366827558,289.5085283503329,389.3134292781931,309.1224122833373,404.36886936942284,290.4231444779204,325.1371554988175,293.4527957369469,292.59958877353023,358.44963836191585,322.3057142769647,427.53576622725177,351.67003595641336,287.4333095827984,436.9800659887225,327.7382224025951,433.9664604106306,288.9938354773523,356.1300132650679,363.90773312369765,284.09454741602707,364.18882117264013,302.2433895998036,322.77382591325386,297.79523387970175,315.99588496675426
281.0622936592884,321.3382141809311,303.46629750856783,395.8447918609208,16000,382.6859366827558,289.5085283503329,389.3134292781931,309.1224122833373,404.36886936942284,290.4231444779204,325.1371554988175,293.4527957369469,292.59958877353023,358.44963836191585,322.3057142769647,427.53576622725177,351.67003595641336,287.4333095827984,436.9800659887225,327.7382224025951,433.9664604106306,288.9938354773523,356.1300132650679,363.90773312369765,284.09454741602707,364.18882117264013,302.2433895998036,322.77382591325386,297.79523387970175,315.99588496675426
284.09454741602707,322.3057142769647,309.1224122833373,395.8447918609208,17000,382.6859366827558,290.4231444779204,389.3134292781931,315.99588496675426,404.36886936942284,292.59958877353023,327.7382224025951,297.79523387970175,293.4527957369469,358.44963836191585,322.77382591325386,427.53576622725177,351.67003595641336,288.9938354773523,436.9800659887225,344.16636109779483,433.9664604106306,289.5085283503329,356.1300132650679,363.90773312369765,287.4333095827984,364.18882117264013,303.46629750856783,325.1371554988175,302.2433895998036,321.3382141809311
284.09454741602707,322.3057142769647,309.1224122833373,395.8447918609208,18000,382.6859366827558,290.4231444779204,389.3134292781931,315.99588496675426,404.36886936942284,292.59958877353023,327.7382224025951,297.79523387970175,293.4527957369469,358.44963836191585,322.77382591325386,427.53576622725177,351.67003595641336,288.9938354773523,436.9800659887225,344.16636109779483,433.9664604106306,289.5085283503329,356.1300132650679,363.90773312369765,287.4333095827984,364.18882117264013,303.46629750856783,325.1371554988175,302.2433895998036,321.3382141809311
287.4333095827984,322.77382591325386,315.99588496675426,404.36886936942284,19000,389.3134292781931,292.59958877353023,395.8447918609208,321.3382141809311,427.53576622725177,293.4527957369469,344.16636109779483,302.2433895998036,297.79523387970175,363.90773312369765,325.1371554988175,433.9664604106306,356.1300132650679,289.5085283503329,460.7386331893766,351.67003595641336,436.9800659887225,290.4231444779204,358.44963836191585,364.18882117264013,288.9938354773523,382.6859366827558,309.1224122833373,327.7382224025951,303.46629750856783,322.3057142769647
289.5085283503329,327.7382224025951,322.3057142769647,404.36886936942284,20000,389.3134292781931,297.79523387970175,395.8447918609208,322.77382591325386,427.53576622725177,302.2433895998036,356.1300132650679,309.1224122833373,303.46629750856783,368.4661506509375,344.16636109779483,433.9664604106306,363.90773312369765,292.59958877353023,460.7386331893766,358.44963836191585,436.9800659887225,293.4527957369469,364.18882117264013,380.63836839520206,290.4231444779204,382.6859366827558,321.3382141809311,351.67003595641336,315.99588496675426,325.1371554988175
290.4231444779204,327.7382224025951,322.3057142769647,404.36886936942284,21000,389.3134292781931,297.79523387970175,395.8447918609208,322.77382591325386,427.53576622725177,302.2433895998036,356.1300132650679,309.1224122833373,303.46629750856783,368.4661506509375,344.16636109779483,433.9664604106306,363.90773312369765,293.4527957369469,460.7386331893766,358.44963836191585,436.9800659887225,296.7049108566039,364.18882117264013,380.63836839520206,292.59958877353023,382.6859366827558,321.3382141809311,351.67003595641336,315.99588496675426,325.1371554988175
293.31573651371116,344.16636109779483,322.77382591325386,404.36886936942284,22000,389.3134292781931,302.2433895998036,395.8447918609208,325.1371554988175,427.53576622725177,303.46629750856783,358.44963836191585,315.99588496675426,309.1224122833373,368.4661506509375,351.67003595641336,433.9664604106306,363.90773312369765,296.7049108566039,460.7386331893766,359.5887056967771,436.9800659887225,297.79523387970175,364.18882117264013,380.63836839520206,293.4527957369469,382.6859366827558,322.3057142769647,356.1300132650679,321.3382141809311,327.7382224025951
296.7049108566039,351.67003595641336,327.7382224025951,404.36886936942284,23000,389.3134292781931,309.1224122833373,395.8447918609208,344.16636109779483,427.53576622725177,315.99588496675426,359.5887056967771,322.3057142769647,321.3382141809311,380.63836839520206,356.1300132650679,433.9664604106306,364.18882117264013,302.2433895998036,460.7386331893766,363.90773312369765,436.9800659887225,303.46629750856783,368.4661506509375,382.32880671890706,297.79523387970175,382.6859366827558,325.1371554988175,358.44963836191585,322.77382591325386,346.9302935530068
298.1092134619323,356.1300132650679,344.16636109779483,404.36886936942284,24000,395.8447918609208,315.99588496675426,401.4214583181248,346.9302935530068,427.53576622725177,321.3382141809311,363.90773312369765,322.77382591325386,322.3057142769647,382.32880671890706,358.44963836191585,433.9664604106306,368.4661506509375,303.46629750856783,460.7386331893766,364.18882117264013,436.9800659887225,309.1224122833373,380.63836839520206,382.6859366827558,302.2433895998036,389.3134292781931,327.7382224025951,359.5887056967771,325.1371554988175,351.67003595641336
302.2433895998036,356.1300132650679,344.16636109779483,404.36886936942284,25000,395.8447918609208,321.3382141809311,401.4214583181248,346.9302935530068,427.53576622725177,322.3057142769647,363.90773312369765,325.1371554988175,322.77382591325386,382.32880671890706,358.44963836191585,433.9664604106306,368.4661506509375,309.1224122833373,460.7386331893766,364.18882117264013,436.9800659887225,315.99588496675426,380.63836839520206,382.6859366827558,303.46629750856783,389.3134292781931,343.06245240270897,359.5887056967771,327.7382224025951,351.67003595641336
309.1224122833373,358.44963836191585,351.67003595641336,404.36886936942284,26000,395.8447918609208,322.77382591325386,401.4214583181248,356.1300132650679,427.53576622725177,325.1371554988175,364.18882117264013,343.06245240270897,327.7382224025951,382.6859366827558,359.5887056967771,433.9664604106306,380.63836839520206,321.3382141809311,460.7386331893766,368.4661506509375,436.9800659887225,322.3057142769647,382.32880671890706,383.7650908638914,315.99588496675426,389.3134292781931,346.9302935530068,363.90773312369765,344.16636109779483,357.08146512663586
315.99588496675426,359.5887056967771,356.1300132650679,409.09113115744685,27000,401.4214583181248,325.1371554988175,404.36886936942284,357.08146512663586,427.53576622725177,327.7382224025951,368.4661506509375,344.16636109779483,343.06245240270897,383.7650908638914,363.90773312369765,433.9664604106306,382.32880671890706,322.3057142769647,460.7386331893766,380.63836839520206,436.9800659887225,322.77382591325386,382.6859366827558,389.3134292781931,321.3382141809311,395.8447918609208,351.67003595641336,364.18882117264013,346.9302935530068,358.44963836191585
322.3057142769647,363.90773312369765,357.08146512663586,409.09113115744685,28000,401.4214583181248,343.06245240270897,404.36886936942284,358.44963836191585,427.53576622725177,344.16636109779483,380.63836839520206,351.67003595641336,346.9302935530068,389.3134292781931,364.18882117264013,433.9664604106306,382.6859366827558,325.1371554988175,460.7386331893766,382.32880671890706,436.9800659887225,327.7382224025951,383.7650908638914,395.8447918609208,322.77382591325386,399.10091386577955,356.1300132650679,368.4661506509375,354.3081955379422,359.5887056967771
325.1371554988175,364.18882117264013,358.44963836191585,410.0997355277776,29000,404.36886936942284,344.16636109779483,409.09113115744685,359.5887056967771,427.53576622725177,346.9302935530068,382.32880671890706,354.3081955379422,351.67003595641336,395.8447918609208,368.4661506509375,433.9664604106306,383.7650908638914,342.9043478096243,460.7386331893766,382.6859366827558,436.9800659887225,343.06245240270897,389.3134292781931,399.10091386577955,327.7382224025951,401.4214583181248,357.08146512663586,380.63836839520206,356.1300132650679,363.90773312369765
327.7382224025951,364.18882117264013,358.44963836191585,410.0997355277776,30000,404.36886936942284,344.16636109779483,409.09113115744685,359.5887056967771,427.53576622725177,346.9302935530068,382.32880671890706,354.3081955379422,351.67003595641336,395.8447918609208,368.4661506509375,433.9664604106306,383.7650908638914,342.9043478096243,460.7386331893766,382.6859366827558,436.9800659887225,343.06245240270897,389.3134292781931,399.10091386577955,339.56567734788865,401.4214583181248,357.08146512663586,380.63836839520206,356.1300132650679,363.90773312369765
339.56567734788865,364.18882117264013,358.44963836191585,410.0997355277776,31000,404.36886936942284,344.16636109779483,409.09113115744685,359.5887056967771,427.53576622725177,346.9302935530068,382.32880671890706,354.3081955379422,351.67003595641336,395.8447918609208,368.4661506509375,433.9664604106306,383.7650908638914,342.9043478096243,460.7386331893766,382.6859366827558,436.9800659887225,343.06245240270897,389.3134292781931,399.10091386577955,339.6297122694602,401.4214583181248,357.08146512663586,380.63836839520206,356.1300132650679,363.90773312369765
339.6297122694602,364.18882117264013,358.44963836191585,410.0997355277776,32000,404.36886936942284,344.9527025522632,409.09113115744685,359.5887056967771,427.53576622725177,346.9302935530068,382.32880671890706,354.3081955379422,351.67003595641336,395.8447918609208,368.4661506509375,433.9664604106306,383.7650908638914,343.06245240270897,460.7386331893766,382.6859366827558,436.9800659887225,344.16636109779483,389.3134292781931,399.10091386577955,342.9043478096243,401.4214583181248,357.08146512663586,380.63836839520206,356.1300132650679,363.90773312369765
339.6297122694602,364.18882117264013,358.44963836191585,410.0997355277776,33000,404.36886936942284,344.9527025522632,409.09113115744685,359.5887056967771,427.53576622725177,346.9302935530068,382.32880671890706,354.3081955379422,351.67003595641336,395.8447918609208,368.4661506509375,433.9664604106306,383.7650908638914,343.06245240270897,460.7386331893766,382.6859366827558,436.9800659887225,344.16636109779483,389.3134292781931,399.10091386577955,342.9043478096243,401.4214583181248,357.08146512663586,380.63836839520206,356.1300132650679,363.90773312369765
342.9043478096243,368.4661506509375,359.5887056967771,410.0997355277776,34000,404.36886936942284,346.9302935530068,409.09113115744685,363.90773312369765,427.53576622725177,351.67003595641336,382.32880671890706,356.1300132650679,354.3081955379422,395.8447918609208,376.1577436641932,433.9664604106306,383.7650908638914,344.16636109779483,460.7386331893766,382.6859366827558,436.9800659887225,344.9527025522632,389.3134292781931,399.10091386577955,343.06245240270897,401.4214583181248,358.44963836191585,380.63836839520206,357.08146512663586,364.18882117264013
343.06245240270897,376.1577436641932,363.90773312369765,410.0997355277776,35000,404.36886936942284,351.67003595641336,409.09113115744685,364.18882117264013,427.53576622725177,354.3081955379422,382.6859366827558,357.08146512663586,356.1300132650679,395.8447918609208,380.63836839520206,433.9664604106306,389.3134292781931,344.9527025522632,460.7386331893766,383.7650908638914,436.9800659887225,346.9302935530068,390.1280018788872,399.10091386577955,344.16636109779483,401.4214583181248,359.5887056967771,382.32880671890706,358.44963836191585,368.4661506509375
343.06245240270897,376.1577436641932,363.90773312369765,410.0997355277776,36000,404.36886936942284,351.67003595641336,409.09113115744685,364.18882117264013,427.53576622725177,354.3081955379422,382.6859366827558,357.08146512663586,356.1300132650679,395.8447918609208,380.63836839520206,433.9664604106306,389.3134292781931,344.9527025522632,460.7386331893766,383.7650908638914,436.9800659887225,346.9302935530068,390.1280018788872,399.10091386577955,344.16636109779483,401.4214583181248,359.5887056967771,382.32880671890706,358.44963836191585,368.4661506509375
343.06245240270897,376.1577436641932,363.90773312369765,410.0997355277776,37000,404.36886936942284,351.67003595641336,409.09113115744685,364.18882117264013,427.53576622725177,354.3081955379422,382.6859366827558,357.08146512663586,356.1300132650679,395.8447918609208,380.63836839520206,433.9664604106306,389.3134292781931,344.9527025522632,460.7386331893766,383.7650908638914,436.9800659887225,346.9302935530068,390.1280018788872,399.10091386577955,344.16636109779483,401.4214583181248,359.5887056967771,382.32880671890706,358.44963836191585,368.4661506509375
343.06245240270897,376.1577436641932,363.90773312369765,410.0997355277776,38000,404.36886936942284,351.67003595641336,409.09113115744685,364.18882117264013,427.53576622725177,354.3081955379422,382.6859366827558,357.08146512663586,356.1300132650679,395.8447918609208,380.63836839520206,433.9664604106306,389.3134292781931,344.9527025522632,460.7386331893766,383.7650908638914,436.9800659887225,346.9302935530068,390.1280018788872,399.10091386577955,344.16636109779483,401.4214583181248,359.5887056967771,382.32880671890706,358.44963836191585,368.4661506509375
344.16636109779483,376.1577436641932,364.18882117264013,410.0997355277776,39000,404.36886936942284,354.3081955379422,409.09113115744685,367.3373949213373,427.53576622725177,356.1300132650679,382.6859366827558,358.44963836191585,357.08146512663586,395.8447918609208,380.63836839520206,433.9664604106306,389.3134292781931,346.9302935530068,460.7386331893766,383.7650908638914,436.9800659887225,351.67003595641336,390.1280018788872,399.10091386577955,344.9527025522632,401.4214583181248,363.90773312369765,382.32880671890706,359.5887056967771,368.4661506509375
344.16636109779483,376.1577436641932,364.18882117264013,410.0997355277776,40000,404.36886936942284,354.3081955379422,409.09113115744685,367.3373949213373,427.53576622725177,356.1300132650679,382.6859366827558,358.44963836191585,357.08146512663586,395.8447918609208,380.63836839520206,433.9664604106306,389.3134292781931,346.9302935530068,460.7386331893766,383.7650908638914,436.9800659887225,351.67003595641336,390.1280018788872,399.10091386577955,344.9527025522632,401.4214583181248,363.90773312369765,382.32880671890706,359.5887056967771,368.4661506509375
344.16636109779483,376.1577436641932,364.18882117264013,410.0997355277776,41000,404.36886936942284,354.3081955379422,409.09113115744685,367.3373949213373,427.53576622725177,356.1300132650679,382.6859366827558,358.44963836191585,357.08146512663586,395.8447918609208,380.63836839520206,433.9664604106306,389.3134292781931,346.9302935530068,460.7386331893766,383.7650908638914,436.9800659887225,351.67003595641336,390.1280018788872,399.10091386577955,344.9527025522632,401.4214583181248,363.90773312369765,382.32880671890706,359.5887056967771,368.4661506509375
344.16636109779483,376.1577436641932,364.18882117264013,410.0997355277776,42000,404.36886936942284,354.3081955379422,409.09113115744685,367.3373949213373,427.53576622725177,356.1300132650679,382.6859366827558,358.44963836191585,357.08146512663586,395.8447918609208,380.63836839520206,433.9664604106306,389.3134292781931,346.9302935530068,460.7386331893766,383.7650908638914,436.9800659887225,351.67003595641336,390.1280018788872,399.10091386577955,344.9527025522632,401.4214583181248,363.90773312369765,382.32880671890706,359.5887056967771,368.4661506509375
344.9527025522632,380.63836839520206,367.3373949213373,427.53576622725177,43000,409.09113115744685,356.1300132650679,410.0997355277776,368.4661506509375,433.9664604106306,357.08146512663586,383.7650908638914,359.5887056967771,358.44963836191585,399.10091386577955,382.32880671890706,435.171234401619,390.1280018788872,351.67003595641336,460.7386331893766,389.3134292781931,436.9800659887225,354.3081955379422,395.8447918609208,401.4214583181248,346.9302935530068,404.36886936942284,364.18882117264013,382.6859366827558,363.90773312369765,376.1577436641932
344.9527025522632,380.63836839520206,367.3373949213373,427.53576622725177,44000,409.09113115744685,356.1300132650679,410.0997355277776,368.4661506509375,433.9664604106306,357.08146512663586,383.7650908638914,359.5887056967771,358.44963836191585,399.10091386577955,382.32880671890706,435.171234401619,390.1280018788872,351.67003595641336,460.7386331893766,389.3134292781931,436.9800659887225,354.3081955379422,395.8447918609208,401.4214583181248,346.9302935530068,404.36886936942284,364.18882117264013,382.6859366827558,363.90773312369765,376.1577436641932
344.9527025522632,380.63836839520206,367.3373949213373,427.53576622725177,45000,409.09113115744685,356.1300132650679,410.0997355277776,368.4661506509375,433.9664604106306,357.08146512663586,383.7650908638914,359.5887056967771,358.44963836191585,399.10091386577955,382.32880671890706,435.171234401619,390.1280018788872,351.67003595641336,460.7386331893766,389.3134292781931,436.9800659887225,354.3081955379422,395.8447918609208,401.4214583181248,346.9302935530068,404.36886936942284,364.18882117264013,382.6859366827558,363.90773312369765,376.1577436641932
344.9527025522632,380.63836839520206,367.3373949213373,427.53576622725177,46000,409.09113115744685,356.1300132650679,410.0997355277776,368.4661506509375,433.9664604106306,357.08146512663586,383.7650908638914,359.5887056967771,358.44963836191585,399.10091386577955,382.32880671890706,435.171234401619,390.1280018788872,351.67003595641336,460.7386331893766,389.3134292781931,436.9800659887225,354.3081955379422,395.8447918609208,401.4214583181248,346.9302935530068,404.36886936942284,364.18882117264013,382.6859366827558,363.90773312369765,376.1577436641932
346.9302935530068,382.32880671890706,368.4661506509375,427.53576622725177,47000,409.09113115744685,357.08146512663586,410.0997355277776,376.1577436641932,433.9664604106306,358.44963836191585,389.3134292781931,363.90773312369765,359.5887056967771,399.10091386577955,382.6859366827558,435.171234401619,395.8447918609208,354.3081955379422,460.7386331893766,390.1280018788872,436.9800659887225,356.1300132650679,397.366553009827,401.4214583181248,351.67003595641336,404.36886936942284,367.3373949213373,383.7650908638914,364.18882117264013,380.63836839520206
346.9302935530068,382.32880671890706,368.4661506509375,427.53576622725177,48000,409.09113115744685,357.08146512663586,410.0997355277776,376.1577436641932,433.9664604106306,358.44963836191585,389.3134292781931,363.90773312369765,359.5887056967771,399.10091386577955,382.6859366827558,435.171234401619,395.8447918609208,354.3081955379422,460.7386331893766,390.1280018788872,436.9800659887225,356.1300132650679,397.366553009827,401.4214583181248,351.67003595641336,404.36886936942284,367.3373949213373,383.7650908638914,364.18882117264013,380.63836839520206
346.9302935530068,382.32880671890706,368.4661506509375,427.53576622725177,49000,409.09113115744685,357.08146512663586,410.0997355277776,376.1577436641932,433.9664604106306,358.44963836191585,389.3134292781931,363.90773312369765,359.5887056967771,399.10091386577955,382.6859366827558,435.171234401619,395.8447918609208,354.3081955379422,460.7386331893766,390.1280018788872,436.9800659887225,356.1300132650679,397.366553009827,401.4214583181248,351.67003595641336,404.36886936942284,367.3373949213373,383.7650908638914,364.18882117264013,380.63836839520206
351.67003595641336,382.5018182314109,376.1577436641932,427.53576622725177,50000,409.09113115744685,358.44963836191585,410.0997355277776,380.63836839520206,433.9664604106306,359.5887056967771,389.3134292781931,364.18882117264013,363.90773312369765,399.10091386577955,382.6859366827558,435.171234401619,395.8447918609208,356.1300132650679,460.7386331893766,390.1280018788872,436.9800659887225,357.08146512663586,397.366553009827,401.4214583181248,354.3081955379422,404.36886936942284,368.4661506509375,383.7650908638914,367.3373949213373,382.32880671890706
351.67003595641336,382.5018182314109,376.1577436641932,427.53576622725177,51000,409.09113115744685,358.44963836191585,410.0997355277776,380.63836839520206,433.9664604106306,359.5887056967771,389.3134292781931,364.18882117264013,363.90773312369765,399.10091386577955,382.6859366827558,435.171234401619,395.8447918609208,356.1300132650679,460.7386331893766,390.1280018788872,436.9800659887225,357.08146512663586,397.366553009827,401.4214583181248,354.3081955379422,404.36886936942284,368.4661506509375,383.7650908638914,367.3373949213373,382.32880671890706
351.67003595641336,382.5018182314109,376.1577436641932,427.53576622725177,52000,409.09113115744685,358.44963836191585,410.0997355277776,380.63836839520206,433.9664604106306,359.5887056967771,389.3134292781931,364.18882117264013,363.90773312369765,399.10091386577955,382.6859366827558,435.171234401619,395.8447918609208,356.1300132650679,460.7386331893766,390.1280018788872,436.9800659887225,357.08146512663586,397.366553009827,401.4214583181248,354.3081955379422,404.36886936942284,368.4661506509375,383.7650908638914,367.3373949213373,382.32880671890706
351.67003595641336,382.5018182314109,376.1577436641932,427.53576622725177,53000,409.09113115744685,358.44963836191585,410.0997355277776,380.63836839520206,433.9664604106306,359.5887056967771,389.3134292781931,364.18882117264013,363.90773312369765,399.10091386577955,382.6859366827558,435.171234401619,395.8447918609208,356.1300132650679,460.7386331893766,390.1280018788872,436.9800659887225,357.08146512663586,397.366553009827,401.4214583181248,354.3081955379422,404.36886936942284,368.4661506509375,383.7650908638914,367.3373949213373,382.32880671890706
351.67003595641336,382.5018182314109,376.1577436641932,427.53576622725177,54000,409.09113115744685,358.44963836191585,410.0997355277776,380.63836839520206,433.9664604106306,359.5887056967771,389.3134292781931,364.18882117264013,363.90773312369765,399.10091386577955,382.6859366827558,435.171234401619,395.8447918609208,356.1300132650679,460.7386331893766,390.1280018788872,436.9800659887225,357.08146512663586,397.366553009827,401.4214583181248,354.3081955379422,404.36886936942284,368.4661506509375,383.7650908638914,367.3373949213373,382.32880671890706
351.67003595641336,382.5018182314109,376.1577436641932,427.53576622725177,55000,409.09113115744685,358.44963836191585,410.0997355277776,380.63836839520206,433.9664604106306,359.5887056967771,389.3134292781931,364.18882117264013,363.90773312369765,399.10091386577955,382.6859366827558,435.171234401619,395.8447918609208,356.1300132650679,460.7386331893766,390.1280018788872,436.9800659887225,357.08146512663586,397.366553009827,401.4214583181248,354.3081955379422,404.36886936942284,368.4661506509375,383.7650908638914,367.3373949213373,382.32880671890706
351.67003595641336,382.5018182314109,376.1577436641932,427.53576622725177,56000,409.09113115744685,358.44963836191585,410.0997355277776,380.63836839520206,433.9664604106306,359.5887056967771,389.3134292781931,364.18882117264013,363.90773312369765,399.10091386577955,382.6859366827558,435.171234401619,395.8447918609208,356.1300132650679,460.7386331893766,390.1280018788872,436.9800659887225,357.08146512663586,397.366553009827,401.4214583181248,354.3081955379422,404.36886936942284,368.4661506509375,383.7650908638914,367.3373949213373,382.32880671890706
