reward 5,reward 1,reward 2,reward 0,reward 9,reward 7,reward 6,reward 8,reward 4,reward 3,StepNum
1263.456330961635,1341.9294543979465,1317.4117660092293,1399.8989336604645,1145.0859879926797,1183.6013172108917,1224.1288355618376,1172.6745780600345,1280.5462177790173,1306.6839467858883,1000
1317.4117660092293,1435.6406785397958,1399.8989336604645,1514.206632268079,1263.456330961635,1304.342441816655,1306.6839467858883,1280.5462177790173,1337.0852684370968,1341.9294543979465,2000
1364.0879228796969,1502.7225285833424,1435.6406785397958,1514.206632268079,1315.7627787488657,1337.0852684370968,1341.9294543979465,1317.4117660092293,1399.8989336604645,1404.8557941496779,3000
1404.8557941496779,1502.7225285833424,1443.0742695454862,1514.206632268079,1341.9294543979465,1364.0879228796969,1399.8989336604645,1349.7828948821466,1435.6406785397958,1442.628259193818,4000
1435.6406785397958,1502.7225285833424,1499.5363061094477,1514.206632268079,1376.6879444661458,1404.8557941496779,1413.118274987447,1399.8989336604645,1442.628259193818,1443.0742695454862,5000
1443.0742695454862,1504.4852219314084,1502.7225285833424,1514.206632268079,1404.8557941496779,1435.6406785397958,1442.628259193818,1413.118274987447,1484.479876313831,1499.5363061094477,6000
1484.3445450371792,1504.4852219314084,1502.7225285833424,1514.206632268079,1435.6406785397958,1443.0742695454862,1448.3383527174492,1442.628259193818,1484.479876313831,1499.5363061094477,7000
1484.479876313831,1514.206632268079,1504.4852219314084,1514.4353221146805,1442.628259193818,1448.3383527174492,1484.3445450371792,1443.0742695454862,1499.5363061094477,1502.7225285833424,8000
1502.7225285833424,1517.941127143471,1514.4353221146805,1540.2654653744773,1448.3383527174492,1484.479876313831,1499.5363061094477,1484.3445450371792,1504.4852219314084,1514.206632268079,9000
1504.4852219314084,1540.2654653744773,1517.941127143471,1606.3163456162836,1484.3445450371792,1499.5363061094477,1502.7225285833424,1484.479876313831,1514.206632268079,1514.4353221146805,10000
1504.4852219314084,1540.2654653744773,1517.941127143471,1606.3163456162836,1484.479876313831,1499.5363061094477,1502.7225285833424,1499.0021570777474,1514.206632268079,1514.4353221146805,11000
1504.4852219314084,1540.2654653744773,1517.941127143471,1606.3163456162836,1484.479876313831,1499.5363061094477,1502.7225285833424,1499.0021570777474,1514.206632268079,1514.4353221146805,12000
1504.4852219314084,1540.2654653744773,1517.941127143471,1606.3163456162836,1484.479876313831,1499.5363061094477,1502.7225285833424,1499.0021570777474,1514.206632268079,1514.4353221146805,13000
1504.4852219314084,1540.2654653744773,1517.941127143471,1606.3163456162836,1484.479876313831,1499.5363061094477,1502.7225285833424,1499.0021570777474,1514.206632268079,1514.4353221146805,14000
1504.4852219314084,1540.2654653744773,1517.941127143471,1606.3163456162836,1484.479876313831,1499.5363061094477,1502.7225285833424,1499.0021570777474,1514.206632268079,1514.4353221146805,15000
1504.4852219314084,1540.2654653744773,1517.941127143471,1606.3163456162836,1492.7911070398513,1499.5363061094477,1502.7225285833424,1499.0021570777474,1514.206632268079,1514.4353221146805,16000
1504.4852219314084,1540.2654653744773,1517.941127143471,1606.3163456162836,1492.7911070398513,1499.5363061094477,1502.7225285833424,1499.0021570777474,1514.206632268079,1514.4353221146805,17000
1514.206632268079,1555.4023558246292,1540.2654653744773,1606.3163456162836,1499.0021570777474,1502.7225285833424,1504.4852219314084,1499.5363061094477,1514.4353221146805,1517.941127143471,18000
1514.206632268079,1555.4023558246292,1540.2654653744773,1606.3163456162836,1499.0021570777474,1502.7225285833424,1504.4852219314084,1499.5363061094477,1514.4353221146805,1517.941127143471,19000
1514.206632268079,1555.4023558246292,1540.2654653744773,1606.3163456162836,1499.0021570777474,1502.7225285833424,1504.4852219314084,1499.5363061094477,1514.4353221146805,1517.941127143471,20000
1514.206632268079,1555.4023558246292,1540.2654653744773,1606.3163456162836,1499.0021570777474,1502.7225285833424,1504.4852219314084,1499.5363061094477,1514.4353221146805,1517.941127143471,21000
1514.206632268079,1555.4023558246292,1540.2654653744773,1606.3163456162836,1499.0021570777474,1502.7225285833424,1504.4852219314084,1499.5363061094477,1514.4353221146805,1517.941127143471,22000
1514.206632268079,1555.4023558246292,1540.2654653744773,1606.3163456162836,1499.0021570777474,1502.7225285833424,1504.4852219314084,1499.5363061094477,1514.4353221146805,1517.941127143471,23000
1514.206632268079,1555.4023558246292,1540.2654653744773,1606.3163456162836,1499.0021570777474,1502.7225285833424,1504.4852219314084,1499.5363061094477,1514.4353221146805,1517.941127143471,24000
1514.206632268079,1555.4023558246292,1540.2654653744773,1606.3163456162836,1499.0021570777474,1502.7225285833424,1504.4852219314084,1499.5363061094477,1514.4353221146805,1517.941127143471,25000
1514.206632268079,1555.4023558246292,1540.2654653744773,1606.3163456162836,1499.0021570777474,1502.7225285833424,1504.4852219314084,1499.5363061094477,1514.4353221146805,1517.941127143471,26000
1514.4353221146805,1555.4023558246292,1544.9581458099076,1606.3163456162836,1499.5363061094477,1504.4852219314084,1514.206632268079,1502.7225285833424,1517.941127143471,1540.2654653744773,27000
1514.4353221146805,1555.4023558246292,1544.9581458099076,1606.3163456162836,1501.6527068852733,1504.4852219314084,1514.206632268079,1502.7225285833424,1517.941127143471,1540.2654653744773,28000
1514.4353221146805,1555.4023558246292,1544.9581458099076,1606.3163456162836,1501.6527068852733,1504.4852219314084,1514.206632268079,1502.7225285833424,1517.941127143471,1540.2654653744773,29000
1519.5122808543993,1555.4023558246292,1555.1580977707679,1606.3163456162836,1504.4852219314084,1514.4353221146805,1517.941127143471,1514.206632268079,1540.2654653744773,1544.9581458099076,30000
1519.5122808543993,1555.4023558246292,1555.1580977707679,1606.3163456162836,1504.4852219314084,1514.4353221146805,1517.941127143471,1514.206632268079,1540.2654653744773,1544.9581458099076,31000
1519.5122808543993,1555.4023558246292,1555.1580977707679,1606.3163456162836,1504.4852219314084,1514.4353221146805,1517.941127143471,1514.206632268079,1540.2654653744773,1544.9581458099076,32000
1519.5122808543993,1555.4023558246292,1555.1580977707679,1606.3163456162836,1513.4028609198704,1514.4353221146805,1517.941127143471,1514.206632268079,1540.2654653744773,1544.9581458099076,33000
1531.7164027678764,1555.4023558246292,1555.1580977707679,1606.3163456162836,1514.206632268079,1517.941127143471,1519.5122808543993,1514.4353221146805,1540.2654653744773,1544.9581458099076,34000
1531.7164027678764,1555.4023558246292,1555.1580977707679,1606.3163456162836,1514.206632268079,1517.941127143471,1519.5122808543993,1514.4353221146805,1540.2654653744773,1544.9581458099076,35000
1531.7164027678764,1555.4023558246292,1555.1580977707679,1606.3163456162836,1514.206632268079,1517.941127143471,1519.5122808543993,1514.4353221146805,1540.2654653744773,1544.9581458099076,36000
1531.7164027678764,1555.4023558246292,1555.1580977707679,1606.3163456162836,1514.206632268079,1517.941127143471,1519.5122808543993,1514.4353221146805,1540.2654653744773,1544.9581458099076,37000
1540.2654653744773,1555.4023558246292,1555.1580977707679,1606.3163456162836,1514.4353221146805,1519.5122808543993,1531.7164027678764,1517.941127143471,1544.9581458099076,1547.3517151279098,38000
1540.2654653744773,1555.4023558246292,1555.1580977707679,1606.3163456162836,1514.4353221146805,1519.5122808543993,1531.7164027678764,1517.941127143471,1544.9581458099076,1547.3517151279098,39000
1540.2654653744773,1555.4023558246292,1555.1580977707679,1606.3163456162836,1514.4353221146805,1519.5122808543993,1531.7164027678764,1517.941127143471,1544.9581458099076,1547.3517151279098,40000
1540.2654653744773,1555.4023558246292,1555.1580977707679,1606.3163456162836,1514.4353221146805,1519.5122808543993,1531.7164027678764,1517.941127143471,1544.9581458099076,1547.3517151279098,41000
1540.8304214341078,1555.4023558246292,1555.1580977707679,1606.3163456162836,1517.941127143471,1531.7164027678764,1540.2654653744773,1519.5122808543993,1544.9581458099076,1547.3517151279098,42000
1540.8304214341078,1555.4023558246292,1555.1580977707679,1606.3163456162836,1517.941127143471,1531.7164027678764,1540.2654653744773,1519.5122808543993,1544.9581458099076,1547.3517151279098,43000
1540.8304214341078,1555.4023558246292,1555.1580977707679,1606.3163456162836,1517.941127143471,1531.7164027678764,1540.2654653744773,1519.5122808543993,1544.9581458099076,1547.3517151279098,44000
1540.8304214341078,1555.4023558246292,1555.1580977707679,1606.3163456162836,1517.941127143471,1531.7164027678764,1540.2654653744773,1519.5122808543993,1544.9581458099076,1547.3517151279098,45000
1540.8304214341078,1555.4023558246292,1555.1580977707679,1606.3163456162836,1517.941127143471,1531.7164027678764,1540.2654653744773,1519.5122808543993,1544.9581458099076,1547.3517151279098,46000
1540.8304214341078,1555.4023558246292,1555.1580977707679,1606.3163456162836,1519.5122808543993,1531.7164027678764,1540.2654653744773,1520.9445330196563,1544.9581458099076,1547.3517151279098,47000
1540.8304214341078,1555.4023558246292,1555.1580977707679,1606.3163456162836,1519.5122808543993,1531.7164027678764,1540.2654653744773,1520.9445330196563,1544.9581458099076,1547.3517151279098,48000
1540.8304214341078,1555.4023558246292,1555.1580977707679,1606.3163456162836,1519.5122808543993,1531.7164027678764,1540.2654653744773,1520.9445330196563,1544.9581458099076,1547.3517151279098,49000
1544.9581458099076,1555.4023558246292,1555.1580977707679,1606.3163456162836,1520.9445330196563,1540.2654653744773,1540.8304214341078,1531.7164027678764,1546.88738243828,1547.3517151279098,50000
1544.9581458099076,1555.4023558246292,1555.1580977707679,1606.3163456162836,1520.9445330196563,1540.2654653744773,1540.8304214341078,1531.7164027678764,1546.88738243828,1547.3517151279098,51000
1544.9581458099076,1555.4023558246292,1555.1580977707679,1606.3163456162836,1520.9445330196563,1540.2654653744773,1540.8304214341078,1531.7164027678764,1546.88738243828,1547.3517151279098,52000
1544.9581458099076,1555.4023558246292,1555.1580977707679,1606.3163456162836,1531.7164027678764,1540.8304214341078,1541.4244869588451,1540.2654653744773,1546.88738243828,1547.3517151279098,53000
1544.9581458099076,1555.4023558246292,1555.1580977707679,1606.3163456162836,1531.7164027678764,1540.8304214341078,1541.4244869588451,1540.2654653744773,1546.88738243828,1547.3517151279098,54000
1544.9581458099076,1555.4023558246292,1555.1580977707679,1606.3163456162836,1531.7164027678764,1540.8304214341078,1541.4244869588451,1540.2654653744773,1546.88738243828,1547.3517151279098,55000
1544.9581458099076,1555.4023558246292,1555.1580977707679,1606.3163456162836,1531.7164027678764,1540.8304214341078,1541.4244869588451,1540.2654653744773,1546.88738243828,1547.3517151279098,56000
1544.9581458099076,1555.4023558246292,1555.1580977707679,1606.3163456162836,1531.7164027678764,1540.8304214341078,1541.4244869588451,1540.2654653744773,1546.88738243828,1547.3517151279098,57000
1544.9581458099076,1555.4023558246292,1555.1580977707679,1606.3163456162836,1535.0196969670242,1540.8304214341078,1541.4244869588451,1540.2654653744773,1546.88738243828,1547.3517151279098,58000
1544.9581458099076,1555.4023558246292,1555.1580977707679,1606.3163456162836,1535.0196969670242,1540.8304214341078,1541.4244869588451,1540.2654653744773,1546.88738243828,1547.3517151279098,59000
1544.9581458099076,1555.4023558246292,1555.1580977707679,1606.3163456162836,1535.0196969670242,1540.8304214341078,1541.4244869588451,1540.2654653744773,1546.88738243828,1547.3517151279098,60000
1544.9581458099076,1555.4023558246292,1555.1580977707679,1606.3163456162836,1535.0196969670242,1540.8304214341078,1541.4244869588451,1540.2654653744773,1546.88738243828,1547.3517151279098,61000
1544.9581458099076,1555.4023558246292,1555.1580977707679,1606.3163456162836,1535.0196969670242,1540.8304214341078,1541.4244869588451,1540.2654653744773,1546.88738243828,1547.3517151279098,62000
1547.3517151279098,1590.426821231226,1582.4789180046023,1606.3163456162836,1540.8304214341078,1544.9581458099076,1546.88738243828,1541.4244869588451,1555.1580977707679,1555.4023558246292,63000
1547.3517151279098,1590.426821231226,1582.4789180046023,1606.3163456162836,1540.8304214341078,1544.9581458099076,1546.88738243828,1541.4244869588451,1555.1580977707679,1555.4023558246292,64000
1547.3517151279098,1590.426821231226,1582.4789180046023,1606.3163456162836,1540.8304214341078,1544.9581458099076,1546.88738243828,1541.4244869588451,1555.1580977707679,1555.4023558246292,65000
1547.3517151279098,1590.426821231226,1582.4789180046023,1606.3163456162836,1540.8304214341078,1544.9581458099076,1546.88738243828,1541.4244869588451,1555.1580977707679,1555.4023558246292,66000
