reward 15,reward 4,reward 5,reward 7,reward 22,reward 1,reward 25,reward 19,reward 6,reward 28,reward 20,reward 24,reward 8,reward 29,reward 23,reward 27,reward 10,reward 3,reward 14,reward 21,reward 13,reward 12,reward 9,reward 2,reward 11,reward 0,reward 17,reward 18,StepNum,reward 26,reward 16
204.2256410905695,240.23562240468056,228.7189831266801,216.87216334084246,197.98190215782216,264.1699171651725,194.92825875501242,200.64729830554901,219.69554679362764,191.30812875539303,200.6273673637632,197.46985828168627,216.76924226376192,191.27198953476633,197.69441437227266,194.65530501070276,213.2364932203032,255.57177282983372,205.5839154759831,199.81660717491036,209.16031372457124,211.54979515628372,214.60431059777085,258.64832947660426,211.91788906744142,343.7166753395228,201.4311051704535,200.79504417235353,37000,194.71535624982198,203.0757147685789
204.2256410905695,240.23562240468056,228.7189831266801,216.87216334084246,197.98190215782216,264.1699171651725,194.92825875501242,200.64729830554901,219.69554679362764,191.30812875539303,200.6273673637632,197.46985828168627,216.76924226376192,191.27198953476633,197.69441437227266,194.65530501070276,213.2364932203032,255.57177282983372,205.5839154759831,199.81660717491036,209.16031372457124,211.54979515628372,214.60431059777085,258.64832947660426,211.91788906744142,343.7166753395228,201.4311051704535,200.79504417235353,38000,194.71535624982198,203.0757147685789
204.2256410905695,240.23562240468056,228.7189831266801,216.87216334084246,198.57783963515112,264.1699171651725,197.46985828168627,200.64729830554901,219.69554679362764,194.65530501070276,200.6273673637632,197.69441437227266,216.76924226376192,191.30812875539303,197.98190215782216,194.71535624982198,213.2364932203032,255.57177282983372,205.5839154759831,199.81660717491036,209.16031372457124,211.54979515628372,214.60431059777085,258.64832947660426,211.91788906744142,343.7166753395228,201.4311051704535,200.79504417235353,39000,194.92825875501242,203.0757147685789
204.2256410905695,240.23562240468056,228.7189831266801,216.87216334084246,198.57783963515112,264.1699171651725,197.46985828168627,200.64729830554901,219.69554679362764,194.65530501070276,200.6273673637632,197.69441437227266,216.76924226376192,191.30812875539303,197.98190215782216,194.71535624982198,213.2364932203032,255.57177282983372,205.5839154759831,199.81660717491036,209.16031372457124,211.54979515628372,214.60431059777085,258.64832947660426,211.91788906744142,343.7166753395228,201.4311051704535,200.79504417235353,40000,194.92825875501242,203.0757147685789
204.2256410905695,240.23562240468056,228.7189831266801,216.87216334084246,198.57783963515112,264.1699171651725,197.46985828168627,200.64729830554901,219.69554679362764,194.65530501070276,200.6273673637632,197.69441437227266,216.76924226376192,191.30812875539303,197.98190215782216,194.71535624982198,213.2364932203032,255.57177282983372,205.5839154759831,199.81660717491036,209.16031372457124,211.54979515628372,214.60431059777085,258.64832947660426,211.91788906744142,343.7166753395228,201.4311051704535,200.79504417235353,41000,194.92825875501242,203.0757147685789
205.5839154759831,240.23562240468056,232.50176353937556,219.69554679362764,199.81660717491036,264.1699171651725,197.69441437227266,200.79504417235353,228.7189831266801,194.71535624982198,200.64729830554901,197.98190215782216,216.87216334084246,194.65530501070276,198.57783963515112,194.92825875501242,214.60431059777085,255.57177282983372,209.16031372457124,200.6273673637632,211.54979515628372,211.91788906744142,216.76924226376192,258.64832947660426,213.2364932203032,343.7166753395228,203.0757147685789,201.4311051704535,42000,197.46985828168627,204.2256410905695
209.16031372457124,255.57177282983372,240.23562240468056,228.7189831266801,200.6273673637632,266.77206080299175,197.98190215782216,201.4311051704535,232.50176353937556,194.92825875501242,200.79504417235353,198.57783963515112,219.69554679362764,194.71535624982198,199.81660717491036,197.46985828168627,216.76924226376192,258.64832947660426,211.54979515628372,200.64729830554901,211.91788906744142,213.2364932203032,216.87216334084246,264.1699171651725,214.60431059777085,343.7166753395228,204.2256410905695,203.0757147685789,43000,197.69441437227266,205.5839154759831
209.16031372457124,255.57177282983372,240.23562240468056,228.7189831266801,200.6273673637632,266.77206080299175,197.98190215782216,201.4311051704535,232.50176353937556,194.92825875501242,200.79504417235353,198.57783963515112,219.69554679362764,194.71535624982198,199.81660717491036,197.46985828168627,216.76924226376192,258.64832947660426,211.54979515628372,200.64729830554901,211.91788906744142,213.2364932203032,216.87216334084246,264.1699171651725,214.60431059777085,343.7166753395228,204.2256410905695,203.0757147685789,44000,197.69441437227266,205.5839154759831
209.16031372457124,255.57177282983372,240.23562240468056,228.7189831266801,200.6273673637632,266.77206080299175,197.98190215782216,201.4311051704535,232.50176353937556,194.92825875501242,200.79504417235353,198.57783963515112,219.69554679362764,194.71535624982198,199.81660717491036,197.46985828168627,216.76924226376192,258.64832947660426,211.54979515628372,200.64729830554901,211.91788906744142,213.2364932203032,216.87216334084246,264.1699171651725,214.60431059777085,343.7166753395228,204.2256410905695,203.0757147685789,45000,197.69441437227266,205.5839154759831
209.16031372457124,255.57177282983372,240.23562240468056,228.7189831266801,200.6273673637632,266.77206080299175,197.98190215782216,201.4311051704535,232.50176353937556,194.92825875501242,200.79504417235353,198.57783963515112,219.69554679362764,194.71535624982198,199.81660717491036,197.46985828168627,216.76924226376192,258.64832947660426,211.54979515628372,200.64729830554901,211.91788906744142,213.2364932203032,216.87216334084246,264.1699171651725,214.60431059777085,343.7166753395228,204.2256410905695,203.0757147685789,46000,197.69441437227266,205.5839154759831
211.54979515628372,255.57177282983372,240.87657951760616,232.50176353937556,201.4311051704535,266.77206080299175,200.6273673637632,205.5839154759831,240.23562240468056,197.98190215782216,204.2256410905695,200.64729830554901,228.7189831266801,197.69441437227266,200.79504417235353,198.57783963515112,216.87216334084246,258.64832947660426,211.91788906744142,203.0757147685789,213.2364932203032,214.60431059777085,219.69554679362764,264.1699171651725,216.76924226376192,343.7166753395228,209.16031372457124,206.5375678189489,47000,199.81660717491036,210.10272863132374
214.60431059777085,258.64832947660426,255.57177282983372,240.23562240468056,205.5839154759831,266.77206080299175,201.4311051704535,210.10272863132374,240.87657951760616,200.6273673637632,209.16031372457124,203.0757147685789,232.50176353937556,199.81660717491036,204.2256410905695,200.64729830554901,228.7189831266801,262.7439486407689,216.76924226376192,206.5375678189489,216.87216334084246,219.69554679362764,229.3391925624841,264.1699171651725,221.45182585686302,343.7166753395228,211.91788906744142,211.54979515628372,48000,200.79504417235353,213.2364932203032
216.87216334084246,258.64832947660426,255.57177282983372,244.2905069333416,209.16031372457124,266.77206080299175,204.2256410905695,211.91788906744142,254.29904576142877,200.79504417235353,211.54979515628372,205.5839154759831,240.87657951760616,200.64729830554901,206.5375678189489,201.4311051704535,232.50176353937556,262.7439486407689,219.69554679362764,210.10272863132374,221.45182585686302,228.7189831266801,240.23562240468056,264.1699171651725,229.3391925624841,343.7166753395228,214.60431059777085,213.2364932203032,49000,203.0757147685789,216.76924226376192
216.87216334084246,258.64832947660426,255.57177282983372,244.2905069333416,209.16031372457124,266.77206080299175,204.2256410905695,211.91788906744142,254.29904576142877,200.79504417235353,211.54979515628372,205.5839154759831,240.87657951760616,200.64729830554901,206.5375678189489,201.4311051704535,232.50176353937556,262.7439486407689,219.69554679362764,210.10272863132374,221.45182585686302,228.7189831266801,240.23562240468056,264.1699171651725,229.3391925624841,343.7166753395228,214.60431059777085,213.2364932203032,50000,203.0757147685789,216.76924226376192
217.7402294741197,258.64832947660426,255.57177282983372,244.2905069333416,210.10272863132374,266.77206080299175,205.5839154759831,213.2364932203032,254.29904576142877,201.4311051704535,211.91788906744142,206.5375678189489,240.87657951760616,200.79504417235353,209.16031372457124,203.0757147685789,232.50176353937556,262.7439486407689,219.69554679362764,211.54979515628372,221.45182585686302,228.7189831266801,240.23562240468056,264.1699171651725,229.3391925624841,343.7166753395228,216.76924226376192,214.60431059777085,51000,204.2256410905695,216.87216334084246
217.7402294741197,258.64832947660426,255.57177282983372,244.2905069333416,210.10272863132374,266.77206080299175,205.5839154759831,213.2364932203032,254.29904576142877,201.4311051704535,211.91788906744142,206.5375678189489,240.87657951760616,200.79504417235353,209.16031372457124,203.0757147685789,232.50176353937556,262.7439486407689,219.69554679362764,211.54979515628372,221.45182585686302,228.7189831266801,240.23562240468056,264.1699171651725,229.3391925624841,343.7166753395228,216.76924226376192,214.60431059777085,52000,204.2256410905695,216.87216334084246
217.7402294741197,258.64832947660426,255.57177282983372,244.2905069333416,210.10272863132374,266.77206080299175,205.5839154759831,213.2364932203032,254.29904576142877,201.4311051704535,211.91788906744142,206.5375678189489,240.87657951760616,200.79504417235353,209.16031372457124,203.0757147685789,232.50176353937556,262.7439486407689,219.69554679362764,211.54979515628372,221.45182585686302,228.7189831266801,240.23562240468056,264.1699171651725,229.3391925624841,343.7166753395228,216.76924226376192,214.60431059777085,53000,204.2256410905695,216.87216334084246
221.45182585686302,258.64832947660426,255.57177282983372,244.2905069333416,211.91788906744142,266.77206080299175,209.16031372457124,216.76924226376192,254.29904576142877,204.2256410905695,214.60431059777085,210.10272863132374,240.87657951760616,203.0757147685789,211.54979515628372,205.5839154759831,232.50176353937556,262.7439486407689,225.47833786678757,213.2364932203032,228.7189831266801,229.3391925624841,240.23562240468056,264.1699171651725,230.24305082913185,343.7166753395228,217.7402294741197,216.87216334084246,54000,206.5375678189489,219.69554679362764
221.45182585686302,258.64832947660426,255.57177282983372,244.2905069333416,211.91788906744142,266.77206080299175,209.16031372457124,216.76924226376192,254.29904576142877,204.2256410905695,214.60431059777085,210.10272863132374,240.87657951760616,203.0757147685789,211.54979515628372,205.5839154759831,232.50176353937556,262.7439486407689,225.47833786678757,213.2364932203032,228.7189831266801,229.3391925624841,240.23562240468056,264.1699171651725,230.24305082913185,343.7166753395228,217.7402294741197,216.87216334084246,55000,206.5375678189489,219.69554679362764
