reward 29,reward 22,reward 21,reward 2,reward 15,reward 23,reward 24,reward 19,reward 14,reward 1,reward 28,StepNum,reward 25,reward 20,reward 16,reward 3,reward 10,reward 0,reward 9,reward 7,reward 18,reward 8,reward 5,reward 12,reward 26,reward 13,reward 11,reward 6,reward 27,reward 17,reward 4
378.5569652073942,382.008199257664,382.707651583907,436.97123445188294,392.38225108803107,381.8522328216631,381.4932236224783,382.7778524438761,397.0377357626493,442.8151909748533,379.27430697625823,1608000,380.3243054419663,382.7081275842293,389.2389938534999,435.45120987351015,399.8653269533957,493.50767746503334,401.178321291526,416.47044879337653,384.7322363278444,410.44276166523,431.1876768872995,398.5042916585321,380.1360876920965,397.3114981609271,399.6691474129541,416.5976366056518,379.93775470563423,388.885396896826,434.55645480050714
378.5569652073942,382.008199257664,382.707651583907,436.97123445188294,392.38225108803107,381.8522328216631,381.4932236224783,382.7778524438761,397.0377357626493,442.8151909748533,379.27430697625823,1609000,380.3243054419663,382.7081275842293,389.2389938534999,435.45120987351015,399.8653269533957,493.50767746503334,401.178321291526,416.47044879337653,384.7322363278444,410.44276166523,431.1876768872995,398.5042916585321,380.1360876920965,397.3114981609271,399.6691474129541,416.5976366056518,379.93775470563423,388.885396896826,434.55645480050714
378.5569652073942,382.008199257664,382.707651583907,436.97123445188294,392.38225108803107,381.8522328216631,381.4932236224783,382.7778524438761,397.0377357626493,442.8151909748533,379.27430697625823,1610000,380.3243054419663,382.7081275842293,389.2389938534999,435.45120987351015,399.8653269533957,493.50767746503334,401.178321291526,416.47044879337653,384.7322363278444,410.44276166523,431.1876768872995,398.5042916585321,380.1360876920965,397.3114981609271,399.6691474129541,416.5976366056518,379.93775470563423,388.885396896826,434.55645480050714
378.5569652073942,382.008199257664,382.707651583907,436.97123445188294,392.38225108803107,381.8522328216631,381.4932236224783,382.7778524438761,397.0377357626493,442.8151909748533,379.27430697625823,1611000,380.3243054419663,382.7081275842293,389.2389938534999,435.45120987351015,399.8653269533957,493.50767746503334,401.178321291526,416.47044879337653,384.7322363278444,410.44276166523,431.1876768872995,398.5042916585321,380.1360876920965,397.3114981609271,399.6691474129541,416.5976366056518,379.93775470563423,388.885396896826,434.55645480050714
378.5569652073942,382.008199257664,382.707651583907,436.97123445188294,392.38225108803107,381.8522328216631,381.4932236224783,382.7778524438761,397.0377357626493,442.8151909748533,379.27430697625823,1612000,380.3243054419663,382.7081275842293,389.2389938534999,435.45120987351015,399.8653269533957,493.50767746503334,401.178321291526,416.47044879337653,384.7322363278444,410.44276166523,431.1876768872995,398.5042916585321,380.1360876920965,397.3114981609271,399.6691474129541,416.5976366056518,379.93775470563423,388.885396896826,434.55645480050714
378.5569652073942,382.008199257664,382.707651583907,436.97123445188294,392.38225108803107,381.8522328216631,381.4932236224783,382.7778524438761,397.0377357626493,442.8151909748533,379.27430697625823,1613000,380.3243054419663,382.7081275842293,389.2389938534999,435.45120987351015,399.8653269533957,493.50767746503334,401.178321291526,416.47044879337653,384.7322363278444,410.44276166523,431.1876768872995,398.5042916585321,380.1360876920965,397.3114981609271,399.6691474129541,416.5976366056518,379.93775470563423,388.885396896826,434.55645480050714
378.5569652073942,382.008199257664,382.707651583907,436.97123445188294,392.38225108803107,381.8522328216631,381.4932236224783,382.7778524438761,397.0377357626493,442.8151909748533,379.27430697625823,1614000,380.3243054419663,382.7081275842293,389.2389938534999,435.45120987351015,399.8653269533957,493.50767746503334,401.178321291526,416.47044879337653,384.7322363278444,410.44276166523,431.1876768872995,398.5042916585321,380.1360876920965,397.3114981609271,399.6691474129541,416.5976366056518,379.93775470563423,388.885396896826,434.55645480050714
378.5569652073942,382.008199257664,382.707651583907,436.97123445188294,392.38225108803107,381.8522328216631,381.4932236224783,382.7778524438761,397.0377357626493,442.8151909748533,379.27430697625823,1615000,380.3243054419663,382.7081275842293,389.2389938534999,435.45120987351015,399.8653269533957,493.50767746503334,401.178321291526,416.47044879337653,384.7322363278444,410.44276166523,431.1876768872995,398.5042916585321,380.1360876920965,397.3114981609271,399.6691474129541,416.5976366056518,379.93775470563423,388.885396896826,434.55645480050714
378.5569652073942,382.008199257664,382.707651583907,436.97123445188294,392.38225108803107,381.8522328216631,381.4932236224783,382.7778524438761,397.0377357626493,442.8151909748533,379.27430697625823,1616000,380.3243054419663,382.7081275842293,389.2389938534999,435.45120987351015,399.8653269533957,493.50767746503334,401.178321291526,416.47044879337653,384.7322363278444,410.44276166523,431.1876768872995,398.5042916585321,380.1360876920965,397.3114981609271,399.6691474129541,416.5976366056518,379.93775470563423,388.885396896826,434.55645480050714
378.5569652073942,382.008199257664,382.707651583907,436.97123445188294,392.38225108803107,381.8522328216631,381.4932236224783,382.7778524438761,397.0377357626493,442.8151909748533,379.27430697625823,1617000,380.3243054419663,382.7081275842293,389.2389938534999,435.45120987351015,399.8653269533957,493.50767746503334,401.178321291526,416.47044879337653,384.7322363278444,410.44276166523,431.1876768872995,398.5042916585321,380.1360876920965,397.3114981609271,399.6691474129541,416.5976366056518,379.93775470563423,388.885396896826,434.55645480050714
378.5569652073942,382.008199257664,382.707651583907,436.97123445188294,392.38225108803107,381.8522328216631,381.4932236224783,382.7778524438761,397.0377357626493,442.8151909748533,379.27430697625823,1618000,380.3243054419663,382.7081275842293,389.2389938534999,435.45120987351015,399.8653269533957,493.50767746503334,401.178321291526,416.47044879337653,384.7322363278444,410.44276166523,431.1876768872995,398.5042916585321,380.1360876920965,397.3114981609271,399.6691474129541,416.5976366056518,379.93775470563423,388.885396896826,434.55645480050714
378.5569652073942,382.008199257664,382.707651583907,436.97123445188294,392.38225108803107,381.8522328216631,381.4932236224783,382.7778524438761,397.0377357626493,442.8151909748533,379.27430697625823,1619000,380.3243054419663,382.7081275842293,389.2389938534999,435.45120987351015,399.8653269533957,493.50767746503334,401.178321291526,416.47044879337653,384.7322363278444,410.44276166523,431.1876768872995,398.5042916585321,380.1360876920965,397.3114981609271,399.6691474129541,416.5976366056518,379.93775470563423,388.885396896826,434.55645480050714
378.5569652073942,382.008199257664,382.707651583907,436.97123445188294,392.38225108803107,381.8522328216631,381.4932236224783,382.7778524438761,397.0377357626493,442.8151909748533,379.27430697625823,1620000,380.3243054419663,382.7081275842293,389.2389938534999,435.45120987351015,399.8653269533957,493.50767746503334,401.178321291526,416.47044879337653,384.7322363278444,410.44276166523,431.1876768872995,398.5042916585321,380.1360876920965,397.3114981609271,399.6691474129541,416.5976366056518,379.93775470563423,388.885396896826,434.55645480050714
378.5569652073942,382.008199257664,382.707651583907,436.97123445188294,392.38225108803107,381.8522328216631,381.4932236224783,382.7778524438761,397.0377357626493,442.8151909748533,379.27430697625823,1621000,380.3243054419663,382.7081275842293,389.2389938534999,435.45120987351015,399.8653269533957,493.50767746503334,401.178321291526,416.47044879337653,384.7322363278444,410.44276166523,431.1876768872995,398.5042916585321,380.1360876920965,397.3114981609271,399.6691474129541,416.5976366056518,379.93775470563423,388.885396896826,434.55645480050714
378.5569652073942,382.008199257664,382.707651583907,436.97123445188294,392.38225108803107,381.8522328216631,381.4932236224783,382.7778524438761,397.0377357626493,442.8151909748533,379.27430697625823,1622000,380.3243054419663,382.7081275842293,389.2389938534999,435.45120987351015,399.8653269533957,493.50767746503334,401.178321291526,416.47044879337653,384.7322363278444,410.44276166523,431.1876768872995,398.5042916585321,380.1360876920965,397.3114981609271,399.6691474129541,416.5976366056518,379.93775470563423,388.885396896826,434.55645480050714
378.5569652073942,382.008199257664,382.707651583907,436.97123445188294,392.38225108803107,381.8522328216631,381.4932236224783,382.7778524438761,397.0377357626493,442.8151909748533,379.27430697625823,1623000,380.3243054419663,382.7081275842293,389.2389938534999,435.45120987351015,399.8653269533957,493.50767746503334,401.178321291526,416.47044879337653,384.7322363278444,410.44276166523,431.1876768872995,398.5042916585321,380.1360876920965,397.3114981609271,399.6691474129541,416.5976366056518,379.93775470563423,388.885396896826,434.55645480050714
378.5569652073942,382.008199257664,382.707651583907,436.97123445188294,392.38225108803107,381.8522328216631,381.4932236224783,382.7778524438761,397.0377357626493,442.8151909748533,379.27430697625823,1624000,380.3243054419663,382.7081275842293,389.2389938534999,435.45120987351015,399.8653269533957,493.50767746503334,401.178321291526,416.47044879337653,384.7322363278444,410.44276166523,431.1876768872995,398.5042916585321,380.1360876920965,397.3114981609271,399.6691474129541,416.5976366056518,379.93775470563423,388.885396896826,434.55645480050714
378.5569652073942,382.008199257664,382.707651583907,436.97123445188294,392.38225108803107,381.8522328216631,381.4932236224783,382.7778524438761,397.0377357626493,442.8151909748533,379.27430697625823,1625000,380.3243054419663,382.7081275842293,389.2389938534999,435.45120987351015,399.8653269533957,493.50767746503334,401.178321291526,416.47044879337653,384.7322363278444,410.44276166523,431.1876768872995,398.5042916585321,380.1360876920965,397.3114981609271,399.6691474129541,416.5976366056518,379.93775470563423,388.885396896826,434.55645480050714
378.5569652073942,382.008199257664,382.707651583907,436.97123445188294,392.38225108803107,381.8522328216631,381.4932236224783,382.7778524438761,397.0377357626493,442.8151909748533,379.27430697625823,1626000,380.3243054419663,382.7081275842293,389.2389938534999,435.45120987351015,399.8653269533957,493.50767746503334,401.178321291526,416.47044879337653,384.7322363278444,410.44276166523,431.1876768872995,398.5042916585321,380.1360876920965,397.3114981609271,399.6691474129541,416.5976366056518,379.93775470563423,388.885396896826,434.55645480050714
378.5569652073942,382.008199257664,382.707651583907,436.97123445188294,392.38225108803107,381.8522328216631,381.4932236224783,382.7778524438761,397.0377357626493,442.8151909748533,379.27430697625823,1627000,380.3243054419663,382.7081275842293,389.2389938534999,435.45120987351015,399.8653269533957,493.50767746503334,401.178321291526,416.47044879337653,384.7322363278444,410.44276166523,431.1876768872995,398.5042916585321,380.1360876920965,397.3114981609271,399.6691474129541,416.5976366056518,379.93775470563423,388.885396896826,434.55645480050714
378.5569652073942,382.008199257664,382.707651583907,436.97123445188294,392.38225108803107,381.8522328216631,381.4932236224783,382.7778524438761,397.0377357626493,442.8151909748533,379.27430697625823,1628000,380.3243054419663,382.7081275842293,389.2389938534999,435.45120987351015,399.8653269533957,493.50767746503334,401.178321291526,416.47044879337653,384.7322363278444,410.44276166523,431.1876768872995,398.5042916585321,380.1360876920965,397.3114981609271,399.6691474129541,416.5976366056518,379.93775470563423,388.885396896826,434.55645480050714
378.5569652073942,382.008199257664,382.707651583907,436.97123445188294,392.38225108803107,381.8522328216631,381.4932236224783,382.7778524438761,397.0377357626493,442.8151909748533,379.27430697625823,1629000,380.3243054419663,382.7081275842293,389.2389938534999,435.45120987351015,399.8653269533957,493.50767746503334,401.178321291526,416.47044879337653,384.7322363278444,410.44276166523,431.1876768872995,398.5042916585321,380.1360876920965,397.3114981609271,399.6691474129541,416.5976366056518,379.93775470563423,388.885396896826,434.55645480050714
378.5569652073942,382.008199257664,382.707651583907,436.97123445188294,392.38225108803107,381.8522328216631,381.4932236224783,382.7778524438761,397.0377357626493,442.8151909748533,379.27430697625823,1630000,380.3243054419663,382.7081275842293,389.2389938534999,435.45120987351015,399.8653269533957,493.50767746503334,401.178321291526,416.47044879337653,384.7322363278444,410.44276166523,431.1876768872995,398.5042916585321,380.1360876920965,397.3114981609271,399.6691474129541,416.5976366056518,379.93775470563423,388.885396896826,434.55645480050714
378.5569652073942,382.008199257664,382.707651583907,436.97123445188294,392.38225108803107,381.8522328216631,381.4932236224783,382.7778524438761,397.0377357626493,442.8151909748533,379.27430697625823,1631000,380.3243054419663,382.7081275842293,389.2389938534999,435.45120987351015,399.8653269533957,493.50767746503334,401.178321291526,416.47044879337653,384.7322363278444,410.44276166523,431.1876768872995,398.5042916585321,380.1360876920965,397.3114981609271,399.6691474129541,416.5976366056518,379.93775470563423,388.885396896826,434.55645480050714
378.5569652073942,382.008199257664,382.707651583907,436.97123445188294,392.38225108803107,381.8522328216631,381.4932236224783,382.7778524438761,397.0377357626493,442.8151909748533,379.27430697625823,1632000,380.3243054419663,382.7081275842293,389.2389938534999,435.45120987351015,399.8653269533957,493.50767746503334,401.178321291526,416.47044879337653,384.7322363278444,410.44276166523,431.1876768872995,398.5042916585321,380.1360876920965,397.3114981609271,399.6691474129541,416.5976366056518,379.93775470563423,388.885396896826,434.55645480050714
378.5569652073942,382.008199257664,382.707651583907,436.97123445188294,392.38225108803107,381.8522328216631,381.4932236224783,382.7778524438761,397.0377357626493,442.8151909748533,379.27430697625823,1633000,380.3243054419663,382.7081275842293,389.2389938534999,435.45120987351015,399.8653269533957,493.50767746503334,401.178321291526,416.47044879337653,384.7322363278444,410.44276166523,431.1876768872995,398.5042916585321,380.1360876920965,397.3114981609271,399.6691474129541,416.5976366056518,379.93775470563423,388.885396896826,434.55645480050714
378.5569652073942,382.008199257664,382.707651583907,436.97123445188294,392.38225108803107,381.8522328216631,381.4932236224783,382.7778524438761,397.0377357626493,442.8151909748533,379.27430697625823,1634000,380.3243054419663,382.7081275842293,389.2389938534999,435.45120987351015,399.8653269533957,493.50767746503334,401.178321291526,416.47044879337653,384.7322363278444,410.44276166523,431.1876768872995,398.5042916585321,380.1360876920965,397.3114981609271,399.6691474129541,416.5976366056518,379.93775470563423,388.885396896826,434.55645480050714
378.5569652073942,382.008199257664,382.707651583907,436.97123445188294,392.38225108803107,381.8522328216631,381.4932236224783,382.7778524438761,397.0377357626493,442.8151909748533,379.27430697625823,1635000,380.3243054419663,382.7081275842293,389.2389938534999,435.45120987351015,399.8653269533957,493.50767746503334,401.178321291526,416.47044879337653,384.7322363278444,410.44276166523,431.1876768872995,398.5042916585321,380.1360876920965,397.3114981609271,399.6691474129541,416.5976366056518,379.93775470563423,388.885396896826,434.55645480050714
378.5569652073942,382.008199257664,382.707651583907,436.97123445188294,392.38225108803107,381.8522328216631,381.4932236224783,382.7778524438761,397.0377357626493,442.8151909748533,379.27430697625823,1636000,380.3243054419663,382.7081275842293,389.2389938534999,435.45120987351015,399.8653269533957,493.50767746503334,401.178321291526,416.47044879337653,384.7322363278444,410.44276166523,431.1876768872995,398.5042916585321,380.1360876920965,397.3114981609271,399.6691474129541,416.5976366056518,379.93775470563423,388.885396896826,434.55645480050714
378.5569652073942,382.008199257664,382.707651583907,436.97123445188294,392.38225108803107,381.8522328216631,381.4932236224783,382.7778524438761,397.0377357626493,442.8151909748533,379.27430697625823,1637000,380.3243054419663,382.7081275842293,389.2389938534999,435.45120987351015,399.8653269533957,493.50767746503334,401.178321291526,416.47044879337653,384.7322363278444,410.44276166523,431.1876768872995,398.5042916585321,380.1360876920965,397.3114981609271,399.6691474129541,416.5976366056518,379.93775470563423,388.885396896826,434.55645480050714
378.5569652073942,382.008199257664,382.707651583907,436.97123445188294,392.38225108803107,381.8522328216631,381.4932236224783,382.7778524438761,397.0377357626493,442.8151909748533,379.27430697625823,1638000,380.3243054419663,382.7081275842293,389.2389938534999,435.45120987351015,399.8653269533957,493.50767746503334,401.178321291526,416.47044879337653,384.7322363278444,410.44276166523,431.1876768872995,398.5042916585321,380.1360876920965,397.3114981609271,399.6691474129541,416.5976366056518,379.93775470563423,388.885396896826,434.55645480050714
378.5569652073942,382.008199257664,382.707651583907,436.97123445188294,392.38225108803107,381.8522328216631,381.4932236224783,382.7778524438761,397.0377357626493,442.8151909748533,379.27430697625823,1639000,380.3243054419663,382.7081275842293,389.2389938534999,435.45120987351015,399.8653269533957,493.50767746503334,401.178321291526,416.47044879337653,384.7322363278444,410.44276166523,431.1876768872995,398.5042916585321,380.1360876920965,397.3114981609271,399.6691474129541,416.5976366056518,379.93775470563423,388.885396896826,434.55645480050714
378.5569652073942,382.008199257664,382.707651583907,436.97123445188294,392.38225108803107,381.8522328216631,381.4932236224783,382.7778524438761,397.0377357626493,442.8151909748533,379.27430697625823,1640000,380.3243054419663,382.7081275842293,389.2389938534999,435.45120987351015,399.8653269533957,493.50767746503334,401.178321291526,416.47044879337653,384.7322363278444,410.44276166523,431.1876768872995,398.5042916585321,380.1360876920965,397.3114981609271,399.6691474129541,416.5976366056518,379.93775470563423,388.885396896826,434.55645480050714
378.5569652073942,382.008199257664,382.707651583907,436.97123445188294,392.38225108803107,381.8522328216631,381.4932236224783,382.7778524438761,397.0377357626493,442.8151909748533,379.27430697625823,1641000,380.3243054419663,382.7081275842293,389.2389938534999,435.45120987351015,399.8653269533957,493.50767746503334,401.178321291526,416.47044879337653,384.7322363278444,410.44276166523,431.1876768872995,398.5042916585321,380.1360876920965,397.3114981609271,399.6691474129541,416.5976366056518,379.93775470563423,388.885396896826,434.55645480050714
378.5569652073942,382.008199257664,382.707651583907,436.97123445188294,392.38225108803107,381.8522328216631,381.4932236224783,382.7778524438761,397.0377357626493,442.8151909748533,379.27430697625823,1642000,380.3243054419663,382.7081275842293,389.2389938534999,435.45120987351015,399.8653269533957,493.50767746503334,401.178321291526,416.47044879337653,384.7322363278444,410.44276166523,431.1876768872995,398.5042916585321,380.1360876920965,397.3114981609271,399.6691474129541,416.5976366056518,379.93775470563423,388.885396896826,434.55645480050714
378.5569652073942,382.008199257664,382.707651583907,436.97123445188294,392.38225108803107,381.8522328216631,381.4932236224783,382.7778524438761,397.0377357626493,442.8151909748533,379.27430697625823,1643000,380.3243054419663,382.7081275842293,389.2389938534999,435.45120987351015,399.8653269533957,493.50767746503334,401.178321291526,416.47044879337653,384.7322363278444,410.44276166523,431.1876768872995,398.5042916585321,380.1360876920965,397.3114981609271,399.6691474129541,416.5976366056518,379.93775470563423,388.885396896826,434.55645480050714
378.5569652073942,382.008199257664,382.707651583907,436.97123445188294,392.38225108803107,381.8522328216631,381.4932236224783,382.7778524438761,397.0377357626493,442.8151909748533,379.27430697625823,1644000,380.3243054419663,382.7081275842293,389.2389938534999,435.45120987351015,399.8653269533957,493.50767746503334,401.178321291526,416.47044879337653,384.7322363278444,410.44276166523,431.1876768872995,398.5042916585321,380.1360876920965,397.3114981609271,399.6691474129541,416.5976366056518,379.93775470563423,388.885396896826,434.55645480050714
378.5569652073942,382.008199257664,382.707651583907,436.97123445188294,392.38225108803107,381.8522328216631,381.4932236224783,382.7778524438761,397.0377357626493,442.8151909748533,379.27430697625823,1645000,380.3243054419663,382.7081275842293,389.2389938534999,435.45120987351015,399.8653269533957,493.50767746503334,401.178321291526,416.47044879337653,384.7322363278444,410.44276166523,431.1876768872995,398.5042916585321,380.1360876920965,397.3114981609271,399.6691474129541,416.5976366056518,379.93775470563423,388.885396896826,434.55645480050714
378.5569652073942,382.008199257664,382.707651583907,436.97123445188294,392.38225108803107,381.8522328216631,381.4932236224783,382.7778524438761,397.0377357626493,442.8151909748533,379.27430697625823,1646000,380.3243054419663,382.7081275842293,389.2389938534999,435.45120987351015,399.8653269533957,493.50767746503334,401.178321291526,416.47044879337653,384.7322363278444,410.44276166523,431.1876768872995,398.5042916585321,380.1360876920965,397.3114981609271,399.6691474129541,416.5976366056518,379.93775470563423,388.885396896826,434.55645480050714
378.5569652073942,382.008199257664,382.707651583907,436.97123445188294,392.38225108803107,381.8522328216631,381.4932236224783,382.7778524438761,397.0377357626493,442.8151909748533,379.27430697625823,1647000,380.3243054419663,382.7081275842293,389.2389938534999,435.45120987351015,399.8653269533957,493.50767746503334,401.178321291526,416.47044879337653,384.7322363278444,410.44276166523,431.1876768872995,398.5042916585321,380.1360876920965,397.3114981609271,399.6691474129541,416.5976366056518,379.93775470563423,388.885396896826,434.55645480050714
378.5569652073942,382.008199257664,382.707651583907,436.97123445188294,392.38225108803107,381.8522328216631,381.4932236224783,382.7778524438761,397.0377357626493,442.8151909748533,379.27430697625823,1648000,380.3243054419663,382.7081275842293,389.2389938534999,435.45120987351015,399.8653269533957,493.50767746503334,401.178321291526,416.47044879337653,384.7322363278444,410.44276166523,431.1876768872995,398.5042916585321,380.1360876920965,397.3114981609271,399.6691474129541,416.5976366056518,379.93775470563423,388.885396896826,434.55645480050714
378.5569652073942,382.008199257664,382.707651583907,436.97123445188294,392.38225108803107,381.8522328216631,381.4932236224783,382.7778524438761,397.0377357626493,442.8151909748533,379.27430697625823,1649000,380.3243054419663,382.7081275842293,389.2389938534999,435.45120987351015,399.8653269533957,493.50767746503334,401.178321291526,416.47044879337653,384.7322363278444,410.44276166523,431.1876768872995,398.5042916585321,380.1360876920965,397.3114981609271,399.6691474129541,416.5976366056518,379.93775470563423,388.885396896826,434.55645480050714
378.5569652073942,382.008199257664,382.707651583907,436.97123445188294,392.38225108803107,381.8522328216631,381.4932236224783,382.7778524438761,397.0377357626493,442.8151909748533,379.27430697625823,1650000,380.3243054419663,382.7081275842293,389.2389938534999,435.45120987351015,399.8653269533957,493.50767746503334,401.178321291526,416.47044879337653,384.7322363278444,410.44276166523,431.1876768872995,398.5042916585321,380.1360876920965,397.3114981609271,399.6691474129541,416.5976366056518,379.93775470563423,388.885396896826,434.55645480050714
378.5569652073942,382.008199257664,382.707651583907,436.97123445188294,392.38225108803107,381.8522328216631,381.4932236224783,382.7778524438761,397.0377357626493,442.8151909748533,379.27430697625823,1651000,380.3243054419663,382.7081275842293,389.2389938534999,435.45120987351015,399.8653269533957,493.50767746503334,401.178321291526,416.47044879337653,384.7322363278444,410.44276166523,431.1876768872995,398.5042916585321,380.1360876920965,397.3114981609271,399.6691474129541,416.5976366056518,379.93775470563423,388.885396896826,434.55645480050714
378.5569652073942,382.008199257664,382.707651583907,436.97123445188294,392.38225108803107,381.8522328216631,381.4932236224783,382.7778524438761,397.0377357626493,442.8151909748533,379.27430697625823,1652000,380.3243054419663,382.7081275842293,389.2389938534999,435.45120987351015,399.8653269533957,493.50767746503334,401.178321291526,416.47044879337653,384.7322363278444,410.44276166523,431.1876768872995,398.5042916585321,380.1360876920965,397.3114981609271,399.6691474129541,416.5976366056518,379.93775470563423,388.885396896826,434.55645480050714
378.5569652073942,382.008199257664,382.707651583907,436.97123445188294,392.38225108803107,381.8522328216631,381.4932236224783,382.7778524438761,397.0377357626493,442.8151909748533,379.27430697625823,1653000,380.3243054419663,382.7081275842293,389.2389938534999,435.45120987351015,399.8653269533957,493.50767746503334,401.178321291526,416.47044879337653,384.7322363278444,410.44276166523,431.1876768872995,398.5042916585321,380.1360876920965,397.3114981609271,399.6691474129541,416.5976366056518,379.93775470563423,388.885396896826,434.55645480050714
378.5569652073942,382.008199257664,382.707651583907,436.97123445188294,392.38225108803107,381.8522328216631,381.4932236224783,382.7778524438761,397.0377357626493,442.8151909748533,379.27430697625823,1654000,380.3243054419663,382.7081275842293,389.2389938534999,435.45120987351015,399.8653269533957,493.50767746503334,401.178321291526,416.47044879337653,384.7322363278444,410.44276166523,431.1876768872995,398.5042916585321,380.1360876920965,397.3114981609271,399.6691474129541,416.5976366056518,379.93775470563423,388.885396896826,434.55645480050714
378.5569652073942,382.008199257664,382.707651583907,436.97123445188294,392.38225108803107,381.8522328216631,381.4932236224783,382.7778524438761,397.0377357626493,442.8151909748533,379.27430697625823,1655000,380.3243054419663,382.7081275842293,389.2389938534999,435.45120987351015,399.8653269533957,493.50767746503334,401.178321291526,416.47044879337653,384.7322363278444,410.44276166523,431.1876768872995,398.5042916585321,380.1360876920965,397.3114981609271,399.6691474129541,416.5976366056518,379.93775470563423,388.885396896826,434.55645480050714
378.5569652073942,382.008199257664,382.707651583907,436.97123445188294,392.38225108803107,381.8522328216631,381.4932236224783,382.7778524438761,397.0377357626493,442.8151909748533,379.27430697625823,1656000,380.3243054419663,382.7081275842293,389.2389938534999,435.45120987351015,399.8653269533957,493.50767746503334,401.178321291526,416.47044879337653,384.7322363278444,410.44276166523,431.1876768872995,398.5042916585321,380.1360876920965,397.3114981609271,399.6691474129541,416.5976366056518,379.93775470563423,388.885396896826,434.55645480050714
378.5569652073942,382.008199257664,382.707651583907,436.97123445188294,392.38225108803107,381.8522328216631,381.4932236224783,382.7778524438761,397.0377357626493,442.8151909748533,379.27430697625823,1657000,380.3243054419663,382.7081275842293,389.2389938534999,435.45120987351015,399.8653269533957,493.50767746503334,401.178321291526,416.47044879337653,384.7322363278444,410.44276166523,431.1876768872995,398.5042916585321,380.1360876920965,397.3114981609271,399.6691474129541,416.5976366056518,379.93775470563423,388.885396896826,434.55645480050714
378.5569652073942,382.008199257664,382.707651583907,436.97123445188294,392.38225108803107,381.8522328216631,381.4932236224783,382.7778524438761,397.0377357626493,442.8151909748533,379.27430697625823,1658000,380.3243054419663,382.7081275842293,389.2389938534999,435.45120987351015,399.8653269533957,493.50767746503334,401.178321291526,416.47044879337653,384.7322363278444,410.44276166523,431.1876768872995,398.5042916585321,380.1360876920965,397.3114981609271,399.6691474129541,416.5976366056518,379.93775470563423,388.885396896826,434.55645480050714
379.27430697625823,382.707651583907,382.7081275842293,436.97123445188294,392.5852744209765,382.008199257664,381.8522328216631,384.7322363278444,397.0377357626493,442.8151909748533,379.93775470563423,1659000,381.4932236224783,382.7778524438761,392.38225108803107,435.45120987351015,399.8653269533957,493.50767746503334,401.178321291526,416.47044879337653,388.885396896826,410.44276166523,431.1876768872995,398.5042916585321,380.3243054419663,397.3114981609271,399.6691474129541,416.5976366056518,380.1360876920965,389.2389938534999,434.55645480050714
379.27430697625823,382.707651583907,382.7081275842293,436.97123445188294,392.5852744209765,382.008199257664,381.8522328216631,384.7322363278444,397.0377357626493,442.8151909748533,379.93775470563423,1660000,381.4932236224783,382.7778524438761,392.38225108803107,435.45120987351015,399.8653269533957,493.50767746503334,401.178321291526,416.47044879337653,388.885396896826,410.44276166523,431.1876768872995,398.5042916585321,380.3243054419663,397.3114981609271,399.6691474129541,416.5976366056518,380.1360876920965,389.2389938534999,434.55645480050714
379.27430697625823,382.707651583907,382.7081275842293,436.97123445188294,392.5852744209765,382.008199257664,381.8522328216631,384.7322363278444,397.0377357626493,442.8151909748533,379.93775470563423,1661000,381.4932236224783,382.7778524438761,392.38225108803107,435.45120987351015,399.8653269533957,493.50767746503334,401.178321291526,416.47044879337653,388.885396896826,410.44276166523,431.1876768872995,398.5042916585321,380.3243054419663,397.3114981609271,399.6691474129541,416.5976366056518,380.1360876920965,389.2389938534999,434.55645480050714
379.27430697625823,382.707651583907,382.7081275842293,436.97123445188294,392.5852744209765,382.008199257664,381.8522328216631,384.7322363278444,397.0377357626493,442.8151909748533,379.93775470563423,1662000,381.4932236224783,382.7778524438761,392.38225108803107,435.45120987351015,399.8653269533957,493.50767746503334,401.178321291526,416.47044879337653,388.885396896826,410.44276166523,431.1876768872995,398.5042916585321,380.3243054419663,397.3114981609271,399.6691474129541,416.5976366056518,380.1360876920965,389.2389938534999,434.55645480050714
379.27430697625823,382.707651583907,382.7081275842293,436.97123445188294,392.5852744209765,382.008199257664,381.8522328216631,384.7322363278444,397.0377357626493,442.8151909748533,379.93775470563423,1663000,381.4932236224783,382.7778524438761,392.38225108803107,435.45120987351015,399.8653269533957,493.50767746503334,401.178321291526,416.47044879337653,388.885396896826,410.44276166523,431.1876768872995,398.5042916585321,380.3243054419663,397.3114981609271,399.6691474129541,416.5976366056518,380.1360876920965,389.2389938534999,434.55645480050714
379.27430697625823,382.707651583907,382.7081275842293,436.97123445188294,392.5852744209765,382.008199257664,381.8522328216631,384.7322363278444,397.0377357626493,442.8151909748533,379.93775470563423,1664000,381.4932236224783,382.7778524438761,392.38225108803107,435.45120987351015,399.8653269533957,493.50767746503334,401.178321291526,416.47044879337653,388.885396896826,410.44276166523,431.1876768872995,398.5042916585321,380.3243054419663,397.3114981609271,399.6691474129541,416.5976366056518,380.1360876920965,389.2389938534999,434.55645480050714
