reward 1,reward 20,reward 2,reward 6,reward 10,reward 21,reward 7,reward 28,reward 11,reward 3,reward 13,reward 15,reward 14,reward 18,reward 24,reward 5,reward 29,reward 0,reward 8,reward 4,reward 9,reward 23,reward 25,reward 27,reward 26,StepNum,reward 16,reward 22,reward 17,reward 19,reward 12
141.52553345157048,-99688.67788860173,112.64326466214072,96.51056485720116,85.05848700738942,-99703.51030425788,93.06010959831723,-99735.56710212627,78.91678771308554,104.23321142805366,77.48365190721903,67.63864083731458,75.11175041097556,-99613.86214490568,-99719.83245037733,97.59494011430004,-99737.68852085076,287.4267288764338,88.5485185417498,97.7457668600434,86.79025608328794,-99719.57186946082,-99721.53221087689,-99732.44321614184,-99729.82572947755,11000,-99562.56501220338,-99717.57005161373,-99610.79727859286,-99683.36358701253,78.09776657021501
146.8193745365889,67.63864083731458,141.52553345157048,97.7457668600434,94.2470002674888,-99562.56501220338,97.59494011430004,-99719.57186946082,93.06010959831723,112.64326466214072,88.5485185417498,85.05848700738942,86.79025608328794,77.48365190721903,-99683.36358701253,100.91696824171872,-99719.83245037733,287.4267288764338,96.51056485720116,104.23321142805366,95.78240493199047,-99613.86214490568,-99688.67788860173,-99717.57005161373,-99703.51030425788,12000,78.91678771308554,-99610.79727859286,78.09776657021501,75.11175041097556,90.52146181652073
146.8193745365889,78.09776657021501,141.52553345157048,104.23321142805366,96.51056485720116,77.48365190721903,100.91696824171872,-99688.67788860173,95.78240493199047,112.64326466214072,93.06010959831723,90.52146181652073,91.03925244382542,85.05848700738942,-99562.56501220338,104.69638487588013,-99703.51030425788,287.4267288764338,97.7457668600434,109.77121525419453,97.59494011430004,67.63864083731458,-99610.79727859286,-99683.36358701253,-99613.86214490568,13000,88.5485185417498,75.11175041097556,86.79025608328794,78.91678771308554,94.2470002674888
146.8193745365889,78.09776657021501,141.52553345157048,104.23321142805366,96.51056485720116,77.48365190721903,100.91696824171872,-99681.94284367921,95.78240493199047,112.64326466214072,93.06010959831723,90.52146181652073,91.03925244382542,85.05848700738942,67.63864083731458,104.69638487588013,-99683.36358701253,287.4267288764338,97.7457668600434,109.77121525419453,97.59494011430004,73.36969549083359,-99562.56501220338,-99613.86214490568,-99610.79727859286,14000,88.5485185417498,75.11175041097556,86.79025608328794,78.91678771308554,94.2470002674888
146.8193745365889,78.09776657021501,141.52553345157048,104.23321142805366,96.51056485720116,77.48365190721903,100.91696824171872,-99681.94284367921,95.78240493199047,112.64326466214072,93.06010959831723,90.52146181652073,91.03925244382542,85.05848700738942,67.63864083731458,104.69638487588013,-99683.36358701253,287.4267288764338,97.7457668600434,109.77121525419453,97.59494011430004,73.36969549083359,-99562.56501220338,-99613.86214490568,-99610.79727859286,15000,88.5485185417498,75.11175041097556,86.79025608328794,78.91678771308554,94.2470002674888
146.8193745365889,86.79025608328794,141.52553345157048,104.23321142805366,97.59494011430004,85.05848700738942,103.55657818952997,63.653439955566675,96.85845110217879,112.64326466214072,95.78240493199047,93.06010959831723,94.2470002674888,90.52146181652073,77.48365190721903,104.69638487588013,-99562.56501220338,287.4267288764338,100.91696824171872,109.77121525419453,97.7457668600434,78.09776657021501,75.11175041097556,67.63864083731458,73.36969549083359,16000,93.0226389509155,78.91678771308554,91.03925244382542,88.5485185417498,96.51056485720116
146.8193745365889,90.52146181652073,141.52553345157048,104.23321142805366,97.7457668600434,88.5485185417498,104.1954462467005,75.11175041097556,97.59494011430004,112.64326466214072,96.51056485720116,94.2470002674888,95.78240493199047,93.0226389509155,85.05848700738942,104.69638487588013,73.36969549083359,287.4267288764338,103.55657818952997,109.77121525419453,100.91696824171872,86.79025608328794,78.91678771308554,77.48365190721903,78.09776657021501,17000,93.8257762782446,87.81821935224797,93.06010959831723,91.03925244382542,96.85845110217879
146.8193745365889,91.03925244382542,141.52553345157048,104.23321142805366,97.7457668600434,90.52146181652073,104.1954462467005,78.09776657021501,97.59494011430004,112.64326466214072,96.51056485720116,94.2470002674888,95.78240493199047,93.06010959831723,87.81821935224797,104.69638487588013,77.48365190721903,287.4267288764338,103.55657818952997,109.77121525419453,100.91696824171872,88.5485185417498,86.79025608328794,78.91678771308554,85.05848700738942,18000,93.85879060118815,88.83027657715928,93.8257762782446,93.0226389509155,96.85845110217879
146.8193745365889,91.03925244382542,141.52553345157048,104.23321142805366,97.7457668600434,90.52146181652073,104.1954462467005,78.09776657021501,97.59494011430004,112.64326466214072,96.51056485720116,94.2470002674888,95.78240493199047,93.06010959831723,87.81821935224797,104.69638487588013,77.48365190721903,287.4267288764338,103.55657818952997,109.77121525419453,100.91696824171872,88.5485185417498,86.79025608328794,78.91678771308554,85.05848700738942,19000,93.85879060118815,88.83027657715928,93.8257762782446,93.0226389509155,96.85845110217879
146.8193745365889,93.06010959831723,141.52553345157048,109.57461094414,103.55657818952997,93.0226389509155,104.69638487588013,85.05848700738942,100.91696824171872,112.64326466214072,97.59494011430004,96.51056485720116,96.85845110217879,93.85879060118815,88.83027657715928,109.77121525419453,78.91678771308554,287.4267288764338,104.23321142805366,112.53871814864641,104.1954462467005,90.52146181652073,88.5485185417498,86.79025608328794,87.81821935224797,20000,95.78240493199047,91.03925244382542,94.2470002674888,93.8257762782446,97.7457668600434
146.8193745365889,93.06010959831723,141.52553345157048,109.57461094414,103.55657818952997,93.0226389509155,104.69638487588013,85.05848700738942,100.91696824171872,112.64326466214072,97.59494011430004,96.51056485720116,96.85845110217879,93.85879060118815,88.83027657715928,109.77121525419453,78.91678771308554,287.4267288764338,104.23321142805366,112.53871814864641,104.1954462467005,90.52146181652073,88.5485185417498,86.79025608328794,87.81821935224797,21000,95.78240493199047,91.03925244382542,94.2470002674888,93.8257762782446,97.7457668600434
146.8193745365889,94.2470002674888,141.52553345157048,112.53871814864641,104.23321142805366,93.85879060118815,109.77121525419453,88.5485185417498,104.1954462467005,129.72783537507414,103.55657818952997,97.7457668600434,100.91696824171872,96.51056485720116,93.0226389509155,112.64326466214072,87.81821935224797,287.4267288764338,109.57461094414,113.46343256269152,104.69638487588013,93.06010959831723,91.03925244382542,88.83027657715928,90.52146181652073,22000,97.59494011430004,93.8257762782446,96.85845110217879,95.78240493199047,104.07642856344893
146.8193745365889,94.2470002674888,141.52553345157048,112.53871814864641,104.23321142805366,93.85879060118815,109.77121525419453,90.52146181652073,104.1954462467005,129.72783537507414,103.55657818952997,97.7457668600434,100.91696824171872,96.51056485720116,93.0226389509155,112.64326466214072,88.83027657715928,287.4267288764338,109.57461094414,113.46343256269152,104.69638487588013,93.06010959831723,92.5500372305988,91.03925244382542,91.66552321270782,23000,97.59494011430004,93.8257762782446,96.85845110217879,95.78240493199047,104.07642856344893
146.8193745365889,94.2470002674888,141.52553345157048,112.53871814864641,104.23321142805366,93.85879060118815,109.77121525419453,90.52146181652073,104.1954462467005,129.72783537507414,103.55657818952997,97.7457668600434,100.91696824171872,96.51056485720116,93.0226389509155,112.64326466214072,88.83027657715928,287.4267288764338,109.57461094414,113.46343256269152,104.69638487588013,93.06010959831723,92.5500372305988,91.03925244382542,91.66552321270782,24000,97.59494011430004,93.8257762782446,96.85845110217879,95.78240493199047,104.07642856344893
146.8193745365889,94.2470002674888,141.52553345157048,112.53871814864641,104.23321142805366,93.85879060118815,109.77121525419453,91.03925244382542,104.1954462467005,129.72783537507414,103.55657818952997,97.7457668600434,100.91696824171872,96.51056485720116,93.0226389509155,112.64326466214072,90.52146181652073,287.4267288764338,109.57461094414,113.46343256269152,104.69638487588013,93.06010959831723,93.0058786483839,91.66552321270782,92.5500372305988,25000,97.59494011430004,93.8257762782446,96.85845110217879,95.78240493199047,104.07642856344893
146.8193745365889,95.78240493199047,141.52553345157048,112.53871814864641,104.23321142805366,94.2470002674888,109.77121525419453,91.85926822033605,104.1954462467005,129.72783537507414,103.55657818952997,100.91696824171872,101.23862733717031,96.85845110217879,93.06010959831723,112.64326466214072,91.66552321270782,287.4267288764338,109.57461094414,113.46343256269152,104.69638487588013,93.8257762782446,93.0226389509155,92.5500372305988,93.0058786483839,26000,97.7457668600434,93.85879060118815,97.59494011430004,96.51056485720116,104.07642856344893
146.8193745365889,97.7457668600434,141.52553345157048,112.64326466214072,106.90941878500942,97.59494011430004,112.53871814864641,93.8257762782446,104.69638487588013,129.72783537507414,104.1954462467005,103.55657818952997,104.07642856344893,100.91696824171872,96.51056485720116,113.46343256269152,93.06010959831723,287.4267288764338,109.77121525419453,118.34555855071704,109.57461094414,96.85845110217879,95.78240493199047,93.85879060118815,94.2470002674888,27000,102.14806314563576,96.9239673890289,101.23862733717031,100.27314224828264,104.23321142805366
146.8193745365889,100.27314224828264,141.52553345157048,112.64326466214072,106.90941878500942,97.7457668600434,112.53871814864641,94.2470002674888,104.69638487588013,129.72783537507414,104.1954462467005,103.55657818952997,104.07642856344893,101.23862733717031,96.85845110217879,113.46343256269152,93.85879060118815,287.4267288764338,109.77121525419453,118.34555855071704,109.57461094414,96.9239673890289,96.51056485720116,95.78240493199047,96.34796742556225,28000,103.09384606345303,97.59494011430004,102.14806314563576,100.91696824171872,104.23321142805366
146.8193745365889,100.27314224828264,141.52553345157048,112.64326466214072,106.90941878500942,97.7457668600434,112.53871814864641,94.2470002674888,104.69638487588013,129.72783537507414,104.1954462467005,103.55657818952997,104.07642856344893,101.23862733717031,96.85845110217879,113.46343256269152,93.85879060118815,287.4267288764338,109.77121525419453,118.34555855071704,109.57461094414,96.9239673890289,96.51056485720116,95.78240493199047,96.34796742556225,29000,103.09384606345303,97.59494011430004,102.14806314563576,100.91696824171872,104.23321142805366
146.8193745365889,100.91696824171872,141.52553345157048,112.64326466214072,109.57461094414,100.27314224828264,112.53871814864641,96.34796742556225,106.90941878500942,129.72783537507414,104.23321142805366,104.07642856344893,104.1954462467005,102.14806314563576,97.59494011430004,113.46343256269152,95.78240493199047,287.4267288764338,111.86695757438459,118.34555855071704,109.77121525419453,97.7457668600434,96.9239673890289,96.51056485720116,96.85845110217879,30000,103.55657818952997,97.75912091952523,103.09384606345303,101.23862733717031,104.69638487588013
146.8193745365889,101.23862733717031,141.52553345157048,112.64326466214072,109.57461094414,100.91696824171872,112.53871814864641,96.51056485720116,106.90941878500942,129.72783537507414,104.23321142805366,104.07642856344893,104.1954462467005,102.14806314563576,97.7457668600434,113.46343256269152,96.34796742556225,287.4267288764338,111.86695757438459,118.34555855071704,109.77121525419453,97.75912091952523,97.59494011430004,96.85845110217879,96.9239673890289,31000,103.55657818952997,100.27314224828264,103.09384606345303,102.04282561488932,104.69638487588013
146.8193745365889,102.04282561488932,141.52553345157048,112.64326466214072,109.57461094414,101.59758577393345,112.53871814864641,97.59494011430004,106.90941878500942,129.72783537507414,104.23321142805366,104.07642856344893,104.1954462467005,103.09384606345303,100.91696824171872,113.46343256269152,96.9239673890289,287.4267288764338,111.86695757438459,118.34555855071704,109.77121525419453,100.91899938267711,100.27314224828264,97.7457668600434,97.75912091952523,32000,103.55657818952997,101.23862733717031,103.27208413297939,102.14806314563576,104.69638487588013
146.8193745365889,102.14806314563576,141.52553345157048,112.64326466214072,109.57461094414,102.04282561488932,112.53871814864641,97.7457668600434,106.90941878500942,129.72783537507414,104.23321142805366,104.07642856344893,104.1954462467005,103.27208413297939,100.91899938267711,113.46343256269152,97.59494011430004,287.4267288764338,111.86695757438459,118.34555855071704,109.77121525419453,101.23862733717031,100.91696824171872,97.75912091952523,100.27314224828264,33000,103.60754159448112,101.59758577393345,103.55657818952997,103.09384606345303,104.69638487588013
146.8193745365889,103.09384606345303,141.52553345157048,112.64326466214072,109.57461094414,102.14806314563576,112.53871814864641,99.67582458399968,106.90941878500942,129.72783537507414,104.69638487588013,104.1954462467005,104.23321142805366,103.55657818952997,101.23862733717031,113.46343256269152,99.52433986097984,287.4267288764338,111.86695757438459,118.34555855071704,109.77121525419453,101.59758577393345,100.91899938267711,100.27314224828264,100.91696824171872,34000,104.07642856344893,102.04282561488932,103.60754159448112,103.27208413297939,105.60069127281587
146.8193745365889,103.09384606345303,141.52553345157048,112.64326466214072,109.57461094414,102.14806314563576,112.53871814864641,99.67582458399968,106.90941878500942,129.72783537507414,104.69638487588013,104.1954462467005,104.23321142805366,103.55657818952997,101.23862733717031,113.46343256269152,99.52433986097984,287.4267288764338,111.86695757438459,118.34555855071704,109.77121525419453,101.59758577393345,100.91899938267711,100.27314224828264,100.91696824171872,35000,104.07642856344893,102.04282561488932,103.60754159448112,103.27208413297939,105.60069127281587
146.8193745365889,103.09384606345303,141.52553345157048,112.64326466214072,109.57461094414,102.14806314563576,112.53871814864641,99.67582458399968,106.90941878500942,129.72783537507414,104.69638487588013,104.1954462467005,104.23321142805366,103.55657818952997,101.23862733717031,113.46343256269152,99.52433986097984,287.4267288764338,111.86695757438459,118.34555855071704,109.77121525419453,101.59758577393345,100.91899938267711,100.27314224828264,100.91696824171872,36000,104.07642856344893,102.04282561488932,103.60754159448112,103.27208413297939,105.60069127281587
146.8193745365889,103.24061595546524,141.52553345157048,112.64326466214072,109.57461094414,103.09384606345303,112.53871814864641,100.27314224828264,106.90941878500942,129.72783537507414,104.69638487588013,104.1954462467005,104.23321142805366,103.55657818952997,101.59758577393345,113.46343256269152,99.67582458399968,287.4267288764338,111.86695757438459,118.34555855071704,109.77121525419453,102.04282561488932,101.23862733717031,100.91696824171872,100.91899938267711,37000,104.07642856344893,102.14806314563576,103.60754159448112,103.27208413297939,105.60069127281587
146.8193745365889,103.27208413297939,141.52553345157048,112.64326466214072,109.57461094414,103.24061595546524,112.53871814864641,100.91696824171872,106.90941878500942,129.72783537507414,105.60069127281587,104.23321142805366,104.69638487588013,103.60754159448112,102.04282561488932,113.46343256269152,100.27314224828264,287.4267288764338,111.86695757438459,118.34555855071704,109.77121525419453,102.14806314563576,101.59758577393345,100.91899938267711,101.23862733717031,38000,104.1954462467005,103.09384606345303,104.07642856344893,103.55657818952997,106.20020597140638
146.8193745365889,103.60754159448112,141.52553345157048,113.46343256269152,111.86695757438459,103.55657818952997,112.98166712335447,101.23862733717031,109.77121525419453,129.72783537507414,106.90941878500942,105.60069127281587,106.20020597140638,104.1954462467005,103.09384606345303,114.45976802611514,100.91899938267711,287.4267288764338,112.64326466214072,118.34555855071704,112.53871814864641,103.24061595546524,102.14806314563576,101.59758577393345,102.04282561488932,39000,104.69638487588013,103.27208413297939,104.23321142805366,104.07642856344893,109.57461094414
146.8193745365889,104.07642856344893,141.52553345157048,114.45976802611514,112.53871814864641,103.60754159448112,113.46343256269152,101.59758577393345,111.86695757438459,131.1978874946046,109.57461094414,106.20020597140638,106.90941878500942,104.23321142805366,103.24061595546524,118.34555855071704,101.23862733717031,287.4267288764338,112.98166712335447,129.72783537507414,112.64326466214072,103.27208413297939,103.09384606345303,102.04282561488932,102.14806314563576,40000,105.60069127281587,103.55657818952997,104.69638487588013,104.1954462467005,109.77121525419453
146.8193745365889,104.1954462467005,141.52553345157048,114.45976802611514,112.53871814864641,104.07642856344893,113.46343256269152,102.04282561488932,111.86695757438459,131.1978874946046,109.57461094414,106.90941878500942,107.56406536190258,104.69638487588013,103.27208413297939,118.34555855071704,101.59758577393345,287.4267288764338,112.98166712335447,129.72783537507414,112.64326466214072,103.55657818952997,103.24061595546524,102.14806314563576,103.09384606345303,41000,106.20020597140638,103.60754159448112,105.60069127281587,104.23321142805366,109.77121525419453
146.8193745365889,104.23321142805366,141.52553345157048,118.34555855071704,112.64326466214072,104.1954462467005,114.45976802611514,102.14806314563576,112.53871814864641,138.88008384359824,109.77121525419453,107.56406536190258,109.57461094414,105.60069127281587,103.55657818952997,129.72783537507414,102.04282561488932,287.4267288764338,113.46343256269152,131.1978874946046,112.98166712335447,103.60754159448112,103.27208413297939,103.09384606345303,103.24061595546524,42000,106.90941878500942,104.07642856344893,106.20020597140638,104.69638487588013,111.86695757438459
146.8193745365889,104.23321142805366,141.52553345157048,118.34555855071704,112.64326466214072,104.1954462467005,114.45976802611514,102.14806314563576,112.53871814864641,138.88008384359824,109.77121525419453,107.56406536190258,109.57461094414,105.60069127281587,103.55657818952997,129.72783537507414,102.04282561488932,287.4267288764338,113.46343256269152,131.1978874946046,112.98166712335447,103.60754159448112,103.27208413297939,103.09384606345303,103.24061595546524,43000,106.90941878500942,104.07642856344893,106.20020597140638,104.69638487588013,111.86695757438459
146.8193745365889,105.60069127281587,143.0217009936382,129.72783537507414,112.98166712335447,104.69638487588013,118.34555855071704,103.24061595546524,112.64326466214072,141.52553345157048,111.86695757438459,109.77121525419453,111.82368395893248,106.90941878500942,104.07642856344893,131.1978874946046,103.09384606345303,287.4267288764338,114.45976802611514,138.88008384359824,113.46343256269152,104.1954462467005,103.60754159448112,103.27208413297939,103.55657818952997,44000,109.57461094414,104.23321142805366,107.56406536190258,106.20020597140638,112.53871814864641
146.8193745365889,105.60069127281587,143.0217009936382,129.72783537507414,112.98166712335447,104.69638487588013,118.34555855071704,103.24061595546524,112.64326466214072,141.52553345157048,111.86695757438459,109.77121525419453,111.82368395893248,106.90941878500942,104.07642856344893,131.1978874946046,103.09384606345303,287.4267288764338,114.45976802611514,138.88008384359824,113.46343256269152,104.1954462467005,103.60754159448112,103.27208413297939,103.55657818952997,45000,109.57461094414,104.23321142805366,107.56406536190258,106.20020597140638,112.53871814864641
146.8193745365889,105.60069127281587,143.0217009936382,129.72783537507414,112.98166712335447,104.69638487588013,118.34555855071704,103.24061595546524,112.64326466214072,141.52553345157048,111.86695757438459,109.77121525419453,111.82368395893248,106.90941878500942,104.07642856344893,131.1978874946046,103.09384606345303,287.4267288764338,114.45976802611514,138.88008384359824,113.46343256269152,104.1954462467005,103.60754159448112,103.27208413297939,103.55657818952997,46000,109.57461094414,104.23321142805366,107.56406536190258,106.20020597140638,112.53871814864641
146.8193745365889,105.60069127281587,143.0217009936382,129.72783537507414,112.98166712335447,104.95238471547363,118.34555855071704,103.27208413297939,112.64326466214072,141.52553345157048,111.86695757438459,109.77121525419453,111.82368395893248,106.90941878500942,104.1954462467005,131.1978874946046,103.24061595546524,287.4267288764338,114.45976802611514,138.88008384359824,113.46343256269152,104.23321142805366,104.07642856344893,103.55657818952997,103.60754159448112,47000,109.57461094414,104.69638487588013,107.56406536190258,106.20020597140638,112.53871814864641
146.8193745365889,106.20020597140638,143.0217009936382,129.72783537507414,112.98166712335447,105.60069127281587,118.34555855071704,103.55657818952997,112.64326466214072,141.52553345157048,111.86695757438459,109.77121525419453,111.82368395893248,107.56406536190258,104.23321142805366,131.1978874946046,103.27208413297939,287.4267288764338,114.45976802611514,138.88008384359824,113.46343256269152,104.69638487588013,104.1954462467005,103.60754159448112,104.07642856344893,48000,109.57461094414,104.95238471547363,107.94719969626111,106.90941878500942,112.53871814864641
146.8193745365889,106.20020597140638,143.0217009936382,129.72783537507414,112.98166712335447,105.60069127281587,118.34555855071704,103.55657818952997,112.64326466214072,141.52553345157048,111.86695757438459,109.77121525419453,111.82368395893248,107.56406536190258,104.23321142805366,131.1978874946046,103.27208413297939,287.4267288764338,114.45976802611514,138.88008384359824,113.46343256269152,104.69638487588013,104.1954462467005,103.60754159448112,104.07642856344893,49000,109.57461094414,104.95238471547363,107.94719969626111,106.90941878500942,112.53871814864641
146.8193745365889,106.90941878500942,143.0217009936382,129.72783537507414,113.46343256269152,106.20020597140638,118.34555855071704,103.60754159448112,112.98166712335447,141.52553345157048,112.53871814864641,111.82368395893248,111.86695757438459,107.94719969626111,104.69638487588013,131.1978874946046,103.55657818952997,287.4267288764338,116.12689572901371,138.88008384359824,114.45976802611514,104.95238471547363,104.23321142805366,104.07642856344893,104.1954462467005,50000,109.77121525419453,105.60069127281587,109.57461094414,107.56406536190258,112.64326466214072
146.8193745365889,106.90941878500942,143.0217009936382,129.72783537507414,113.46343256269152,106.20020597140638,118.34555855071704,103.60754159448112,112.98166712335447,141.52553345157048,112.53871814864641,111.82368395893248,111.86695757438459,107.94719969626111,104.69638487588013,131.1978874946046,103.55657818952997,287.4267288764338,116.12689572901371,138.88008384359824,114.45976802611514,104.95238471547363,104.23321142805366,104.07642856344893,104.1954462467005,51000,109.77121525419453,105.60069127281587,109.57461094414,107.56406536190258,112.64326466214072
146.8193745365889,107.56406536190258,143.0217009936382,129.72783537507414,113.46343256269152,106.90941878500942,118.34555855071704,104.07642856344893,112.98166712335447,141.52553345157048,112.53871814864641,111.86695757438459,112.35782716128882,109.57461094414,104.95238471547363,131.1978874946046,103.60754159448112,287.4267288764338,116.12689572901371,138.88008384359824,114.45976802611514,105.60069127281587,104.69638487588013,104.1954462467005,104.23321142805366,52000,111.82368395893248,106.20020597140638,109.77121525419453,107.94719969626111,112.64326466214072
146.8193745365889,109.77121525419453,143.0217009936382,129.72783537507414,116.12689572901371,109.57461094414,125.75264354083635,104.69638487588013,114.45976802611514,141.52553345157048,112.98166712335447,112.53871814864641,112.64326466214072,111.86695757438459,106.90941878500942,131.1978874946046,104.23321142805366,287.4267288764338,119.22961672100419,138.88008384359824,118.34555855071704,107.56406536190258,106.20020597140638,104.95238471547363,105.60069127281587,53000,112.35782716128882,107.94719969626111,112.05093672325684,111.82368395893248,113.46343256269152
146.8193745365889,111.86695757438459,143.0217009936382,129.72783537507414,118.34555855071704,111.82368395893248,125.75264354083635,105.60069127281587,116.12689572901371,141.52553345157048,113.46343256269152,112.98166712335447,113.09998953006554,112.35782716128882,107.94719969626111,131.1978874946046,104.95238471547363,287.4267288764338,120.62704313114124,138.88008384359824,119.22961672100419,109.57461094414,107.56406536190258,106.20020597140638,106.90941878500942,54000,112.64326466214072,109.77121525419453,112.53871814864641,112.05093672325684,114.45976802611514
146.8193745365889,111.86695757438459,143.0217009936382,129.72783537507414,118.34555855071704,111.82368395893248,125.75264354083635,106.20020597140638,116.12689572901371,141.52553345157048,113.46343256269152,112.98166712335447,113.09998953006554,112.35782716128882,109.57461094414,131.1978874946046,105.60069127281587,287.4267288764338,120.62704313114124,138.88008384359824,119.22961672100419,109.77121525419453,107.94719969626111,106.90941878500942,107.56406536190258,55000,112.64326466214072,111.38403189966182,112.53871814864641,112.05093672325684,114.45976802611514
146.8193745365889,112.05093672325684,143.0217009936382,129.72783537507414,119.22961672100419,111.86695757438459,129.1837859842041,106.90941878500942,118.34555855071704,141.52553345157048,114.45976802611514,113.09998953006554,113.46343256269152,112.53871814864641,109.77121525419453,131.1978874946046,106.20020597140638,287.4267288764338,125.75264354083635,138.88008384359824,120.62704313114124,111.38403189966182,109.57461094414,107.56406536190258,107.94719969626111,56000,112.98166712335447,111.82368395893248,112.64326466214072,112.35782716128882,116.12689572901371
