reward 22,reward 7,reward 2,reward 24,reward 1,reward 17,reward 3,reward 9,reward 26,StepNum,reward 25,reward 18,reward 28,reward 8,reward 15,reward 20,reward 6,reward 19,reward 14,reward 11,reward 4,reward 0,reward 21,reward 10,reward 23,reward 12,reward 27,reward 5,reward 29,reward 16,reward 13
349.3192679004593,391.0749670427263,441.3980236939136,345.1416297386471,446.0207764276793,366.82481712949766,435.3561975417414,380.2867603608944,340.2615774573452,351000,344.934771802424,366.19815694265316,330.9003931139018,382.887896122621,369.8757552769142,355.78960747448036,401.9926776663359,355.95178626243154,369.8773628932794,373.1255629717947,413.3473771872668,447.3203149812548,355.6818527426006,376.9217977302163,348.52907473628443,371.00184415052337,339.97761498812116,408.9181463711209,325.209362561094,367.182626596038,369.937273557891
349.3192679004593,391.0749670427263,441.3980236939136,345.1416297386471,446.0207764276793,366.82481712949766,435.3561975417414,380.2867603608944,340.2615774573452,352000,344.934771802424,366.19815694265316,330.9003931139018,382.887896122621,369.8757552769142,355.78960747448036,401.9926776663359,355.95178626243154,369.8773628932794,373.1255629717947,413.3473771872668,447.3203149812548,355.6818527426006,376.9217977302163,348.52907473628443,371.00184415052337,339.97761498812116,408.9181463711209,325.209362561094,367.182626596038,369.937273557891
349.3192679004593,391.0749670427263,441.3980236939136,345.1416297386471,446.0207764276793,366.82481712949766,435.3561975417414,380.2867603608944,340.2615774573452,353000,344.934771802424,366.19815694265316,330.9003931139018,382.887896122621,369.8757552769142,355.78960747448036,401.9926776663359,355.95178626243154,369.8773628932794,373.1255629717947,413.3473771872668,447.3203149812548,355.6818527426006,376.9217977302163,348.52907473628443,371.00184415052337,339.97761498812116,408.9181463711209,325.209362561094,367.182626596038,369.937273557891
349.3192679004593,391.0749670427263,441.3980236939136,345.1416297386471,446.0207764276793,366.82481712949766,435.3561975417414,380.2867603608944,340.2615774573452,354000,344.934771802424,366.19815694265316,330.9003931139018,382.887896122621,369.8757552769142,355.78960747448036,401.9926776663359,355.95178626243154,369.8773628932794,373.1255629717947,413.3473771872668,447.3203149812548,355.6818527426006,376.9217977302163,348.52907473628443,371.00184415052337,339.97761498812116,408.9181463711209,325.209362561094,367.182626596038,369.937273557891
349.3192679004593,391.0749670427263,441.3980236939136,345.1416297386471,446.0207764276793,366.82481712949766,435.3561975417414,380.2867603608944,340.2615774573452,355000,344.934771802424,366.19815694265316,330.9003931139018,382.887896122621,369.8757552769142,355.78960747448036,401.9926776663359,355.95178626243154,369.8773628932794,373.1255629717947,413.3473771872668,447.3203149812548,355.6818527426006,376.9217977302163,348.52907473628443,371.00184415052337,339.97761498812116,408.9181463711209,325.209362561094,367.182626596038,369.937273557891
349.3192679004593,391.0749670427263,441.3980236939136,345.1416297386471,446.0207764276793,366.82481712949766,435.3561975417414,380.2867603608944,340.2615774573452,356000,344.934771802424,366.19815694265316,330.9003931139018,382.887896122621,369.8757552769142,355.78960747448036,401.9926776663359,355.95178626243154,369.8773628932794,373.1255629717947,413.3473771872668,447.3203149812548,355.6818527426006,376.9217977302163,348.52907473628443,371.00184415052337,339.97761498812116,408.9181463711209,325.209362561094,367.182626596038,369.937273557891
349.3192679004593,391.0749670427263,441.3980236939136,345.1416297386471,446.0207764276793,366.82481712949766,435.3561975417414,380.2867603608944,340.2615774573452,357000,344.934771802424,366.19815694265316,330.9003931139018,382.887896122621,369.8757552769142,355.78960747448036,401.9926776663359,355.95178626243154,369.8773628932794,373.1255629717947,413.3473771872668,447.3203149812548,355.6818527426006,376.9217977302163,348.52907473628443,371.00184415052337,339.97761498812116,408.9181463711209,325.209362561094,367.182626596038,369.937273557891
349.3192679004593,391.0749670427263,441.3980236939136,345.1416297386471,446.0207764276793,366.82481712949766,435.3561975417414,380.2867603608944,340.2615774573452,358000,344.934771802424,366.19815694265316,330.9003931139018,382.887896122621,369.8757552769142,355.78960747448036,401.9926776663359,355.95178626243154,369.8773628932794,373.1255629717947,413.3473771872668,447.3203149812548,355.6818527426006,376.9217977302163,348.52907473628443,371.00184415052337,339.97761498812116,408.9181463711209,325.209362561094,367.182626596038,369.937273557891
349.3192679004593,391.0749670427263,441.3980236939136,345.1416297386471,446.0207764276793,366.82481712949766,435.3561975417414,380.2867603608944,340.2615774573452,359000,344.934771802424,366.19815694265316,330.9003931139018,382.887896122621,369.8757552769142,355.78960747448036,401.9926776663359,355.95178626243154,369.8773628932794,373.1255629717947,413.3473771872668,447.3203149812548,355.6818527426006,376.9217977302163,348.52907473628443,371.00184415052337,339.97761498812116,408.9181463711209,325.209362561094,367.182626596038,369.937273557891
349.3192679004593,391.0749670427263,441.3980236939136,345.1416297386471,446.0207764276793,366.82481712949766,435.3561975417414,380.2867603608944,340.2615774573452,360000,344.934771802424,366.19815694265316,330.9003931139018,382.887896122621,369.8757552769142,355.78960747448036,401.9926776663359,355.95178626243154,369.8773628932794,373.1255629717947,413.3473771872668,447.3203149812548,355.6818527426006,376.9217977302163,348.52907473628443,371.00184415052337,339.97761498812116,408.9181463711209,325.209362561094,367.182626596038,369.937273557891
349.3192679004593,391.0749670427263,441.3980236939136,345.1416297386471,446.0207764276793,366.82481712949766,435.3561975417414,380.2867603608944,340.2615774573452,361000,344.934771802424,366.19815694265316,330.9003931139018,382.887896122621,369.8757552769142,355.78960747448036,401.9926776663359,355.95178626243154,369.8773628932794,373.1255629717947,413.3473771872668,447.3203149812548,355.6818527426006,376.9217977302163,348.52907473628443,371.00184415052337,339.97761498812116,408.9181463711209,325.209362561094,367.182626596038,369.937273557891
349.3192679004593,391.0749670427263,441.3980236939136,345.1416297386471,446.0207764276793,366.82481712949766,435.3561975417414,380.2867603608944,340.2615774573452,362000,344.934771802424,366.19815694265316,330.9003931139018,382.887896122621,369.8757552769142,355.78960747448036,401.9926776663359,355.95178626243154,369.8773628932794,373.1255629717947,413.3473771872668,447.3203149812548,355.6818527426006,376.9217977302163,348.52907473628443,371.00184415052337,339.97761498812116,408.9181463711209,325.209362561094,367.182626596038,369.937273557891
349.3192679004593,391.0749670427263,441.3980236939136,345.1416297386471,446.0207764276793,366.82481712949766,435.3561975417414,380.2867603608944,340.2615774573452,363000,344.934771802424,366.19815694265316,330.9003931139018,382.887896122621,369.8757552769142,355.78960747448036,401.9926776663359,355.95178626243154,369.8773628932794,373.1255629717947,413.3473771872668,447.3203149812548,355.6818527426006,376.9217977302163,348.52907473628443,371.00184415052337,339.97761498812116,408.9181463711209,325.209362561094,367.182626596038,369.937273557891
349.3192679004593,391.0749670427263,441.3980236939136,345.1416297386471,446.0207764276793,366.82481712949766,435.3561975417414,380.2867603608944,340.2615774573452,364000,344.934771802424,366.19815694265316,330.9003931139018,382.887896122621,369.8757552769142,355.78960747448036,401.9926776663359,355.95178626243154,369.8773628932794,373.1255629717947,413.3473771872668,447.3203149812548,355.6818527426006,376.9217977302163,348.52907473628443,371.00184415052337,339.97761498812116,408.9181463711209,325.209362561094,367.182626596038,369.937273557891
349.3192679004593,391.0749670427263,441.3980236939136,345.1416297386471,446.0207764276793,366.82481712949766,435.3561975417414,380.2867603608944,340.2615774573452,365000,344.934771802424,366.19815694265316,330.9003931139018,382.887896122621,369.8757552769142,355.78960747448036,401.9926776663359,355.95178626243154,369.8773628932794,373.1255629717947,413.3473771872668,447.3203149812548,355.6818527426006,376.9217977302163,348.52907473628443,371.00184415052337,339.97761498812116,408.9181463711209,325.209362561094,367.182626596038,369.937273557891
349.3192679004593,391.0749670427263,441.3980236939136,345.1416297386471,446.0207764276793,366.82481712949766,435.3561975417414,380.2867603608944,340.2615774573452,366000,344.934771802424,366.19815694265316,330.9003931139018,382.887896122621,369.8757552769142,355.78960747448036,401.9926776663359,355.95178626243154,369.8773628932794,373.1255629717947,413.3473771872668,447.3203149812548,355.6818527426006,376.9217977302163,348.52907473628443,371.00184415052337,339.97761498812116,408.9181463711209,325.209362561094,367.182626596038,369.937273557891
349.3192679004593,391.0749670427263,441.3980236939136,345.1416297386471,446.0207764276793,366.82481712949766,435.3561975417414,380.2867603608944,340.2615774573452,367000,344.934771802424,366.19815694265316,330.9003931139018,382.887896122621,369.8757552769142,355.78960747448036,401.9926776663359,355.95178626243154,369.8773628932794,373.1255629717947,413.3473771872668,447.3203149812548,355.6818527426006,376.9217977302163,348.52907473628443,371.00184415052337,339.97761498812116,408.9181463711209,325.209362561094,367.182626596038,369.937273557891
349.3192679004593,391.0749670427263,441.3980236939136,345.1416297386471,446.0207764276793,366.82481712949766,435.3561975417414,380.2867603608944,340.2615774573452,368000,344.934771802424,366.19815694265316,330.9003931139018,382.887896122621,369.8757552769142,355.78960747448036,401.9926776663359,355.95178626243154,369.8773628932794,373.1255629717947,413.3473771872668,447.3203149812548,355.6818527426006,376.9217977302163,348.52907473628443,371.00184415052337,339.97761498812116,408.9181463711209,325.209362561094,367.182626596038,369.937273557891
349.3192679004593,391.0749670427263,441.3980236939136,345.1416297386471,446.0207764276793,366.82481712949766,435.3561975417414,380.2867603608944,340.2615774573452,369000,344.934771802424,366.19815694265316,330.9003931139018,382.887896122621,369.8757552769142,355.78960747448036,401.9926776663359,355.95178626243154,369.8773628932794,373.1255629717947,413.3473771872668,447.3203149812548,355.6818527426006,376.9217977302163,348.52907473628443,371.00184415052337,339.97761498812116,408.9181463711209,325.209362561094,367.182626596038,369.937273557891
349.3192679004593,391.0749670427263,441.3980236939136,345.1416297386471,446.0207764276793,366.82481712949766,435.3561975417414,380.2867603608944,340.2615774573452,370000,344.934771802424,366.19815694265316,330.9003931139018,382.887896122621,369.8757552769142,355.78960747448036,401.9926776663359,355.95178626243154,369.8773628932794,373.1255629717947,413.3473771872668,447.3203149812548,355.6818527426006,376.9217977302163,348.52907473628443,371.00184415052337,339.97761498812116,408.9181463711209,325.209362561094,367.182626596038,369.937273557891
349.3192679004593,391.0749670427263,441.3980236939136,345.1416297386471,446.0207764276793,366.82481712949766,435.3561975417414,380.2867603608944,340.2615774573452,371000,344.934771802424,366.19815694265316,330.9003931139018,382.887896122621,369.8757552769142,355.78960747448036,401.9926776663359,355.95178626243154,369.8773628932794,373.1255629717947,413.3473771872668,447.3203149812548,355.6818527426006,376.9217977302163,348.52907473628443,371.00184415052337,339.97761498812116,408.9181463711209,325.209362561094,367.182626596038,369.937273557891
349.3192679004593,391.0749670427263,441.3980236939136,345.1416297386471,446.0207764276793,366.82481712949766,435.3561975417414,380.2867603608944,340.2615774573452,372000,344.934771802424,366.19815694265316,330.9003931139018,382.887896122621,369.8757552769142,355.78960747448036,401.9926776663359,355.95178626243154,369.8773628932794,373.1255629717947,413.3473771872668,447.3203149812548,355.6818527426006,376.9217977302163,348.52907473628443,371.00184415052337,339.97761498812116,408.9181463711209,325.209362561094,367.182626596038,369.937273557891
349.3192679004593,391.0749670427263,441.3980236939136,345.1416297386471,446.0207764276793,366.82481712949766,435.3561975417414,380.2867603608944,340.2615774573452,373000,344.934771802424,366.19815694265316,330.9003931139018,382.887896122621,369.8757552769142,355.78960747448036,401.9926776663359,355.95178626243154,369.8773628932794,373.1255629717947,413.3473771872668,447.3203149812548,355.6818527426006,376.9217977302163,348.52907473628443,371.00184415052337,339.97761498812116,408.9181463711209,325.209362561094,367.182626596038,369.937273557891
349.3192679004593,391.0749670427263,441.3980236939136,345.1416297386471,446.0207764276793,366.82481712949766,435.3561975417414,380.2867603608944,340.2615774573452,374000,344.934771802424,366.19815694265316,330.9003931139018,382.887896122621,369.8757552769142,355.78960747448036,401.9926776663359,355.95178626243154,369.8773628932794,373.1255629717947,413.3473771872668,447.3203149812548,355.6818527426006,376.9217977302163,348.52907473628443,371.00184415052337,339.97761498812116,408.9181463711209,325.209362561094,367.182626596038,369.937273557891
349.3192679004593,391.0749670427263,441.3980236939136,345.1416297386471,446.0207764276793,366.82481712949766,435.3561975417414,380.2867603608944,340.2615774573452,375000,344.934771802424,366.19815694265316,330.9003931139018,382.887896122621,369.8757552769142,355.78960747448036,401.9926776663359,355.95178626243154,369.8773628932794,373.1255629717947,413.3473771872668,447.3203149812548,355.6818527426006,376.9217977302163,348.52907473628443,371.00184415052337,339.97761498812116,408.9181463711209,325.209362561094,367.182626596038,369.937273557891
349.3192679004593,391.0749670427263,441.3980236939136,345.1416297386471,446.0207764276793,366.82481712949766,435.3561975417414,380.2867603608944,340.2615774573452,376000,344.934771802424,366.19815694265316,330.9003931139018,382.887896122621,369.8757552769142,355.78960747448036,401.9926776663359,355.95178626243154,369.8773628932794,373.1255629717947,413.3473771872668,447.3203149812548,355.6818527426006,376.9217977302163,348.52907473628443,371.00184415052337,339.97761498812116,408.9181463711209,325.209362561094,367.182626596038,369.937273557891
349.3192679004593,391.0749670427263,441.3980236939136,345.1416297386471,446.0207764276793,366.82481712949766,435.3561975417414,380.2867603608944,340.2615774573452,377000,344.934771802424,366.19815694265316,330.9003931139018,382.887896122621,369.8757552769142,355.78960747448036,401.9926776663359,355.95178626243154,369.8773628932794,373.1255629717947,413.3473771872668,447.3203149812548,355.6818527426006,376.9217977302163,348.52907473628443,371.00184415052337,339.97761498812116,408.9181463711209,325.209362561094,367.182626596038,369.937273557891
349.3192679004593,391.0749670427263,441.3980236939136,345.1416297386471,446.0207764276793,366.82481712949766,435.3561975417414,380.2867603608944,340.2615774573452,378000,344.934771802424,366.19815694265316,330.9003931139018,382.887896122621,369.8757552769142,355.78960747448036,401.9926776663359,355.95178626243154,369.8773628932794,373.1255629717947,413.3473771872668,447.3203149812548,355.6818527426006,376.9217977302163,348.52907473628443,371.00184415052337,339.97761498812116,408.9181463711209,325.209362561094,367.182626596038,369.937273557891
349.3192679004593,391.0749670427263,441.3980236939136,345.1416297386471,446.0207764276793,366.82481712949766,435.3561975417414,380.2867603608944,340.2615774573452,379000,344.934771802424,366.19815694265316,330.9003931139018,382.887896122621,369.8757552769142,355.78960747448036,401.9926776663359,355.95178626243154,369.8773628932794,373.1255629717947,413.3473771872668,447.3203149812548,355.6818527426006,376.9217977302163,348.52907473628443,371.00184415052337,339.97761498812116,408.9181463711209,325.209362561094,367.182626596038,369.937273557891
349.3192679004593,391.0749670427263,441.3980236939136,345.1416297386471,446.0207764276793,366.82481712949766,435.3561975417414,380.2867603608944,340.2615774573452,380000,344.934771802424,366.19815694265316,330.9003931139018,382.887896122621,369.8757552769142,355.78960747448036,401.9926776663359,355.95178626243154,369.8773628932794,373.1255629717947,413.3473771872668,447.3203149812548,355.6818527426006,376.9217977302163,348.52907473628443,371.00184415052337,339.97761498812116,408.9181463711209,325.209362561094,367.182626596038,369.937273557891
349.3192679004593,391.0749670427263,441.3980236939136,345.1416297386471,446.0207764276793,366.82481712949766,435.3561975417414,380.2867603608944,340.2615774573452,381000,344.934771802424,366.19815694265316,330.9003931139018,382.887896122621,369.8757552769142,355.78960747448036,401.9926776663359,355.95178626243154,369.8773628932794,373.1255629717947,413.3473771872668,447.3203149812548,355.6818527426006,376.9217977302163,348.52907473628443,371.00184415052337,339.97761498812116,408.9181463711209,325.209362561094,367.182626596038,369.937273557891
349.3192679004593,391.0749670427263,441.3980236939136,345.1416297386471,446.0207764276793,366.82481712949766,435.3561975417414,380.2867603608944,340.2615774573452,382000,344.934771802424,366.19815694265316,330.9003931139018,382.887896122621,369.8757552769142,355.78960747448036,401.9926776663359,355.95178626243154,369.8773628932794,373.1255629717947,413.3473771872668,447.3203149812548,355.6818527426006,376.9217977302163,348.52907473628443,371.00184415052337,339.97761498812116,408.9181463711209,325.209362561094,367.182626596038,369.937273557891
349.3192679004593,391.0749670427263,441.3980236939136,345.1416297386471,446.0207764276793,366.82481712949766,435.3561975417414,380.2867603608944,340.2615774573452,383000,344.934771802424,366.19815694265316,330.9003931139018,382.887896122621,369.8757552769142,355.78960747448036,401.9926776663359,355.95178626243154,369.8773628932794,373.1255629717947,413.3473771872668,447.3203149812548,355.6818527426006,376.9217977302163,348.52907473628443,371.00184415052337,339.97761498812116,408.9181463711209,325.209362561094,367.182626596038,369.937273557891
349.3192679004593,391.0749670427263,441.3980236939136,345.1416297386471,446.0207764276793,366.82481712949766,435.3561975417414,380.2867603608944,340.2615774573452,384000,344.934771802424,366.19815694265316,330.9003931139018,382.887896122621,369.8757552769142,355.78960747448036,401.9926776663359,355.95178626243154,369.8773628932794,373.1255629717947,413.3473771872668,447.3203149812548,355.6818527426006,376.9217977302163,348.52907473628443,371.00184415052337,339.97761498812116,408.9181463711209,325.209362561094,367.182626596038,369.937273557891
349.3192679004593,391.0749670427263,441.3980236939136,345.1416297386471,446.0207764276793,366.82481712949766,435.3561975417414,380.2867603608944,340.2615774573452,385000,344.934771802424,366.19815694265316,330.9003931139018,382.887896122621,369.8757552769142,355.78960747448036,401.9926776663359,355.95178626243154,369.8773628932794,373.1255629717947,413.3473771872668,447.3203149812548,355.6818527426006,376.9217977302163,348.52907473628443,371.00184415052337,339.97761498812116,408.9181463711209,325.209362561094,367.182626596038,369.937273557891
349.3192679004593,391.0749670427263,441.3980236939136,345.1416297386471,446.0207764276793,366.82481712949766,435.3561975417414,380.2867603608944,340.2615774573452,386000,344.934771802424,366.19815694265316,330.9003931139018,382.887896122621,369.8757552769142,355.78960747448036,401.9926776663359,355.95178626243154,369.8773628932794,373.1255629717947,413.3473771872668,447.3203149812548,355.6818527426006,376.9217977302163,348.52907473628443,371.00184415052337,339.97761498812116,408.9181463711209,325.209362561094,367.182626596038,369.937273557891
349.3192679004593,391.0749670427263,441.3980236939136,345.1416297386471,446.0207764276793,366.82481712949766,435.3561975417414,380.2867603608944,340.2615774573452,387000,344.934771802424,366.19815694265316,330.9003931139018,382.887896122621,369.8757552769142,355.78960747448036,401.9926776663359,355.95178626243154,369.8773628932794,373.1255629717947,413.3473771872668,447.3203149812548,355.6818527426006,376.9217977302163,348.52907473628443,371.00184415052337,339.97761498812116,408.9181463711209,325.209362561094,367.182626596038,369.937273557891
349.3192679004593,391.0749670427263,441.3980236939136,345.1416297386471,446.0207764276793,366.82481712949766,435.3561975417414,380.2867603608944,340.2615774573452,388000,344.934771802424,366.19815694265316,330.9003931139018,382.887896122621,369.8757552769142,355.78960747448036,401.9926776663359,355.95178626243154,369.8773628932794,373.1255629717947,413.3473771872668,447.3203149812548,355.6818527426006,376.9217977302163,348.52907473628443,371.00184415052337,339.97761498812116,408.9181463711209,325.209362561094,367.182626596038,369.937273557891
349.3192679004593,391.0749670427263,441.3980236939136,345.1416297386471,446.0207764276793,366.82481712949766,435.3561975417414,380.2867603608944,340.2615774573452,389000,344.934771802424,366.19815694265316,330.9003931139018,382.887896122621,369.8757552769142,355.78960747448036,401.9926776663359,355.95178626243154,369.8773628932794,373.1255629717947,413.3473771872668,447.3203149812548,355.6818527426006,376.9217977302163,348.52907473628443,371.00184415052337,339.97761498812116,408.9181463711209,325.209362561094,367.182626596038,369.937273557891
349.3192679004593,391.0749670427263,441.3980236939136,345.1416297386471,446.0207764276793,366.82481712949766,435.3561975417414,380.2867603608944,340.2615774573452,390000,344.934771802424,366.19815694265316,330.9003931139018,382.887896122621,369.8757552769142,355.78960747448036,401.9926776663359,355.95178626243154,369.8773628932794,373.1255629717947,413.3473771872668,447.3203149812548,355.6818527426006,376.9217977302163,348.52907473628443,371.00184415052337,339.97761498812116,408.9181463711209,325.209362561094,367.182626596038,369.937273557891
349.3192679004593,391.0749670427263,441.3980236939136,345.1416297386471,446.0207764276793,366.82481712949766,435.3561975417414,380.2867603608944,340.2615774573452,391000,344.934771802424,366.19815694265316,330.9003931139018,382.887896122621,369.8757552769142,355.78960747448036,401.9926776663359,355.95178626243154,369.8773628932794,373.1255629717947,413.3473771872668,447.3203149812548,355.6818527426006,376.9217977302163,348.52907473628443,371.00184415052337,339.97761498812116,408.9181463711209,325.209362561094,367.182626596038,369.937273557891
349.3192679004593,391.0749670427263,441.3980236939136,345.1416297386471,446.0207764276793,366.82481712949766,435.3561975417414,380.2867603608944,340.2615774573452,392000,344.934771802424,366.19815694265316,330.9003931139018,382.887896122621,369.8757552769142,355.78960747448036,401.9926776663359,355.95178626243154,369.8773628932794,373.1255629717947,413.3473771872668,447.3203149812548,355.6818527426006,376.9217977302163,348.52907473628443,371.00184415052337,339.97761498812116,408.9181463711209,325.209362561094,367.182626596038,369.937273557891
349.3192679004593,391.0749670427263,441.3980236939136,345.1416297386471,446.0207764276793,366.82481712949766,435.3561975417414,380.2867603608944,340.2615774573452,393000,344.934771802424,366.19815694265316,330.9003931139018,382.887896122621,369.8757552769142,355.78960747448036,401.9926776663359,355.95178626243154,369.8773628932794,373.1255629717947,413.3473771872668,447.3203149812548,355.6818527426006,376.9217977302163,348.52907473628443,371.00184415052337,339.97761498812116,408.9181463711209,325.209362561094,367.182626596038,369.937273557891
349.3192679004593,391.0749670427263,441.3980236939136,345.1416297386471,446.0207764276793,366.82481712949766,435.3561975417414,380.2867603608944,340.2615774573452,394000,344.934771802424,366.19815694265316,330.9003931139018,382.887896122621,369.8757552769142,355.78960747448036,401.9926776663359,355.95178626243154,369.8773628932794,373.1255629717947,413.3473771872668,447.3203149812548,355.6818527426006,376.9217977302163,348.52907473628443,371.00184415052337,339.97761498812116,408.9181463711209,325.209362561094,367.182626596038,369.937273557891
349.3192679004593,391.0749670427263,441.3980236939136,345.1416297386471,446.0207764276793,366.82481712949766,435.3561975417414,380.2867603608944,340.2615774573452,395000,344.934771802424,366.19815694265316,330.9003931139018,382.887896122621,369.8757552769142,355.78960747448036,401.9926776663359,355.95178626243154,369.8773628932794,373.1255629717947,413.3473771872668,447.3203149812548,355.6818527426006,376.9217977302163,348.52907473628443,371.00184415052337,339.97761498812116,408.9181463711209,325.209362561094,367.182626596038,369.937273557891
349.3192679004593,391.0749670427263,441.3980236939136,345.1416297386471,446.0207764276793,366.82481712949766,435.3561975417414,380.2867603608944,340.2615774573452,396000,344.934771802424,366.19815694265316,330.9003931139018,382.887896122621,369.8757552769142,355.78960747448036,401.9926776663359,355.95178626243154,369.8773628932794,373.1255629717947,413.3473771872668,447.3203149812548,355.6818527426006,376.9217977302163,348.52907473628443,371.00184415052337,339.97761498812116,408.9181463711209,325.209362561094,367.182626596038,369.937273557891
349.3192679004593,391.0749670427263,441.3980236939136,345.1416297386471,446.0207764276793,366.82481712949766,435.3561975417414,380.2867603608944,340.2615774573452,397000,344.934771802424,366.19815694265316,330.9003931139018,382.887896122621,369.8757552769142,355.78960747448036,401.9926776663359,355.95178626243154,369.8773628932794,373.1255629717947,413.3473771872668,447.3203149812548,355.6818527426006,376.9217977302163,348.52907473628443,371.00184415052337,339.97761498812116,408.9181463711209,325.209362561094,367.182626596038,369.937273557891
349.3192679004593,391.0749670427263,441.3980236939136,345.1416297386471,446.0207764276793,366.82481712949766,435.3561975417414,380.2867603608944,340.2615774573452,398000,344.934771802424,366.19815694265316,330.9003931139018,382.887896122621,369.8757552769142,355.78960747448036,401.9926776663359,355.95178626243154,369.8773628932794,373.1255629717947,413.3473771872668,447.3203149812548,355.6818527426006,376.9217977302163,348.52907473628443,371.00184415052337,339.97761498812116,408.9181463711209,325.209362561094,367.182626596038,369.937273557891
349.3192679004593,391.0749670427263,441.3980236939136,345.1416297386471,446.0207764276793,366.82481712949766,435.3561975417414,380.2867603608944,340.2615774573452,399000,344.934771802424,366.19815694265316,330.9003931139018,382.887896122621,369.8757552769142,355.78960747448036,401.9926776663359,355.95178626243154,369.8773628932794,373.1255629717947,413.3473771872668,447.3203149812548,355.6818527426006,376.9217977302163,348.52907473628443,371.00184415052337,339.97761498812116,408.9181463711209,325.209362561094,367.182626596038,369.937273557891
349.3192679004593,391.0749670427263,441.3980236939136,345.1416297386471,446.0207764276793,366.82481712949766,435.3561975417414,380.2867603608944,340.2615774573452,400000,344.934771802424,366.19815694265316,330.9003931139018,382.887896122621,369.8757552769142,355.78960747448036,401.9926776663359,355.95178626243154,369.8773628932794,373.1255629717947,413.3473771872668,447.3203149812548,355.6818527426006,376.9217977302163,348.52907473628443,371.00184415052337,339.97761498812116,408.9181463711209,325.209362561094,367.182626596038,369.937273557891
349.3192679004593,391.0749670427263,441.3980236939136,345.1416297386471,446.0207764276793,366.82481712949766,435.3561975417414,380.2867603608944,340.2615774573452,401000,344.934771802424,366.19815694265316,330.9003931139018,382.887896122621,369.8757552769142,355.78960747448036,401.9926776663359,355.95178626243154,369.8773628932794,373.1255629717947,413.3473771872668,447.3203149812548,355.6818527426006,376.9217977302163,348.52907473628443,371.00184415052337,339.97761498812116,408.9181463711209,325.209362561094,367.182626596038,369.937273557891
349.3192679004593,391.0749670427263,441.3980236939136,345.1416297386471,446.0207764276793,366.82481712949766,435.3561975417414,380.2867603608944,340.2615774573452,402000,344.934771802424,366.19815694265316,330.9003931139018,382.887896122621,369.8757552769142,355.78960747448036,401.9926776663359,355.95178626243154,369.8773628932794,373.1255629717947,413.3473771872668,447.3203149812548,355.6818527426006,376.9217977302163,348.52907473628443,371.00184415052337,339.97761498812116,408.9181463711209,325.209362561094,367.182626596038,369.937273557891
349.3192679004593,391.0749670427263,441.3980236939136,345.1416297386471,446.0207764276793,366.82481712949766,435.3561975417414,380.2867603608944,340.2615774573452,403000,344.934771802424,366.19815694265316,330.9003931139018,382.887896122621,369.8757552769142,355.78960747448036,401.9926776663359,355.95178626243154,369.8773628932794,373.1255629717947,413.3473771872668,447.3203149812548,355.6818527426006,376.9217977302163,348.52907473628443,371.00184415052337,339.97761498812116,408.9181463711209,325.209362561094,367.182626596038,369.937273557891
349.3192679004593,391.0749670427263,441.3980236939136,345.1416297386471,446.0207764276793,366.82481712949766,435.3561975417414,380.2867603608944,340.2615774573452,404000,344.934771802424,366.19815694265316,330.9003931139018,382.887896122621,369.8757552769142,355.78960747448036,401.9926776663359,355.95178626243154,369.8773628932794,373.1255629717947,413.3473771872668,447.3203149812548,355.6818527426006,376.9217977302163,348.52907473628443,371.00184415052337,339.97761498812116,408.9181463711209,325.209362561094,367.182626596038,369.937273557891
349.3192679004593,391.0749670427263,441.3980236939136,345.1416297386471,446.0207764276793,366.82481712949766,435.3561975417414,380.2867603608944,340.2615774573452,405000,344.934771802424,366.19815694265316,330.9003931139018,382.887896122621,369.8757552769142,355.78960747448036,401.9926776663359,355.95178626243154,369.8773628932794,373.1255629717947,413.3473771872668,447.3203149812548,355.6818527426006,376.9217977302163,348.52907473628443,371.00184415052337,339.97761498812116,408.9181463711209,325.209362561094,367.182626596038,369.937273557891
349.3192679004593,391.0749670427263,441.3980236939136,345.1416297386471,446.0207764276793,366.82481712949766,435.3561975417414,380.2867603608944,340.2615774573452,406000,344.934771802424,366.19815694265316,330.9003931139018,382.887896122621,369.8757552769142,355.78960747448036,401.9926776663359,355.95178626243154,369.8773628932794,373.1255629717947,413.3473771872668,447.3203149812548,355.6818527426006,376.9217977302163,348.52907473628443,371.00184415052337,339.97761498812116,408.9181463711209,325.209362561094,367.182626596038,369.937273557891
349.3192679004593,391.0749670427263,441.3980236939136,345.1416297386471,446.0207764276793,366.82481712949766,435.3561975417414,380.2867603608944,340.2615774573452,407000,344.934771802424,366.19815694265316,330.9003931139018,382.887896122621,369.8757552769142,355.78960747448036,401.9926776663359,355.95178626243154,369.8773628932794,373.1255629717947,413.3473771872668,447.3203149812548,355.6818527426006,376.9217977302163,348.52907473628443,371.00184415052337,339.97761498812116,408.9181463711209,325.209362561094,367.182626596038,369.937273557891
349.3192679004593,391.0749670427263,441.3980236939136,345.1416297386471,446.0207764276793,366.82481712949766,435.3561975417414,380.2867603608944,340.2615774573452,408000,344.934771802424,366.19815694265316,330.9003931139018,382.887896122621,369.8757552769142,355.78960747448036,401.9926776663359,355.95178626243154,369.8773628932794,373.1255629717947,413.3473771872668,447.3203149812548,355.6818527426006,376.9217977302163,348.52907473628443,371.00184415052337,339.97761498812116,408.9181463711209,325.209362561094,367.182626596038,369.937273557891
