reward 7,reward 15,reward 11,reward 9,reward 19,reward 29,reward 23,reward 10,reward 3,reward 6,reward 18,reward 14,reward 24,reward 25,reward 13,reward 8,reward 0,reward 26,reward 12,reward 27,reward 21,reward 5,StepNum,reward 17,reward 16,reward 20,reward 4,reward 1,reward 22,reward 28,reward 2
284.09223893105263,254.21064923740443,268.35254981138735,275.79541336599084,247.32833643899565,239.56025633303352,242.6494469609142,270.61438685725295,298.74873305107184,286.7734381886662,248.10515835337003,265.1429069974418,242.58586523728354,241.28621532484044,267.4470678590329,277.27516472251875,320.33415759863965,240.745485556911,267.9216187364138,240.46561571722754,243.50836280624426,288.99602482429134,45000,248.79655439096382,251.34622884400414,244.81667428278044,293.9028817606384,318.32946953605017,243.4662689232808,239.97371398206678,312.7024662745111
284.09223893105263,254.21064923740443,268.35254981138735,275.79541336599084,247.32833643899565,239.56025633303352,242.6494469609142,270.61438685725295,298.74873305107184,286.7734381886662,248.10515835337003,265.1429069974418,242.58586523728354,241.28621532484044,267.4470678590329,277.27516472251875,320.33415759863965,240.745485556911,267.9216187364138,240.46561571722754,243.50836280624426,288.99602482429134,46000,248.79655439096382,251.34622884400414,244.81667428278044,293.9028817606384,318.32946953605017,243.4662689232808,239.97371398206678,312.7024662745111
284.09223893105263,254.21064923740443,268.35254981138735,275.79541336599084,247.32833643899565,239.56025633303352,242.6494469609142,270.61438685725295,298.74873305107184,286.7734381886662,248.10515835337003,265.1429069974418,242.58586523728354,241.28621532484044,267.4470678590329,277.27516472251875,320.33415759863965,240.745485556911,267.9216187364138,240.46561571722754,243.50836280624426,288.99602482429134,47000,248.79655439096382,251.34622884400414,244.81667428278044,293.9028817606384,318.32946953605017,243.4662689232808,239.97371398206678,312.7024662745111
284.09223893105263,254.21064923740443,268.35254981138735,275.79541336599084,247.32833643899565,239.56025633303352,242.6494469609142,270.61438685725295,298.74873305107184,286.7734381886662,248.10515835337003,265.1429069974418,242.58586523728354,241.28621532484044,267.4470678590329,277.27516472251875,320.33415759863965,240.745485556911,267.9216187364138,240.46561571722754,243.50836280624426,288.99602482429134,48000,248.79655439096382,251.34622884400414,244.81667428278044,293.9028817606384,318.32946953605017,243.4662689232808,239.97371398206678,312.7024662745111
284.09223893105263,254.21064923740443,268.35254981138735,275.79541336599084,247.32833643899565,239.56025633303352,242.6494469609142,270.61438685725295,298.74873305107184,286.7734381886662,248.10515835337003,265.1429069974418,242.58586523728354,241.28621532484044,267.4470678590329,277.27516472251875,320.33415759863965,240.745485556911,267.9216187364138,240.46561571722754,243.50836280624426,288.99602482429134,49000,248.79655439096382,251.34622884400414,244.81667428278044,293.9028817606384,318.32946953605017,243.4662689232808,239.97371398206678,312.7024662745111
284.09223893105263,254.21064923740443,268.35254981138735,275.79541336599084,247.32833643899565,239.56025633303352,242.6494469609142,270.61438685725295,298.74873305107184,286.7734381886662,248.10515835337003,265.1429069974418,242.58586523728354,241.28621532484044,267.4470678590329,277.27516472251875,320.33415759863965,240.745485556911,267.9216187364138,240.46561571722754,243.50836280624426,288.99602482429134,50000,248.79655439096382,251.34622884400414,244.81667428278044,293.9028817606384,318.32946953605017,243.4662689232808,239.97371398206678,312.7024662745111
284.09223893105263,254.21064923740443,268.35254981138735,275.79541336599084,247.32833643899565,239.56025633303352,242.6494469609142,270.61438685725295,298.74873305107184,286.7734381886662,248.10515835337003,265.1429069974418,242.58586523728354,241.28621532484044,267.4470678590329,277.27516472251875,320.33415759863965,240.745485556911,267.9216187364138,240.46561571722754,243.50836280624426,288.99602482429134,51000,248.79655439096382,251.34622884400414,244.81667428278044,293.9028817606384,318.32946953605017,243.4662689232808,239.97371398206678,312.7024662745111
284.09223893105263,254.21064923740443,268.35254981138735,275.79541336599084,247.32833643899565,240.46561571722754,243.50836280624426,270.61438685725295,298.74873305107184,286.7734381886662,248.10515835337003,265.1429069974418,243.4662689232808,242.6494469609142,267.4470678590329,277.27516472251875,320.33415759863965,242.58586523728354,267.9216187364138,241.28621532484044,244.81667428278044,288.99602482429134,52000,248.79655439096382,251.34622884400414,245.27188716047445,293.9028817606384,318.32946953605017,243.90996762155058,240.745485556911,312.7024662745111
284.09223893105263,254.21064923740443,268.35254981138735,275.79541336599084,247.32833643899565,240.46561571722754,243.50836280624426,270.61438685725295,298.74873305107184,286.7734381886662,248.10515835337003,265.1429069974418,243.4662689232808,242.6494469609142,267.4470678590329,277.27516472251875,320.33415759863965,242.58586523728354,267.9216187364138,241.28621532484044,244.81667428278044,288.99602482429134,53000,248.79655439096382,251.34622884400414,245.27188716047445,293.9028817606384,318.32946953605017,243.90996762155058,240.745485556911,312.7024662745111
284.09223893105263,254.21064923740443,268.35254981138735,275.79541336599084,247.32833643899565,240.46561571722754,243.50836280624426,270.61438685725295,298.74873305107184,286.7734381886662,248.10515835337003,265.1429069974418,243.4662689232808,242.6494469609142,267.4470678590329,277.27516472251875,320.33415759863965,242.58586523728354,267.9216187364138,241.28621532484044,244.81667428278044,288.99602482429134,54000,248.79655439096382,251.34622884400414,245.27188716047445,293.9028817606384,318.32946953605017,243.90996762155058,240.745485556911,312.7024662745111
284.09223893105263,254.21064923740443,268.35254981138735,275.79541336599084,247.32833643899565,240.46561571722754,243.50836280624426,270.61438685725295,298.74873305107184,286.7734381886662,248.10515835337003,265.1429069974418,243.4662689232808,242.6494469609142,267.4470678590329,277.27516472251875,320.33415759863965,242.58586523728354,267.9216187364138,241.28621532484044,244.81667428278044,288.99602482429134,55000,248.79655439096382,251.34622884400414,245.27188716047445,293.9028817606384,318.32946953605017,243.90996762155058,240.745485556911,312.7024662745111
