reward 27,reward 2,StepNum,reward 1,reward 11,reward 14,reward 10,reward 12,reward 6,reward 23,reward 13,reward 9,reward 29,reward 21,reward 26,reward 3,reward 7,reward 28,reward 0,reward 16,reward 4,reward 24,reward 18,reward 15,reward 25,reward 20,reward 19,reward 22,reward 17,reward 8,reward 5
294.57273088253305,347.9386215549627,576000,359.8640405546603,328.7555248114095,318.49673504549764,331.3556444288689,328.54444770205725,335.396697950973,299.17598850400225,319.0930829475483,332.1813594006932,290.84315647479986,299.98199883455766,295.5981498381689,342.21678061707837,335.26901236132795,292.0576795054383,366.5066092806689,316.49612025650276,341.30984615476393,298.65597373819804,306.1101834250345,318.01641356441297,295.77320498246604,300.83559144944275,305.85602977532125,299.3693606904103,308.6366242560349,334.1558695807252,335.8049277864794
294.57273088253305,347.9386215549627,577000,359.8640405546603,328.7555248114095,318.49673504549764,331.3556444288689,328.54444770205725,335.396697950973,299.17598850400225,319.0930829475483,332.1813594006932,290.84315647479986,299.98199883455766,295.5981498381689,342.21678061707837,335.26901236132795,292.0576795054383,366.5066092806689,316.49612025650276,341.30984615476393,298.65597373819804,306.1101834250345,318.01641356441297,295.77320498246604,300.83559144944275,305.85602977532125,299.3693606904103,308.6366242560349,334.1558695807252,335.8049277864794
294.57273088253305,347.9386215549627,578000,359.8640405546603,328.7555248114095,318.49673504549764,331.3556444288689,328.54444770205725,335.396697950973,299.17598850400225,319.0930829475483,332.1813594006932,290.84315647479986,299.98199883455766,295.5981498381689,342.21678061707837,335.26901236132795,292.0576795054383,366.5066092806689,316.49612025650276,341.30984615476393,298.65597373819804,306.1101834250345,318.01641356441297,295.77320498246604,300.83559144944275,305.85602977532125,299.3693606904103,308.6366242560349,334.1558695807252,335.8049277864794
294.57273088253305,347.9386215549627,579000,359.8640405546603,328.7555248114095,318.49673504549764,331.3556444288689,328.54444770205725,335.396697950973,299.17598850400225,319.0930829475483,332.1813594006932,290.84315647479986,299.98199883455766,295.5981498381689,342.21678061707837,335.26901236132795,292.0576795054383,366.5066092806689,316.49612025650276,341.30984615476393,298.65597373819804,306.1101834250345,318.01641356441297,295.77320498246604,300.83559144944275,305.85602977532125,299.3693606904103,308.6366242560349,334.1558695807252,335.8049277864794
294.57273088253305,347.9386215549627,580000,359.8640405546603,328.7555248114095,318.49673504549764,331.3556444288689,328.54444770205725,335.396697950973,299.17598850400225,319.0930829475483,332.1813594006932,290.84315647479986,299.98199883455766,295.5981498381689,342.21678061707837,335.26901236132795,292.0576795054383,366.5066092806689,316.49612025650276,341.30984615476393,298.65597373819804,306.1101834250345,318.01641356441297,295.77320498246604,300.83559144944275,305.85602977532125,299.3693606904103,308.6366242560349,334.1558695807252,335.8049277864794
294.57273088253305,347.9386215549627,581000,359.8640405546603,328.7555248114095,318.49673504549764,331.3556444288689,328.54444770205725,335.396697950973,299.17598850400225,319.0930829475483,332.1813594006932,290.84315647479986,299.98199883455766,295.5981498381689,342.21678061707837,335.26901236132795,292.0576795054383,366.5066092806689,316.49612025650276,341.30984615476393,298.65597373819804,306.1101834250345,318.01641356441297,295.77320498246604,300.83559144944275,305.85602977532125,299.3693606904103,308.6366242560349,334.1558695807252,335.8049277864794
294.57273088253305,347.9386215549627,582000,359.8640405546603,328.7555248114095,318.49673504549764,331.3556444288689,328.54444770205725,335.396697950973,299.17598850400225,319.0930829475483,332.1813594006932,290.84315647479986,299.98199883455766,295.5981498381689,342.21678061707837,335.26901236132795,292.0576795054383,366.5066092806689,316.49612025650276,341.30984615476393,298.65597373819804,306.1101834250345,318.01641356441297,295.77320498246604,300.83559144944275,305.85602977532125,299.3693606904103,308.6366242560349,334.1558695807252,335.8049277864794
294.57273088253305,347.9386215549627,583000,359.8640405546603,328.7555248114095,318.49673504549764,331.3556444288689,328.54444770205725,335.396697950973,299.17598850400225,319.0930829475483,332.1813594006932,290.84315647479986,299.98199883455766,295.5981498381689,342.21678061707837,335.26901236132795,292.0576795054383,366.5066092806689,316.49612025650276,341.30984615476393,298.65597373819804,306.1101834250345,318.01641356441297,295.77320498246604,300.83559144944275,305.85602977532125,299.3693606904103,308.6366242560349,334.1558695807252,335.8049277864794
294.57273088253305,347.9386215549627,584000,359.8640405546603,328.7555248114095,318.49673504549764,331.3556444288689,328.54444770205725,335.396697950973,299.17598850400225,319.0930829475483,332.1813594006932,290.84315647479986,299.98199883455766,295.5981498381689,342.21678061707837,335.26901236132795,292.0576795054383,366.5066092806689,316.49612025650276,341.30984615476393,298.65597373819804,306.1101834250345,318.01641356441297,295.77320498246604,300.83559144944275,305.85602977532125,299.3693606904103,308.6366242560349,334.1558695807252,335.8049277864794
294.57273088253305,347.9386215549627,585000,359.8640405546603,328.7555248114095,318.49673504549764,331.3556444288689,328.54444770205725,335.396697950973,299.17598850400225,319.0930829475483,332.1813594006932,290.84315647479986,299.98199883455766,295.5981498381689,342.21678061707837,335.26901236132795,292.0576795054383,366.5066092806689,316.49612025650276,341.30984615476393,298.65597373819804,306.1101834250345,318.01641356441297,295.77320498246604,300.83559144944275,305.85602977532125,299.3693606904103,308.6366242560349,334.1558695807252,335.8049277864794
294.57273088253305,347.9386215549627,586000,359.8640405546603,328.7555248114095,318.49673504549764,331.3556444288689,328.54444770205725,335.396697950973,299.17598850400225,319.0930829475483,332.1813594006932,290.84315647479986,299.98199883455766,295.5981498381689,342.21678061707837,335.26901236132795,292.0576795054383,366.5066092806689,316.49612025650276,341.30984615476393,298.65597373819804,306.1101834250345,318.01641356441297,295.77320498246604,300.83559144944275,305.85602977532125,299.3693606904103,308.6366242560349,334.1558695807252,335.8049277864794
294.57273088253305,347.9386215549627,587000,359.8640405546603,328.7555248114095,318.49673504549764,331.3556444288689,328.54444770205725,335.396697950973,299.17598850400225,319.0930829475483,332.1813594006932,290.84315647479986,299.98199883455766,295.5981498381689,342.21678061707837,335.26901236132795,292.0576795054383,366.5066092806689,316.49612025650276,341.30984615476393,298.65597373819804,306.1101834250345,318.01641356441297,295.77320498246604,300.83559144944275,305.85602977532125,299.3693606904103,308.6366242560349,334.1558695807252,335.8049277864794
294.57273088253305,347.9386215549627,588000,359.8640405546603,328.7555248114095,318.49673504549764,331.3556444288689,328.54444770205725,335.396697950973,299.17598850400225,319.0930829475483,332.1813594006932,290.84315647479986,299.98199883455766,295.5981498381689,342.21678061707837,335.26901236132795,292.0576795054383,366.5066092806689,316.49612025650276,341.30984615476393,298.65597373819804,306.1101834250345,318.01641356441297,295.77320498246604,300.83559144944275,305.85602977532125,299.3693606904103,308.6366242560349,334.1558695807252,335.8049277864794
294.57273088253305,347.9386215549627,589000,359.8640405546603,328.7555248114095,318.49673504549764,331.3556444288689,328.54444770205725,335.396697950973,299.17598850400225,319.0930829475483,332.1813594006932,290.84315647479986,299.98199883455766,295.5981498381689,342.21678061707837,335.26901236132795,292.0576795054383,366.5066092806689,316.49612025650276,341.30984615476393,298.65597373819804,306.1101834250345,318.01641356441297,295.77320498246604,300.83559144944275,305.85602977532125,299.3693606904103,308.6366242560349,334.1558695807252,335.8049277864794
294.57273088253305,347.9386215549627,590000,359.8640405546603,328.7555248114095,318.49673504549764,331.3556444288689,328.54444770205725,335.396697950973,299.17598850400225,319.0930829475483,332.1813594006932,290.84315647479986,299.98199883455766,295.5981498381689,342.21678061707837,335.26901236132795,292.0576795054383,366.5066092806689,316.49612025650276,341.30984615476393,298.65597373819804,306.1101834250345,318.01641356441297,295.77320498246604,300.83559144944275,305.85602977532125,299.3693606904103,308.6366242560349,334.1558695807252,335.8049277864794
294.57273088253305,347.9386215549627,591000,359.8640405546603,328.7555248114095,318.49673504549764,331.3556444288689,328.54444770205725,335.396697950973,299.17598850400225,319.0930829475483,332.1813594006932,290.84315647479986,299.98199883455766,295.5981498381689,342.21678061707837,335.26901236132795,292.0576795054383,366.5066092806689,316.49612025650276,341.30984615476393,298.65597373819804,306.1101834250345,318.01641356441297,295.77320498246604,300.83559144944275,305.85602977532125,299.3693606904103,308.6366242560349,334.1558695807252,335.8049277864794
294.57273088253305,347.9386215549627,592000,359.8640405546603,328.7555248114095,318.49673504549764,331.3556444288689,328.54444770205725,335.396697950973,299.17598850400225,319.0930829475483,332.1813594006932,290.84315647479986,299.98199883455766,295.5981498381689,342.21678061707837,335.26901236132795,292.0576795054383,366.5066092806689,316.49612025650276,341.30984615476393,298.65597373819804,306.1101834250345,318.01641356441297,295.77320498246604,300.83559144944275,305.85602977532125,299.3693606904103,308.6366242560349,334.1558695807252,335.8049277864794
294.57273088253305,347.9386215549627,593000,359.8640405546603,328.7555248114095,318.49673504549764,331.3556444288689,328.54444770205725,335.396697950973,299.17598850400225,319.0930829475483,332.1813594006932,290.84315647479986,299.98199883455766,295.5981498381689,342.21678061707837,335.26901236132795,292.0576795054383,366.5066092806689,316.49612025650276,341.30984615476393,298.65597373819804,306.1101834250345,318.01641356441297,295.77320498246604,300.83559144944275,305.85602977532125,299.3693606904103,308.6366242560349,334.1558695807252,335.8049277864794
294.57273088253305,347.9386215549627,594000,359.8640405546603,328.7555248114095,318.49673504549764,331.3556444288689,328.54444770205725,335.396697950973,299.17598850400225,319.0930829475483,332.1813594006932,290.84315647479986,299.98199883455766,295.5981498381689,342.21678061707837,335.26901236132795,292.0576795054383,366.5066092806689,316.49612025650276,341.30984615476393,298.65597373819804,306.1101834250345,318.01641356441297,295.77320498246604,300.83559144944275,305.85602977532125,299.3693606904103,308.6366242560349,334.1558695807252,335.8049277864794
294.57273088253305,347.9386215549627,595000,359.8640405546603,328.7555248114095,318.49673504549764,331.3556444288689,328.54444770205725,335.396697950973,299.17598850400225,319.0930829475483,332.1813594006932,290.84315647479986,299.98199883455766,295.5981498381689,342.21678061707837,335.26901236132795,292.0576795054383,366.5066092806689,316.49612025650276,341.30984615476393,298.65597373819804,306.1101834250345,318.01641356441297,295.77320498246604,300.83559144944275,305.85602977532125,299.3693606904103,308.6366242560349,334.1558695807252,335.8049277864794
294.57273088253305,347.9386215549627,596000,359.8640405546603,328.7555248114095,318.49673504549764,331.3556444288689,328.54444770205725,335.396697950973,299.17598850400225,319.0930829475483,332.1813594006932,290.84315647479986,299.98199883455766,295.5981498381689,342.21678061707837,335.26901236132795,292.0576795054383,366.5066092806689,316.49612025650276,341.30984615476393,298.65597373819804,306.1101834250345,318.01641356441297,295.77320498246604,300.83559144944275,305.85602977532125,299.3693606904103,308.6366242560349,334.1558695807252,335.8049277864794
295.5981498381689,347.9386215549627,597000,359.8640405546603,328.7555248114095,319.0930829475483,331.3556444288689,328.54444770205725,335.396697950973,299.3693606904103,327.10683401632605,332.1813594006932,292.0576795054383,300.83559144944275,295.77320498246604,342.21678061707837,335.26901236132795,294.57273088253305,366.5066092806689,318.01641356441297,341.30984615476393,299.17598850400225,308.6366242560349,318.49673504549764,298.65597373819804,305.85602977532125,306.1101834250345,299.98199883455766,316.49612025650276,334.1558695807252,335.8049277864794
295.5981498381689,347.9386215549627,598000,359.8640405546603,328.7555248114095,319.0930829475483,331.3556444288689,328.54444770205725,335.396697950973,299.3693606904103,327.10683401632605,332.1813594006932,292.0576795054383,300.83559144944275,295.77320498246604,342.21678061707837,335.26901236132795,294.57273088253305,366.5066092806689,318.01641356441297,341.30984615476393,299.17598850400225,308.6366242560349,318.49673504549764,298.65597373819804,305.85602977532125,306.1101834250345,299.98199883455766,316.49612025650276,334.1558695807252,335.8049277864794
295.5981498381689,347.9386215549627,599000,359.8640405546603,328.7555248114095,319.0930829475483,331.3556444288689,328.54444770205725,335.396697950973,299.3693606904103,327.10683401632605,332.1813594006932,292.0576795054383,300.83559144944275,295.77320498246604,342.21678061707837,335.26901236132795,294.57273088253305,366.5066092806689,318.01641356441297,341.30984615476393,299.17598850400225,308.6366242560349,318.49673504549764,298.65597373819804,305.85602977532125,306.1101834250345,299.98199883455766,316.49612025650276,334.1558695807252,335.8049277864794
295.5981498381689,347.9386215549627,600000,359.8640405546603,328.7555248114095,319.0930829475483,331.3556444288689,328.54444770205725,335.396697950973,299.3693606904103,327.10683401632605,332.1813594006932,292.0576795054383,300.83559144944275,295.77320498246604,342.21678061707837,335.26901236132795,294.57273088253305,366.5066092806689,318.01641356441297,341.30984615476393,299.17598850400225,308.6366242560349,318.49673504549764,298.65597373819804,305.85602977532125,306.1101834250345,299.98199883455766,316.49612025650276,334.1558695807252,335.8049277864794
295.5981498381689,347.9386215549627,601000,359.8640405546603,328.7555248114095,319.0930829475483,331.3556444288689,328.54444770205725,335.396697950973,299.3693606904103,327.10683401632605,332.1813594006932,292.0576795054383,300.83559144944275,295.77320498246604,342.21678061707837,335.26901236132795,294.57273088253305,366.5066092806689,318.01641356441297,341.30984615476393,299.17598850400225,308.6366242560349,318.49673504549764,298.65597373819804,305.85602977532125,306.1101834250345,299.98199883455766,316.49612025650276,334.1558695807252,335.8049277864794
295.5981498381689,347.9386215549627,602000,359.8640405546603,328.7555248114095,319.0930829475483,331.3556444288689,328.54444770205725,335.396697950973,299.3693606904103,327.10683401632605,332.1813594006932,292.0576795054383,300.83559144944275,295.77320498246604,342.21678061707837,335.26901236132795,294.57273088253305,366.5066092806689,318.01641356441297,341.30984615476393,299.17598850400225,308.6366242560349,318.49673504549764,298.65597373819804,305.85602977532125,306.1101834250345,299.98199883455766,316.49612025650276,334.1558695807252,335.8049277864794
295.5981498381689,347.9386215549627,603000,359.8640405546603,328.7555248114095,319.0930829475483,331.3556444288689,328.54444770205725,335.396697950973,299.3693606904103,327.10683401632605,332.1813594006932,292.0576795054383,300.83559144944275,295.77320498246604,342.21678061707837,335.26901236132795,294.57273088253305,366.5066092806689,318.01641356441297,341.30984615476393,299.17598850400225,308.6366242560349,318.49673504549764,298.65597373819804,305.85602977532125,306.1101834250345,299.98199883455766,316.49612025650276,334.1558695807252,335.8049277864794
295.5981498381689,347.9386215549627,604000,359.8640405546603,328.7555248114095,319.0930829475483,331.3556444288689,328.54444770205725,335.396697950973,299.3693606904103,327.10683401632605,332.1813594006932,292.0576795054383,300.83559144944275,295.77320498246604,342.21678061707837,335.26901236132795,294.57273088253305,366.5066092806689,318.01641356441297,341.30984615476393,299.17598850400225,308.6366242560349,318.49673504549764,298.65597373819804,305.85602977532125,306.1101834250345,299.98199883455766,316.49612025650276,334.1558695807252,335.8049277864794
295.5981498381689,347.9386215549627,605000,359.8640405546603,328.7555248114095,319.0930829475483,331.3556444288689,328.54444770205725,335.396697950973,299.3693606904103,327.10683401632605,332.1813594006932,292.0576795054383,300.83559144944275,295.77320498246604,342.21678061707837,335.26901236132795,294.57273088253305,366.5066092806689,318.01641356441297,341.30984615476393,299.17598850400225,308.6366242560349,318.49673504549764,298.65597373819804,305.85602977532125,306.1101834250345,299.98199883455766,316.49612025650276,334.1558695807252,335.8049277864794
295.5981498381689,347.9386215549627,606000,359.8640405546603,328.7555248114095,319.0930829475483,331.3556444288689,328.54444770205725,335.396697950973,299.3693606904103,327.10683401632605,332.1813594006932,292.0576795054383,300.83559144944275,295.77320498246604,342.21678061707837,335.26901236132795,294.57273088253305,366.5066092806689,318.01641356441297,341.30984615476393,299.17598850400225,308.6366242560349,318.49673504549764,298.65597373819804,305.85602977532125,306.1101834250345,299.98199883455766,316.49612025650276,334.1558695807252,335.8049277864794
295.5981498381689,347.9386215549627,607000,359.8640405546603,328.7555248114095,319.0930829475483,331.3556444288689,328.54444770205725,335.396697950973,299.3693606904103,327.10683401632605,332.1813594006932,292.0576795054383,300.83559144944275,295.77320498246604,342.21678061707837,335.26901236132795,294.57273088253305,366.5066092806689,318.01641356441297,341.30984615476393,299.17598850400225,308.6366242560349,318.49673504549764,298.65597373819804,305.85602977532125,306.1101834250345,299.98199883455766,316.49612025650276,334.1558695807252,335.8049277864794
295.5981498381689,347.9386215549627,608000,359.8640405546603,328.7555248114095,319.0930829475483,331.3556444288689,328.54444770205725,335.396697950973,299.3693606904103,327.10683401632605,332.1813594006932,292.0576795054383,300.83559144944275,295.77320498246604,342.21678061707837,335.26901236132795,294.57273088253305,366.5066092806689,318.01641356441297,341.30984615476393,299.17598850400225,308.6366242560349,318.49673504549764,298.65597373819804,305.85602977532125,306.1101834250345,299.98199883455766,316.49612025650276,334.1558695807252,335.8049277864794
295.5981498381689,347.9386215549627,609000,359.8640405546603,328.7555248114095,319.0930829475483,331.3556444288689,328.54444770205725,335.396697950973,299.3693606904103,327.10683401632605,332.1813594006932,292.0576795054383,300.83559144944275,295.77320498246604,342.21678061707837,335.26901236132795,294.57273088253305,366.5066092806689,318.01641356441297,341.30984615476393,299.17598850400225,308.6366242560349,318.49673504549764,298.65597373819804,305.85602977532125,306.1101834250345,299.98199883455766,316.49612025650276,334.1558695807252,335.8049277864794
295.5981498381689,347.9386215549627,610000,359.8640405546603,328.7555248114095,319.0930829475483,331.3556444288689,328.54444770205725,335.396697950973,299.3693606904103,327.10683401632605,332.1813594006932,292.0576795054383,300.83559144944275,295.77320498246604,342.21678061707837,335.26901236132795,294.57273088253305,366.5066092806689,318.01641356441297,341.30984615476393,299.17598850400225,308.6366242560349,318.49673504549764,298.65597373819804,305.85602977532125,306.1101834250345,299.98199883455766,316.49612025650276,334.1558695807252,335.8049277864794
295.5981498381689,347.9386215549627,611000,359.8640405546603,328.7555248114095,319.0930829475483,331.3556444288689,328.54444770205725,335.396697950973,299.3693606904103,327.10683401632605,332.1813594006932,292.0576795054383,300.83559144944275,295.77320498246604,342.21678061707837,335.26901236132795,294.57273088253305,366.5066092806689,318.01641356441297,341.30984615476393,299.17598850400225,308.6366242560349,318.49673504549764,298.65597373819804,305.85602977532125,306.1101834250345,299.98199883455766,316.49612025650276,334.1558695807252,335.8049277864794
295.5981498381689,347.9386215549627,612000,359.8640405546603,328.7555248114095,319.0930829475483,331.3556444288689,328.54444770205725,335.396697950973,299.3693606904103,327.10683401632605,332.1813594006932,292.0576795054383,300.83559144944275,295.77320498246604,342.21678061707837,335.26901236132795,294.57273088253305,366.5066092806689,318.01641356441297,341.30984615476393,299.17598850400225,308.6366242560349,318.49673504549764,298.65597373819804,305.85602977532125,306.1101834250345,299.98199883455766,316.49612025650276,334.1558695807252,335.8049277864794
295.5981498381689,347.9386215549627,613000,359.8640405546603,328.7555248114095,319.0930829475483,331.3556444288689,328.54444770205725,335.396697950973,299.3693606904103,327.10683401632605,332.1813594006932,292.0576795054383,300.83559144944275,295.77320498246604,342.21678061707837,335.26901236132795,294.57273088253305,366.5066092806689,318.01641356441297,341.30984615476393,299.17598850400225,308.6366242560349,318.49673504549764,298.65597373819804,305.85602977532125,306.1101834250345,299.98199883455766,316.49612025650276,334.1558695807252,335.8049277864794
295.5981498381689,347.9386215549627,614000,359.8640405546603,328.7555248114095,319.0930829475483,331.3556444288689,328.54444770205725,335.396697950973,299.3693606904103,327.10683401632605,332.1813594006932,292.0576795054383,300.83559144944275,295.77320498246604,342.21678061707837,335.26901236132795,294.57273088253305,366.5066092806689,318.01641356441297,341.30984615476393,299.17598850400225,308.6366242560349,318.49673504549764,298.65597373819804,305.85602977532125,306.1101834250345,299.98199883455766,316.49612025650276,334.1558695807252,335.8049277864794
295.5981498381689,347.9386215549627,615000,359.8640405546603,328.7555248114095,319.0930829475483,331.3556444288689,328.54444770205725,335.396697950973,299.3693606904103,327.10683401632605,332.1813594006932,292.0576795054383,300.83559144944275,295.77320498246604,342.21678061707837,335.26901236132795,294.57273088253305,366.5066092806689,318.01641356441297,341.30984615476393,299.17598850400225,308.6366242560349,318.49673504549764,298.65597373819804,305.85602977532125,306.1101834250345,299.98199883455766,316.49612025650276,334.1558695807252,335.8049277864794
295.5981498381689,347.9386215549627,616000,359.8640405546603,328.7555248114095,319.0930829475483,331.3556444288689,328.54444770205725,335.396697950973,299.3693606904103,327.10683401632605,332.1813594006932,292.0576795054383,300.83559144944275,295.77320498246604,342.21678061707837,335.26901236132795,294.57273088253305,366.5066092806689,318.01641356441297,341.30984615476393,299.17598850400225,308.6366242560349,318.49673504549764,298.65597373819804,305.85602977532125,306.1101834250345,299.98199883455766,316.49612025650276,334.1558695807252,335.8049277864794
295.5981498381689,347.9386215549627,617000,359.8640405546603,328.7555248114095,319.0930829475483,331.3556444288689,328.54444770205725,335.396697950973,299.3693606904103,327.10683401632605,332.1813594006932,292.0576795054383,300.83559144944275,295.77320498246604,342.21678061707837,335.26901236132795,294.57273088253305,366.5066092806689,318.01641356441297,341.30984615476393,299.17598850400225,308.6366242560349,318.49673504549764,298.65597373819804,305.85602977532125,306.1101834250345,299.98199883455766,316.49612025650276,334.1558695807252,335.8049277864794
295.5981498381689,347.9386215549627,618000,359.8640405546603,328.7555248114095,319.0930829475483,331.3556444288689,328.54444770205725,335.396697950973,299.3693606904103,327.10683401632605,332.1813594006932,292.0576795054383,300.83559144944275,295.77320498246604,342.21678061707837,335.26901236132795,294.57273088253305,366.5066092806689,318.01641356441297,341.30984615476393,299.17598850400225,308.6366242560349,318.49673504549764,298.65597373819804,305.85602977532125,306.1101834250345,299.98199883455766,316.49612025650276,334.1558695807252,335.8049277864794
295.5981498381689,347.9386215549627,619000,359.8640405546603,328.7555248114095,319.0930829475483,331.3556444288689,328.54444770205725,335.396697950973,299.3693606904103,327.10683401632605,332.1813594006932,292.0576795054383,300.83559144944275,295.77320498246604,342.21678061707837,335.26901236132795,294.57273088253305,366.5066092806689,318.01641356441297,341.30984615476393,299.17598850400225,308.6366242560349,318.49673504549764,298.65597373819804,305.85602977532125,306.1101834250345,299.98199883455766,316.49612025650276,334.1558695807252,335.8049277864794
295.5981498381689,347.9386215549627,620000,359.8640405546603,328.7555248114095,319.0930829475483,331.3556444288689,328.54444770205725,335.396697950973,299.3693606904103,327.10683401632605,332.1813594006932,292.0576795054383,300.83559144944275,295.77320498246604,342.21678061707837,335.26901236132795,294.57273088253305,366.5066092806689,318.01641356441297,341.30984615476393,299.17598850400225,308.6366242560349,318.49673504549764,298.65597373819804,305.85602977532125,306.1101834250345,299.98199883455766,316.49612025650276,334.1558695807252,335.8049277864794
295.5981498381689,347.9386215549627,621000,359.8640405546603,328.7555248114095,319.0930829475483,331.3556444288689,328.54444770205725,335.396697950973,299.3693606904103,327.10683401632605,332.1813594006932,292.0576795054383,300.83559144944275,295.77320498246604,342.21678061707837,335.26901236132795,294.57273088253305,366.5066092806689,318.01641356441297,341.30984615476393,299.17598850400225,308.6366242560349,318.49673504549764,298.65597373819804,305.85602977532125,306.1101834250345,299.98199883455766,316.49612025650276,334.1558695807252,335.8049277864794
295.5981498381689,347.9386215549627,622000,359.8640405546603,328.7555248114095,319.0930829475483,331.3556444288689,328.54444770205725,335.396697950973,299.3693606904103,327.10683401632605,332.1813594006932,292.0576795054383,300.83559144944275,295.77320498246604,342.21678061707837,335.26901236132795,294.57273088253305,366.5066092806689,318.01641356441297,341.30984615476393,299.17598850400225,308.6366242560349,318.49673504549764,298.65597373819804,305.85602977532125,306.1101834250345,299.98199883455766,316.49612025650276,334.1558695807252,335.8049277864794
295.5981498381689,347.9386215549627,623000,359.8640405546603,328.7555248114095,319.0930829475483,331.3556444288689,328.54444770205725,335.396697950973,299.3693606904103,327.10683401632605,332.1813594006932,292.0576795054383,300.83559144944275,295.77320498246604,342.21678061707837,335.26901236132795,294.57273088253305,366.5066092806689,318.01641356441297,341.30984615476393,299.17598850400225,308.6366242560349,318.49673504549764,298.65597373819804,305.85602977532125,306.1101834250345,299.98199883455766,316.49612025650276,334.1558695807252,335.8049277864794
295.5981498381689,347.9386215549627,624000,359.8640405546603,328.7555248114095,319.0930829475483,331.3556444288689,328.54444770205725,335.396697950973,299.3693606904103,327.10683401632605,332.1813594006932,292.0576795054383,300.83559144944275,295.77320498246604,342.21678061707837,335.26901236132795,294.57273088253305,366.5066092806689,318.01641356441297,341.30984615476393,299.17598850400225,308.6366242560349,318.49673504549764,298.65597373819804,305.85602977532125,306.1101834250345,299.98199883455766,316.49612025650276,334.1558695807252,335.8049277864794
295.5981498381689,347.9386215549627,625000,359.8640405546603,328.7555248114095,319.0930829475483,331.3556444288689,328.54444770205725,335.396697950973,299.3693606904103,327.10683401632605,332.1813594006932,292.0576795054383,300.83559144944275,295.77320498246604,342.21678061707837,335.26901236132795,294.57273088253305,366.5066092806689,318.01641356441297,341.30984615476393,299.17598850400225,308.6366242560349,318.49673504549764,298.65597373819804,305.85602977532125,306.1101834250345,299.98199883455766,316.49612025650276,334.1558695807252,335.8049277864794
295.77320498246604,347.9386215549627,626000,359.8640405546603,328.7555248114095,319.0930829475483,331.3556444288689,328.54444770205725,335.396697950973,299.3693606904103,327.10683401632605,332.1813594006932,294.57273088253305,300.83559144944275,298.65597373819804,342.21678061707837,335.26901236132795,295.5981498381689,366.5066092806689,318.01641356441297,341.30984615476393,299.17598850400225,308.6366242560349,318.49673504549764,299.01990065628127,305.85602977532125,306.1101834250345,299.98199883455766,316.49612025650276,334.1558695807252,335.8049277864794
295.77320498246604,347.9386215549627,627000,359.8640405546603,328.7555248114095,319.0930829475483,331.3556444288689,328.54444770205725,335.396697950973,299.3693606904103,327.10683401632605,332.1813594006932,294.57273088253305,300.83559144944275,298.65597373819804,342.21678061707837,335.26901236132795,295.5981498381689,366.5066092806689,318.01641356441297,341.30984615476393,299.17598850400225,308.6366242560349,318.49673504549764,299.01990065628127,305.85602977532125,306.1101834250345,299.98199883455766,316.49612025650276,334.1558695807252,335.8049277864794
295.77320498246604,347.9386215549627,628000,359.8640405546603,328.7555248114095,319.0930829475483,331.3556444288689,328.54444770205725,335.396697950973,299.3693606904103,327.10683401632605,332.1813594006932,294.57273088253305,300.83559144944275,298.65597373819804,342.21678061707837,335.26901236132795,295.5981498381689,366.5066092806689,318.01641356441297,341.30984615476393,299.17598850400225,308.6366242560349,318.49673504549764,299.01990065628127,305.85602977532125,306.1101834250345,299.98199883455766,316.49612025650276,334.1558695807252,335.8049277864794
295.77320498246604,347.9386215549627,629000,359.8640405546603,328.7555248114095,319.0930829475483,331.3556444288689,328.54444770205725,335.396697950973,299.3693606904103,327.10683401632605,332.1813594006932,294.57273088253305,300.83559144944275,298.65597373819804,342.21678061707837,335.26901236132795,295.5981498381689,366.5066092806689,318.01641356441297,341.30984615476393,299.17598850400225,308.6366242560349,318.49673504549764,299.01990065628127,305.85602977532125,306.1101834250345,299.98199883455766,316.49612025650276,334.1558695807252,335.8049277864794
295.77320498246604,347.9386215549627,630000,359.8640405546603,328.7555248114095,319.0930829475483,331.3556444288689,328.54444770205725,335.396697950973,299.3693606904103,327.10683401632605,332.1813594006932,294.57273088253305,300.83559144944275,298.65597373819804,342.21678061707837,335.26901236132795,295.5981498381689,366.5066092806689,318.01641356441297,341.30984615476393,299.17598850400225,308.6366242560349,318.49673504549764,299.01990065628127,305.85602977532125,306.1101834250345,299.98199883455766,316.49612025650276,334.1558695807252,335.8049277864794
295.77320498246604,347.9386215549627,631000,359.8640405546603,328.7555248114095,319.0930829475483,331.3556444288689,328.54444770205725,335.396697950973,299.3693606904103,327.10683401632605,332.1813594006932,294.57273088253305,300.83559144944275,298.65597373819804,342.21678061707837,335.26901236132795,295.5981498381689,366.5066092806689,318.01641356441297,341.30984615476393,299.17598850400225,308.6366242560349,318.49673504549764,299.01990065628127,305.85602977532125,306.1101834250345,299.98199883455766,316.49612025650276,334.1558695807252,335.8049277864794
295.77320498246604,347.9386215549627,632000,359.8640405546603,328.7555248114095,319.0930829475483,331.3556444288689,328.54444770205725,335.396697950973,299.3693606904103,327.10683401632605,332.1813594006932,294.57273088253305,300.83559144944275,298.65597373819804,342.21678061707837,335.26901236132795,295.5981498381689,366.5066092806689,318.01641356441297,341.30984615476393,299.17598850400225,308.6366242560349,318.49673504549764,299.01990065628127,305.85602977532125,306.1101834250345,299.98199883455766,316.49612025650276,334.1558695807252,335.8049277864794
